		reference	motus3	metaphlan4	metaphlan3	kraken2
SAMEA2466923	Kept_abundance	0.9999999999999999	1.0	1.0	1.0000000000000002	0.9751540041067763
SAMEA2466923	Kept_mOTUs	110.0	115.0	92.0	63.0	353.0
SAMEA2466923	Raw_mOTUs	110.0	115.0	92.0	63.0	413.0
SAMEA2466923	Lost_mOTUs	0.0	0.0	0.0	0.0	60.0
SAMEA2466923	Lost_abundance	1.1102230246251565e-16	0.0	0.0	-2.220446049250313e-16	0.02484599589322367
SAMEA2466923	Lost_mOTUs_frac	0.0	0.0	0.0	0.0	0.14527845036319612
SAMEA2466924	Kept_abundance	1.0	1.0	1.0	1.0	0.9667110519307593
SAMEA2466924	Kept_mOTUs	137.0	144.0	122.0	68.0	349.0
SAMEA2466924	Raw_mOTUs	137.0	144.0	122.0	68.0	406.0
SAMEA2466924	Lost_mOTUs	0.0	0.0	0.0	0.0	57.0
SAMEA2466924	Lost_abundance	0.0	0.0	0.0	0.0	0.033288948069240654
SAMEA2466924	Lost_mOTUs_frac	0.0	0.0	0.0	0.0	0.14039408866995073
SAMEA2466925	Kept_abundance	1.0	1.0	1.0	1.0	0.9630781995436632
SAMEA2466925	Kept_mOTUs	318.0	314.0	281.0	135.0	542.0
SAMEA2466925	Raw_mOTUs	318.0	314.0	281.0	135.0	638.0
SAMEA2466925	Lost_mOTUs	0.0	0.0	0.0	0.0	96.0
SAMEA2466925	Lost_abundance	0.0	0.0	0.0	0.0	0.03692180045633675
SAMEA2466925	Lost_mOTUs_frac	0.0	0.0	0.0	0.0	0.15047021943573669
SAMEA2466926	Kept_abundance	0.9999999999999999	0.9999999999999998	0.9999999999999999	0.9999999999999999	0.983781564360501
SAMEA2466926	Kept_mOTUs	182.0	176.0	142.0	95.0	397.0
SAMEA2466926	Raw_mOTUs	182.0	176.0	142.0	95.0	449.0
SAMEA2466926	Lost_mOTUs	0.0	0.0	0.0	0.0	52.0
SAMEA2466926	Lost_abundance	1.1102230246251565e-16	2.220446049250313e-16	1.1102230246251565e-16	1.1102230246251565e-16	0.016218435639498985
SAMEA2466926	Lost_mOTUs_frac	0.0	0.0	0.0	0.0	0.11581291759465479
SAMEA2466927	Kept_abundance	1.0	1.0	1.0	0.9999999999999998	0.9732741719120832
SAMEA2466927	Kept_mOTUs	236.0	248.0	207.0	118.0	494.0
