	space	simu	kraken2 + bracken	metaphlan3	motus3	metaphlan4
SAMEA2467004	gtdb207	refKrak	0.2144051477483362	0.4074977535854895	0.2592085123920418	0.1046613009559582
SAMEA2467006	gtdb207	refKrak	0.2349117795759067	0.5671099615007568	0.2955302210658042	0.2260317020143012
SAMEA2467008	gtdb207	refKrak	0.249704273186681	0.6069801222228483	0.316249073816576	0.3152414536455278
SAMEA2467009	gtdb207	refKrak	0.2173499668014965	0.2184221392874012	0.1962537444785646	0.2240234777972842
SAMEA2467010	gtdb207	refKrak	0.1199873203688091	0.3819350332433356	0.2595693110732268	0.0614517441192357
SAMEA2467011	gtdb207	refKrak	0.2072883835772288	0.4055537319506611	0.2540624225101703	0.1318638199521864
SAMEA2467012	gtdb207	refKrak	0.1944188459415474	0.403454709731971	0.2311379028199096	0.1157033567337618
SAMEA2467013	gtdb207	refKrak	0.1993988831703555	0.3860328391628332	0.265114444729318	0.1486909530695185
SAMEA2467014	gtdb207	refKrak	0.2021683649117372	0.5376403715980647	0.2268732524376744	0.1041177708289941
SAMEA2467015	gtdb207	refKrak	0.1921311579903751	0.4691432663466339	0.212084823807394	0.1395497037949285
SAMEA2467016	gtdb207	refKrak	0.277365894013677	0.4983940284931396	0.3409214952135588	0.2698471373656924
SAMEA2467017	gtdb207	refKrak	0.2212463922034666	0.4751403703783463	0.2651870218128899	0.2001284362244419
SAMEA2467018	gtdb207	refKrak	0.2437182953749321	0.4199649854288717	0.223445853086024	0.1660125531323192
SAMEA2467019	gtdb207	refKrak	0.1824188577143884	0.505760632012029	0.221044004212785	0.1493682411606558
SAMEA2467020	gtdb207	refKrak	0.1611092876003809	0.5011420782420763	0.1850023747876024	0.1128661784980062
SAMEA2467021	gtdb207	refKrak	0.2013187905563274	0.4713737758896301	0.2574890095654104	0.1115433964010503
SAMEA2467022	gtdb207	refKrak	0.1700928374739804	0.4552931065244955	0.1785859111645157	0.09640345667977
SAMEA2467023	gtdb207	refKrak	0.2062348968218562	0.4234558069790554	0.2285661726139045	0.1238486074739296
SAMEA2467024	gtdb207	refKrak	0.2479921203835511	0.4564872030477352	0.2042518623147186	0.1127524006783117
SAMEA2467025	gtdb207	refKrak	0.1852409180385519	0.396850456727629	0.1848498366711151	0.1096756092677841
SAMEA2467026	gtdb207	refKrak	0.2053555126419321	0.3794670543628286	0.1990380491280861	0.1070481083154435
SAMEA2467027	gtdb207	refKrak	0.2243850400916285	0.4677117652826107	0.2274365221839805	0.18077885545541
SAMEA2467028	gtdb207	refKrak	0.1828592260123102	0.4780347083381264	0.2302408335196161	0.1287144820158157
SAMEA2467029	gtdb207	refKrak	0.199358132935312	0.6647085407370373	0.1899802755205279	0.1776951266213504
SAMEA2467030	gtdb207	refKrak	0.1956688567308697	0.5171751353549182	0.2152842569856778	0.1498496999999977
SAMEA2467031	gtdb207	refKrak	0.1683994822026855	0.4029303608421691	0.1715219208772327	0.148537544296265
SAMEA2467032	gtdb207	refKrak	0.1881066082854714	0.3368324741361425	0.3911442587519275	0.1109932180609044
SAMEA2467033	gtdb207	refKrak	0.2628927820257631	0.3971363402771635	0.4226956285391656	0.1869561317258342
SAMEA2467034	gtdb207	refKrak	0.2007788579603386	0.4799380833047789	0.2034455733575178	0.149905863548537
SAMEA2467035	gtdb207	refKrak	0.2537605010612062	0.4986037944258891	0.2691357532551541	0.2442453909398247
SAMEA2467036	gtdb207	refKrak	0.2075165795676516	0.4907443360912117	0.2547452682857605	0.1182956976212831
SAMEA2467037	gtdb207	refKrak	0.1814470950917641	0.4249730886216851	0.2300089981450107	0.1362295911784507
SAMEA2467038	gtdb207	refKrak	0.2198099482783636	0.3292001843675898	0.448502203709972	0.086805488821704
SAMEA2467039	gtdb207	refKrak	0.1737584445726883	0.5512059540418774	0.2322021810425926	0.1348850121532494
SAMEA2467040	gtdb207	refKrak	0.2033184895857321	0.4282342903989533	0.2472463144638582	0.1042093471765779
SAMEA2467041	gtdb207	refKrak	0.2065109086388268	0.4937267332691347	0.2423652675976255	0.1369860771892149
SAMEA2467042	gtdb207	refKrak	0.223293858017564	0.4477260468844763	0.2376884863884522	0.2088508046902796
SAMEA2467043	gtdb207	refKrak	0.2029888576531361	0.3582100865987712	0.3211669622656851	0.0969276966749833
SAMEA2467044	gtdb207	refKrak	0.2037423772045444	0.4777880328143012	0.2066009875192452	0.1451914213057731
SAMEA2467045	gtdb207	refKrak	0.1784713820154651	0.3678392709393545	0.2356459066293657	0.1095886163346716
SAMEA2467046	gtdb207	refKrak	0.1918027269368251	0.4855145444112484	0.1789116980811955	0.0842696951528912
SAMEA2467047	gtdb207	refKrak	0.2157478897384587	0.2953569503849734	0.2997380870332097	0.1235422000461883
SAMEA2467048	gtdb207	refKrak	0.1847951464745112	0.3625614390272559	0.3268028399409125	0.1210781759846317
SAMEA2467049	gtdb207	refKrak	0.2115475810572266	0.4240577928292077	0.2177340514709256	0.0893811504040677
SAMEA2467050	gtdb207	refKrak	0.2231190360031944	0.4621667441020774	0.254159010221883	0.1456494206069693
SAMEA2467051	gtdb207	refKrak	0.2216767714257105	0.374121685258599	0.2715633826412267	0.1228729071438426
SAMEA2467052	gtdb207	refKrak	0.2044129671821361	0.5133878066286354	0.1979059476264046	0.077002700162476
SAMEA2467053	gtdb207	refKrak	0.2502588187318519	0.6440094940237993	0.3729657112106672	0.3160793239922733
SAMEA2467054	gtdb207	refKrak	0.1885011503701637	0.4119285355697381	0.1924463574512761	0.1049964828870644
SAMEA2467055	gtdb207	refKrak	0.1829880572590676	0.4930632099732948	0.1343912874927632	0.1004747301719183
SAMEA2467056	gtdb207	refKrak	0.1958810615195096	0.4714758689186765	0.2256974706151044	0.12097151193031
SAMEA2467057	gtdb207	refKrak	0.1758571394888643	0.7189950518661574	0.1625176761888764	0.1173620501128472
SAMEA2467058	gtdb207	refKrak	0.1848665424739008	0.3678464191815092	0.1917744254965202	0.0816572394751506
SAMEA2467059	gtdb207	refKrak	0.1918000916556592	0.2618576225880464	0.377045771929117	0.0798683406971406
SAMEA2467060	gtdb207	refKrak	0.2243440701882005	0.4578339581883939	0.1692086808107142	0.1339838082309205
SAMEA2467061	gtdb207	refKrak	0.1697033030047948	0.4846719529624725	0.1812635964995062	0.1098352309572005
SAMEA2467062	gtdb207	refKrak	0.2296767205618258	0.4447821873614392	0.2047268388283769	0.1378798794249213
SAMEA2467063	gtdb207	refKrak	0.1953973757426453	0.4609982345567273	0.2642678787002559	0.1947250438546036
SAMEA2467064	gtdb207	refKrak	0.2082244889243642	0.3771159219076803	0.2693092204034472	0.089030299129953
SAMEA2467065	gtdb207	refKrak	0.1651234680001093	0.4802891517942231	0.1538142055606739	0.0763557778016539
SAMEA2467066	gtdb207	refKrak	0.2221309977417349	0.3589778823947234	0.2060524890733845	0.1020438447978389
SAMEA2467067	gtdb207	refKrak	0.1600726344025122	0.3974599371483376	0.2191333919836032	0.0893948278371197
SAMEA2467068	gtdb207	refKrak	0.2121435245882539	0.2798140480041576	0.3627466661412029	0.1162813768337143
SAMEA2467069	gtdb207	refKrak	0.1637446343007116	0.338769552315682	0.2882385460274526	0.08622909923817
SAMEA2467070	gtdb207	refKrak	0.1849282006052064	0.4260048377055226	0.1686349521102958	0.088205623166537
SAMEA2467071	gtdb207	refKrak	0.1738120273873089	0.4342413054893285	0.1673319170729441	0.102806039142259
SAMEA2467072	gtdb207	refKrak	0.1854378422121719	0.4379572762811718	0.1938007357828255	0.1093585897483249
SAMEA2467073	gtdb207	refKrak	0.1972840137830619	0.4156148637949208	0.1852508645617634	0.0731195747937113
SAMEA2467074	gtdb207	refKrak	0.1853802333629546	0.4388371621278358	0.136121461733869	0.090721977137766
SAMEA2467075	gtdb207	refKrak	0.1871535590409695	0.406184764010853	0.2049972161486508	0.1043089552199148
SAMEA2467076	gtdb207	refKrak	0.1885180586649677	0.388777211611075	0.2318556387499784	0.0945294679521434
SAMEA2467077	gtdb207	refKrak	0.2244400023159359	0.448891363302711	0.2144360223529007	0.1307614390582388
SAMEA2467078	gtdb207	refKrak	0.1812566239024087	0.3629151675109561	0.1771104481692794	0.0934030247245313
SAMEA2467079	gtdb207	refKrak	0.1881304169279683	0.354273322504363	0.2972030446401935	0.0854938008722479
SAMEA2467080	gtdb207	refKrak	0.1894587624520871	0.5247526045591685	0.184983027474256	0.1214330242881502
SAMEA2467081	gtdb207	refKrak	0.1953810809141453	0.394933768856261	0.3195963505798727	0.1050862270833964
SAMEA2467082	gtdb207	refKrak	0.2707595701420119	0.6326011682683179	0.3312756902304866	0.3583543818211629
SAMEA2467083	gtdb207	refKrak	0.1748568881435385	0.5073015939436936	0.1740422426590516	0.127301883249007
SAMEA2467084	gtdb207	refKrak	0.1876553116099056	0.3999289168308821	0.2311696239734703	0.1064393373831506
SAMEA2467085	gtdb207	refKrak	0.1837368165755601	0.3557686276965391	0.3636723473140308	0.1008558868713935
SAMEA3136623	gtdb207	refKrak	0.1875423278496189	0.6169637708793406	0.1467321580249437	0.1184757714067197
SAMEA3136624	gtdb207	refKrak	0.1983765360034584	0.4995609529651899	0.2213881385359238	0.1805642995560921
SAMEA3136625	gtdb207	refKrak	0.2097041693321424	0.4900785868517126	0.2241603676948218	0.1793747762582472
SAMEA3136626	gtdb207	refKrak	0.2007719635329285	0.4213008267692118	0.1506051924973299	0.0936614025382078
SAMEA3136627	gtdb207	refKrak	0.2006579593459217	0.5217953917843487	0.1949290515335285	0.1229813500545054
SAMEA3136628	gtdb207	refKrak	0.3078003297781665	0.654815016017007	0.35000723326785	0.3229730274723981
SAMEA3136629	gtdb207	refKrak	0.2030025940913499	0.4480115520065698	0.2110995457578258	0.1625436502162894
SAMEA3136630	gtdb207	refKrak	0.1700963504453641	0.5931460075266599	0.1689275159267282	0.1345332198464795
SAMEA3136631	gtdb207	refKrak	0.1819904960293812	0.5267306808294662	0.1781888371355924	0.1321938132104604
SAMEA3136632	gtdb207	refKrak	0.2119053748425872	0.5972757732512199	0.1898844120402374	0.1554742643375473
SAMEA3136633	gtdb207	refKrak	0.3104360492022378	0.591983104439235	0.3983027306916821	0.2861756192702611
SAMEA3136634	gtdb207	refKrak	0.2263561151057926	0.6416653367638866	0.2417224751340576	0.1885041890639419
SAMEA3136635	gtdb207	refKrak	0.1954769504650982	0.4619226057169537	0.3407587453730644	0.1687267709968101
SAMEA3136636	gtdb207	refKrak	0.1896346607680742	0.6680695997563885	0.2111530690106554	0.1228051014931234
SAMEA3136637	gtdb207	refKrak	0.207494179566565	0.6261094203671758	0.2426687533015585	0.1806003268718657
SAMEA3136638	gtdb207	refKrak	0.172468945396282	0.5290251671719675	0.163871633007665	0.1277720133938361
SAMEA3136639	gtdb207	refKrak	0.1659305047044334	0.4384674152106614	0.4235265360469603	0.1706573838625368
SAMEA3136640	gtdb207	refKrak	0.2234218941384163	0.4470774898373959	0.1521906704670728	0.0863314586420203
SAMEA3136641	gtdb207	refKrak	0.1879762521563442	0.3977545234003564	0.1262539409254809	0.099210204419354
SAMEA3136642	gtdb207	refKrak	0.2152270822075343	0.6235843371017737	0.2088810268158545	0.1487772112073228
