sample	stat	space	simu	reference	motus3	metaphlan4	metaphlan3	kraken2
SAMEA2466959	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.003257328990228	0.0	0.0	0.0
SAMEA2466960	Kept_abundance	gtdb207	refMet4	1.0	1.0	1.0	1.0	1.0
SAMEA2466960	Kept_mOTUs	gtdb207	refMet4	166.0	167.0	147.0	78.0	453.0
SAMEA2466960	Raw_mOTUs	gtdb207	refMet4	166.0	167.0	147.0	78.0	453.0
SAMEA2466960	Lost_mOTUs	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466960	Lost_abundance	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466960	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466961	Kept_abundance	gtdb207	refMet4	1.0000000000000002	1.0	1.0	1.0	1.0
SAMEA2466961	Kept_mOTUs	gtdb207	refMet4	203.0	208.0	174.0	95.0	518.0
SAMEA2466961	Raw_mOTUs	gtdb207	refMet4	203.0	208.0	174.0	95.0	518.0
SAMEA2466961	Lost_mOTUs	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466961	Lost_abundance	gtdb207	refMet4	-2.220446049250313e-16	0.0	1.1102230246251563e-16	0.0	1.1102230246251563e-16
SAMEA2466961	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466962	Kept_abundance	gtdb207	refMet4	1.0	1.0	1.0	1.0	1.0
SAMEA2466962	Kept_mOTUs	gtdb207	refMet4	265.0	266.0	227.0	106.0	593.0
SAMEA2466962	Raw_mOTUs	gtdb207	refMet4	265.0	266.0	227.0	106.0	593.0
SAMEA2466962	Lost_mOTUs	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466962	Lost_abundance	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466962	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466963	Kept_abundance	gtdb207	refMet4	1.0	0.9998102930416108	1.0	1.0	1.0000000000000002
SAMEA2466963	Kept_mOTUs	gtdb207	refMet4	266.0	267.0	239.0	115.0	645.0
SAMEA2466963	Raw_mOTUs	gtdb207	refMet4	266.0	268.0	239.0	115.0	645.0
SAMEA2466963	Lost_mOTUs	gtdb207	refMet4	0.0	1.0	0.0	0.0	0.0
SAMEA2466963	Lost_abundance	gtdb207	refMet4	0.0	0.0001897069583892	0.0	1.1102230246251563e-16	-2.220446049250313e-16
SAMEA2466963	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.003731343283582	0.0	0.0	0.0
SAMEA2466964	Kept_abundance	gtdb207	refMet4	1.0	1.0	1.0	1.0	1.0
SAMEA2466964	Kept_mOTUs	gtdb207	refMet4	285.0	274.0	249.0	108.0	629.0
SAMEA2466964	Raw_mOTUs	gtdb207	refMet4	285.0	274.0	249.0	108.0	629.0
SAMEA2466964	Lost_mOTUs	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466964	Lost_abundance	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466964	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466965	Kept_abundance	gtdb207	refMet4	1.0	0.9996000862300832	1.0	1.0000000000000002	1.0
SAMEA2466965	Kept_mOTUs	gtdb207	refMet4	228.0	217.0	188.0	98.0	576.0
SAMEA2466965	Raw_mOTUs	gtdb207	refMet4	228.0	218.0	188.0	98.0	576.0
SAMEA2466965	Lost_mOTUs	gtdb207	refMet4	0.0	1.0	0.0	0.0	0.0
SAMEA2466965	Lost_abundance	gtdb207	refMet4	0.0	0.0003999137699166	0.0	-2.220446049250313e-16	1.1102230246251563e-16
SAMEA2466965	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0045871559633027	0.0	0.0	0.0
SAMEA2466966	Kept_abundance	gtdb207	refMet4	1.0	1.0	0.9999999999999998	1.0	1.0
SAMEA2466966	Kept_mOTUs	gtdb207	refMet4	165.0	163.0	132.0	71.0	524.0
SAMEA2466966	Raw_mOTUs	gtdb207	refMet4	165.0	163.0	132.0	71.0	524.0
SAMEA2466966	Lost_mOTUs	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466966	Lost_abundance	gtdb207	refMet4	0.0	1.1102230246251563e-16	2.220446049250313e-16	0.0	0.0
SAMEA2466966	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466967	Kept_abundance	gtdb207	refMet4	1.0	1.0	1.0	1.0	1.0
SAMEA2466967	Kept_mOTUs	gtdb207	refMet4	266.0	265.0	235.0	108.0	538.0
SAMEA2466967	Raw_mOTUs	gtdb207	refMet4	266.0	265.0	235.0	108.0	538.0
SAMEA2466967	Lost_mOTUs	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466967	Lost_abundance	gtdb207	refMet4	1.1102230246251563e-16	1.1102230246251563e-16	0.0	0.0	1.1102230246251563e-16
SAMEA2466967	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466968	Kept_abundance	gtdb207	refMet4	1.0	1.0	1.0	1.0	1.0
SAMEA2466968	Kept_mOTUs	gtdb207	refMet4	211.0	183.0	164.0	83.0	466.0
SAMEA2466968	Raw_mOTUs	gtdb207	refMet4	211.0	183.0	164.0	83.0	466.0
SAMEA2466968	Lost_mOTUs	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466968	Lost_abundance	gtdb207	refMet4	0.0	1.1102230246251563e-16	0.0	0.0	0.0
SAMEA2466968	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466969	Kept_abundance	gtdb207	refMet4	1.0	1.0	1.0	1.0	1.0
SAMEA2466969	Kept_mOTUs	gtdb207	refMet4	195.0	198.0	169.0	84.0	460.0
SAMEA2466969	Raw_mOTUs	gtdb207	refMet4	195.0	198.0	169.0	84.0	460.0
SAMEA2466969	Lost_mOTUs	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466969	Lost_abundance	gtdb207	refMet4	0.0	0.0	1.1102230246251563e-16	1.1102230246251563e-16	0.0
SAMEA2466969	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466970	Kept_abundance	gtdb207	refMet4	1.0	1.0	1.0	1.0	1.0000000000000002
SAMEA2466970	Kept_mOTUs	gtdb207	refMet4	171.0	165.0	144.0	78.0	484.0
SAMEA2466970	Raw_mOTUs	gtdb207	refMet4	171.0	165.0	144.0	78.0	484.0
SAMEA2466970	Lost_mOTUs	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466970	Lost_abundance	gtdb207	refMet4	0.0	0.0	1.1102230246251563e-16	0.0	-2.220446049250313e-16
SAMEA2466970	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466971	Kept_abundance	gtdb207	refMet4	1.0	0.9990319385175456	1.0	1.0	1.0
SAMEA2466971	Kept_mOTUs	gtdb207	refMet4	328.0	324.0	292.0	133.0	537.0
SAMEA2466971	Raw_mOTUs	gtdb207	refMet4	328.0	325.0	292.0	133.0	537.0
SAMEA2466971	Lost_mOTUs	gtdb207	refMet4	0.0	1.0	0.0	0.0	0.0
SAMEA2466971	Lost_abundance	gtdb207	refMet4	0.0	0.0009680614824543	0.0	1.1102230246251563e-16	0.0
SAMEA2466971	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.003076923076923	0.0	0.0	0.0
SAMEA2466972	Kept_abundance	gtdb207	refMet4	1.0	1.0	1.0	1.0	1.0
SAMEA2466972	Kept_mOTUs	gtdb207	refMet4	312.0	295.0	256.0	130.0	612.0
SAMEA2466972	Raw_mOTUs	gtdb207	refMet4	312.0	295.0	256.0	130.0	612.0
SAMEA2466972	Lost_mOTUs	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466972	Lost_abundance	gtdb207	refMet4	0.0	1.1102230246251563e-16	0.0	0.0	0.0
SAMEA2466972	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466973	Kept_abundance	gtdb207	refMet4	1.0	0.9996035363481134	1.0	1.0	1.0
SAMEA2466973	Kept_mOTUs	gtdb207	refMet4	289.0	256.0	234.0	96.0	524.0
SAMEA2466973	Raw_mOTUs	gtdb207	refMet4	289.0	257.0	234.0	96.0	524.0
SAMEA2466973	Lost_mOTUs	gtdb207	refMet4	0.0	1.0	0.0	0.0	0.0
SAMEA2466973	Lost_abundance	gtdb207	refMet4	1.1102230246251563e-16	0.0003964636518866	0.0	0.0	0.0
SAMEA2466973	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0038910505836575	0.0	0.0	0.0
SAMEA2466974	Kept_abundance	gtdb207	refMet4	1.0	1.0	1.0	1.0	1.0000000000000002
SAMEA2466974	Kept_mOTUs	gtdb207	refMet4	274.0	259.0	225.0	111.0	573.0
SAMEA2466974	Raw_mOTUs	gtdb207	refMet4	274.0	259.0	225.0	111.0	573.0
SAMEA2466974	Lost_mOTUs	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466974	Lost_abundance	gtdb207	refMet4	0.0	0.0	1.1102230246251563e-16	0.0	-2.220446049250313e-16
SAMEA2466974	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466975	Kept_abundance	gtdb207	refMet4	1.0	1.0	1.0	1.0	0.9999999999999998
SAMEA2466975	Kept_mOTUs	gtdb207	refMet4	202.0	197.0	173.0	101.0	497.0
SAMEA2466975	Raw_mOTUs	gtdb207	refMet4	202.0	197.0	173.0	101.0	497.0
SAMEA2466975	Lost_mOTUs	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466975	Lost_abundance	gtdb207	refMet4	0.0	0.0	0.0	1.1102230246251563e-16	2.220446049250313e-16
SAMEA2466975	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466976	Kept_abundance	gtdb207	refMet4	1.0000000000000002	1.0	1.0	1.0000000000000002	1.0
SAMEA2466976	Kept_mOTUs	gtdb207	refMet4	265.0	268.0	240.0	117.0	609.0
SAMEA2466976	Raw_mOTUs	gtdb207	refMet4	265.0	268.0	240.0	117.0	609.0
SAMEA2466976	Lost_mOTUs	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466976	Lost_abundance	gtdb207	refMet4	-2.220446049250313e-16	0.0	1.1102230246251563e-16	-2.220446049250313e-16	0.0
SAMEA2466976	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466977	Kept_abundance	gtdb207	refMet4	0.9999999999999998	1.0	1.0	1.0	0.9999999999999998
SAMEA2466977	Kept_mOTUs	gtdb207	refMet4	249.0	253.0	217.0	106.0	547.0
SAMEA2466977	Raw_mOTUs	gtdb207	refMet4	249.0	253.0	217.0	106.0	547.0
SAMEA2466977	Lost_mOTUs	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466977	Lost_abundance	gtdb207	refMet4	2.220446049250313e-16	1.1102230246251563e-16	0.0	1.1102230246251563e-16	2.220446049250313e-16
SAMEA2466977	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466979	Kept_abundance	gtdb207	refMet4	1.0	0.9997030663442568	1.0000000000000004	1.0	1.0
SAMEA2466979	Kept_mOTUs	gtdb207	refMet4	239.0	250.0	193.0	106.0	534.0
SAMEA2466979	Raw_mOTUs	gtdb207	refMet4	239.0	251.0	193.0	106.0	534.0
SAMEA2466979	Lost_mOTUs	gtdb207	refMet4	0.0	1.0	0.0	0.0	0.0
SAMEA2466979	Lost_abundance	gtdb207	refMet4	0.0	0.0002969336557431	-4.440892098500626e-16	0.0	0.0
SAMEA2466979	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0039840637450199	0.0	0.0	0.0
SAMEA2466980	Kept_abundance	gtdb207	refMet4	1.0	1.0	1.0	1.0	1.0
SAMEA2466980	Kept_mOTUs	gtdb207	refMet4	150.0	135.0	119.0	76.0	477.0
SAMEA2466980	Raw_mOTUs	gtdb207	refMet4	150.0	135.0	119.0	76.0	477.0
SAMEA2466980	Lost_mOTUs	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466980	Lost_abundance	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466980	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466981	Kept_abundance	gtdb207	refMet4	1.0	1.0	1.0	1.0	1.0000000000000002
SAMEA2466981	Kept_mOTUs	gtdb207	refMet4	148.0	145.0	119.0	75.0	488.0
SAMEA2466981	Raw_mOTUs	gtdb207	refMet4	148.0	145.0	119.0	75.0	488.0
SAMEA2466981	Lost_mOTUs	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466981	Lost_abundance	gtdb207	refMet4	0.0	0.0	0.0	0.0	-2.220446049250313e-16
SAMEA2466981	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466983	Kept_abundance	gtdb207	refMet4	1.0	0.9992891113792918	1.0	1.0	0.9999999999999998
SAMEA2466983	Kept_mOTUs	gtdb207	refMet4	233.0	243.0	208.0	94.0	525.0
SAMEA2466983	Raw_mOTUs	gtdb207	refMet4	233.0	244.0	208.0	94.0	525.0
SAMEA2466983	Lost_mOTUs	gtdb207	refMet4	0.0	1.0	0.0	0.0	0.0
SAMEA2466983	Lost_abundance	gtdb207	refMet4	0.0	0.0007108886207082	0.0	0.0	2.220446049250313e-16
SAMEA2466983	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0040983606557377	0.0	0.0	0.0
SAMEA2466984	Kept_abundance	gtdb207	refMet4	1.0	0.999818242865656	1.0	0.9999999999999998	0.9999999999999996
SAMEA2466984	Kept_mOTUs	gtdb207	refMet4	333.0	329.0	285.0	149.0	585.0
SAMEA2466984	Raw_mOTUs	gtdb207	refMet4	333.0	330.0	285.0	149.0	585.0
SAMEA2466984	Lost_mOTUs	gtdb207	refMet4	0.0	1.0	0.0	0.0	0.0
SAMEA2466984	Lost_abundance	gtdb207	refMet4	0.0	0.000181757134344	0.0	2.220446049250313e-16	3.3306690738754696e-16
SAMEA2466984	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.003030303030303	0.0	0.0	0.0
SAMEA2466986	Kept_abundance	gtdb207	refMet4	1.0	1.0	1.0	1.0	1.0
SAMEA2466986	Kept_mOTUs	gtdb207	refMet4	290.0	284.0	243.0	124.0	642.0
SAMEA2466986	Raw_mOTUs	gtdb207	refMet4	290.0	284.0	243.0	124.0	642.0
SAMEA2466986	Lost_mOTUs	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466986	Lost_abundance	gtdb207	refMet4	0.0	0.0	0.0	1.1102230246251563e-16	0.0
SAMEA2466986	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466987	Kept_abundance	gtdb207	refMet4	1.0	0.9951101664119906	1.0	1.0	1.0
SAMEA2466987	Kept_mOTUs	gtdb207	refMet4	128.0	121.0	103.0	60.0	370.0
SAMEA2466987	Raw_mOTUs	gtdb207	refMet4	128.0	122.0	103.0	60.0	370.0
SAMEA2466987	Lost_mOTUs	gtdb207	refMet4	0.0	1.0	0.0	0.0	0.0
SAMEA2466987	Lost_abundance	gtdb207	refMet4	1.1102230246251563e-16	0.0048898335880094	0.0	0.0	1.1102230246251563e-16
SAMEA2466987	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0081967213114754	0.0	0.0	0.0
SAMEA2466988	Kept_abundance	gtdb207	refMet4	1.0	1.0000000000000002	1.0000000000000002	0.9999999999999998	1.0
SAMEA2466988	Kept_mOTUs	gtdb207	refMet4	302.0	298.0	253.0	111.0	653.0
SAMEA2466988	Raw_mOTUs	gtdb207	refMet4	302.0	298.0	253.0	111.0	653.0
SAMEA2466988	Lost_mOTUs	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466988	Lost_abundance	gtdb207	refMet4	0.0	-2.220446049250313e-16	-2.220446049250313e-16	2.220446049250313e-16	0.0
SAMEA2466988	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466989	Kept_abundance	gtdb207	refMet4	1.0	1.0	1.0	1.0000000000000002	1.0000000000000002
SAMEA2466989	Kept_mOTUs	gtdb207	refMet4	227.0	203.0	182.0	84.0	541.0
SAMEA2466989	Raw_mOTUs	gtdb207	refMet4	227.0	203.0	182.0	84.0	541.0
SAMEA2466989	Lost_mOTUs	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466989	Lost_abundance	gtdb207	refMet4	0.0	0.0	0.0	-2.220446049250313e-16	-2.220446049250313e-16
SAMEA2466989	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466991	Kept_abundance	gtdb207	refMet4	1.0	0.9995969681219627	1.0	1.0	1.0
SAMEA2466991	Kept_mOTUs	gtdb207	refMet4	244.0	247.0	214.0	110.0	543.0
SAMEA2466991	Raw_mOTUs	gtdb207	refMet4	244.0	248.0	214.0	110.0	543.0
SAMEA2466991	Lost_mOTUs	gtdb207	refMet4	0.0	1.0	0.0	0.0	0.0
SAMEA2466991	Lost_abundance	gtdb207	refMet4	0.0	0.0004030318780372	1.1102230246251563e-16	0.0	0.0
SAMEA2466991	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0040322580645161	0.0	0.0	0.0
SAMEA2466992	Kept_abundance	gtdb207	refMet4	1.0	1.0	1.0	0.9999999999999998	0.9999999999999998
SAMEA2466992	Kept_mOTUs	gtdb207	refMet4	267.0	257.0	227.0	111.0	549.0
SAMEA2466992	Raw_mOTUs	gtdb207	refMet4	267.0	257.0	227.0	111.0	549.0
SAMEA2466992	Lost_mOTUs	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466992	Lost_abundance	gtdb207	refMet4	0.0	0.0	0.0	2.220446049250313e-16	2.220446049250313e-16
SAMEA2466992	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466993	Kept_abundance	gtdb207	refMet4	1.0	1.0	1.0	1.0	0.9999999999999998
SAMEA2466993	Kept_mOTUs	gtdb207	refMet4	291.0	281.0	251.0	111.0	617.0
SAMEA2466993	Raw_mOTUs	gtdb207	refMet4	291.0	281.0	251.0	111.0	617.0
SAMEA2466993	Lost_mOTUs	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466993	Lost_abundance	gtdb207	refMet4	0.0	0.0	0.0	0.0	2.220446049250313e-16
SAMEA2466993	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466995	Kept_abundance	gtdb207	refMet4	1.0	0.9995209302899788	1.0	1.0	1.0
SAMEA2466995	Kept_mOTUs	gtdb207	refMet4	259.0	253.0	215.0	114.0	563.0
SAMEA2466995	Raw_mOTUs	gtdb207	refMet4	259.0	254.0	215.0	114.0	563.0
SAMEA2466995	Lost_mOTUs	gtdb207	refMet4	0.0	1.0	0.0	0.0	0.0
SAMEA2466995	Lost_abundance	gtdb207	refMet4	0.0	0.0004790697100212	0.0	0.0	0.0
SAMEA2466995	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0039370078740157	0.0	0.0	0.0
SAMEA2466996	Kept_abundance	gtdb207	refMet4	1.0	0.998875412066258	1.0	1.0	1.0000000000000002
SAMEA2466996	Kept_mOTUs	gtdb207	refMet4	317.0	298.0	276.0	132.0	659.0
SAMEA2466996	Raw_mOTUs	gtdb207	refMet4	317.0	300.0	276.0	132.0	659.0
SAMEA2466996	Lost_mOTUs	gtdb207	refMet4	0.0	2.0	0.0	0.0	0.0
SAMEA2466996	Lost_abundance	gtdb207	refMet4	1.1102230246251563e-16	0.001124587933742	0.0	1.1102230246251563e-16	-2.220446049250313e-16
SAMEA2466996	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0066666666666666	0.0	0.0	0.0
SAMEA2466997	Kept_abundance	gtdb207	refMet4	1.0	1.0	0.9999999999999996	1.0	1.0
SAMEA2466997	Kept_mOTUs	gtdb207	refMet4	165.0	165.0	150.0	73.0	514.0
SAMEA2466997	Raw_mOTUs	gtdb207	refMet4	165.0	165.0	150.0	73.0	514.0
SAMEA2466997	Lost_mOTUs	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466997	Lost_abundance	gtdb207	refMet4	0.0	0.0	3.3306690738754696e-16	0.0	0.0
SAMEA2466997	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466998	Kept_abundance	gtdb207	refMet4	1.0	0.9996360815821544	1.0	1.0	1.0
SAMEA2466998	Kept_mOTUs	gtdb207	refMet4	118.0	121.0	104.0	71.0	419.0
SAMEA2466998	Raw_mOTUs	gtdb207	refMet4	118.0	122.0	104.0	71.0	419.0
SAMEA2466998	Lost_mOTUs	gtdb207	refMet4	0.0	1.0	0.0	0.0	0.0
SAMEA2466998	Lost_abundance	gtdb207	refMet4	0.0	0.0003639184178456	0.0	0.0	0.0
SAMEA2466998	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0081967213114754	0.0	0.0	0.0
SAMEA2466999	Kept_abundance	gtdb207	refMet4	1.0	1.0	0.9999999999999998	1.0	1.0
SAMEA2466999	Kept_mOTUs	gtdb207	refMet4	150.0	162.0	134.0	78.0	537.0
SAMEA2466999	Raw_mOTUs	gtdb207	refMet4	150.0	162.0	134.0	78.0	537.0
SAMEA2466999	Lost_mOTUs	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2466999	Lost_abundance	gtdb207	refMet4	0.0	0.0	2.220446049250313e-16	0.0	0.0
SAMEA2466999	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2467001	Kept_abundance	gtdb207	refMet4	1.0	1.0	1.0	1.0	1.0
SAMEA2467001	Kept_mOTUs	gtdb207	refMet4	103.0	102.0	88.0	61.0	412.0
SAMEA2467001	Raw_mOTUs	gtdb207	refMet4	103.0	102.0	88.0	61.0	412.0
SAMEA2467001	Lost_mOTUs	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2467001	Lost_abundance	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2467001	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2467002	Kept_abundance	gtdb207	refMet4	1.0	1.0	1.0	0.9999999999999998	1.0
SAMEA2467002	Kept_mOTUs	gtdb207	refMet4	158.0	150.0	126.0	57.0	491.0
SAMEA2467002	Raw_mOTUs	gtdb207	refMet4	158.0	150.0	126.0	57.0	491.0
SAMEA2467002	Lost_mOTUs	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2467002	Lost_abundance	gtdb207	refMet4	0.0	1.1102230246251563e-16	0.0	2.220446049250313e-16	0.0
SAMEA2467002	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2467003	Kept_abundance	gtdb207	refMet4	1.0	0.9999999999999998	1.0	1.0	1.0
SAMEA2467003	Kept_mOTUs	gtdb207	refMet4	177.0	178.0	153.0	95.0	491.0
SAMEA2467003	Raw_mOTUs	gtdb207	refMet4	177.0	178.0	153.0	95.0	491.0
SAMEA2467003	Lost_mOTUs	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2467003	Lost_abundance	gtdb207	refMet4	0.0	2.220446049250313e-16	0.0	0.0	0.0
SAMEA2467003	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2467004	Kept_abundance	gtdb207	refMet4	1.0	0.9999999999999998	1.0000000000000002	1.0	1.0
SAMEA2467004	Kept_mOTUs	gtdb207	refMet4	215.0	190.0	178.0	98.0	517.0
SAMEA2467004	Raw_mOTUs	gtdb207	refMet4	215.0	190.0	178.0	98.0	517.0
SAMEA2467004	Lost_mOTUs	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2467004	Lost_abundance	gtdb207	refMet4	1.1102230246251563e-16	2.220446049250313e-16	-2.220446049250313e-16	0.0	0.0
SAMEA2467004	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2467006	Kept_abundance	gtdb207	refMet4	1.0	0.9993998439108364	1.0	1.0	1.0
SAMEA2467006	Kept_mOTUs	gtdb207	refMet4	334.0	328.0	300.0	135.0	569.0
SAMEA2467006	Raw_mOTUs	gtdb207	refMet4	334.0	330.0	300.0	135.0	569.0
SAMEA2467006	Lost_mOTUs	gtdb207	refMet4	0.0	2.0	0.0	0.0	0.0
SAMEA2467006	Lost_abundance	gtdb207	refMet4	1.1102230246251563e-16	0.0006001560891635	0.0	0.0	0.0
SAMEA2467006	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.006060606060606	0.0	0.0	0.0
SAMEA2467008	Kept_abundance	gtdb207	refMet4	1.0	0.999160032056529	1.0	1.0	1.0
SAMEA2467008	Kept_mOTUs	gtdb207	refMet4	220.0	205.0	181.0	102.0	511.0
SAMEA2467008	Raw_mOTUs	gtdb207	refMet4	220.0	206.0	181.0	102.0	511.0
SAMEA2467008	Lost_mOTUs	gtdb207	refMet4	0.0	1.0	0.0	0.0	0.0
SAMEA2467008	Lost_abundance	gtdb207	refMet4	0.0	0.0008399679434709	0.0	0.0	0.0
SAMEA2467008	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0048543689320388	0.0	0.0	0.0
SAMEA2467009	Kept_abundance	gtdb207	refMet4	1.0	1.0	1.0	1.0	1.0000000000000002
SAMEA2467009	Kept_mOTUs	gtdb207	refMet4	58.0	60.0	53.0	40.0	274.0
SAMEA2467009	Raw_mOTUs	gtdb207	refMet4	58.0	60.0	53.0	40.0	274.0
SAMEA2467009	Lost_mOTUs	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2467009	Lost_abundance	gtdb207	refMet4	0.0	0.0	0.0	0.0	-2.220446049250313e-16
SAMEA2467009	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2467010	Kept_abundance	gtdb207	refMet4	0.9999999999999998	1.0	1.0	1.0000000000000002	1.0
SAMEA2467010	Kept_mOTUs	gtdb207	refMet4	195.0	199.0	168.0	92.0	387.0
SAMEA2467010	Raw_mOTUs	gtdb207	refMet4	195.0	199.0	168.0	92.0	387.0
SAMEA2467010	Lost_mOTUs	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2467010	Lost_abundance	gtdb207	refMet4	2.220446049250313e-16	0.0	0.0	-2.220446049250313e-16	0.0
SAMEA2467010	Lost_mOTUs_frac	gtdb207	refMet4	0.0	0.0	0.0	0.0	0.0
SAMEA2467011	Kept_abundance	gtdb207	refMet4	1.0	1.0	1.0	1.0	1.0
SAMEA2467011	Kept_mOTUs	gtdb207	refMet4	114.0	119.0	93.0	65.0	471.0
SAMEA2467011	Raw_mOTUs	gtdb207	refMet4	114.0	119.0	93.0	65.0	471.0
