sample	stat	space	simu	reference	motus3	metaphlan4	metaphlan3	kraken2
SAMEA3136764	Raw_mOTUs	uhgg	refKrak	482.0	439.0	373.0	146.0	781.0
SAMEA3136764	Lost_mOTUs	uhgg	refKrak	0.0	0.0	0.0	0.0	118.0
SAMEA3136764	Lost_abundance	uhgg	refKrak	0.0	0.0	0.0	1.1102230246251563e-16	0.0438578471651601
SAMEA3136764	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0	0.0	0.0	0.1510883482714468
SAMEA2467023	Kept_abundance	uhgg	refKrak	1.0	0.9998729739886504	1.0	1.0	0.9521846661170652
SAMEA2467023	Kept_mOTUs	uhgg	refKrak	423.0	383.0	338.0	152.0	489.0
SAMEA2467023	Raw_mOTUs	uhgg	refKrak	423.0	384.0	338.0	152.0	560.0
SAMEA2467023	Lost_mOTUs	uhgg	refKrak	0.0	1.0	0.0	0.0	71.0
SAMEA2467023	Lost_abundance	uhgg	refKrak	0.0	0.0001270260113497	0.0	0.0	0.0478153338829347
SAMEA2467023	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0026041666666666	0.0	0.0	0.1267857142857142
SAMEA3136672	Kept_abundance	uhgg	refKrak	1.0	0.9999999999999998	1.0	1.0	0.96147507210548
SAMEA3136672	Kept_mOTUs	uhgg	refKrak	442.0	416.0	351.0	142.0	645.0
SAMEA3136672	Raw_mOTUs	uhgg	refKrak	442.0	416.0	351.0	142.0	749.0
SAMEA3136672	Lost_mOTUs	uhgg	refKrak	0.0	0.0	0.0	0.0	104.0
SAMEA3136672	Lost_abundance	uhgg	refKrak	1.1102230246251563e-16	2.220446049250313e-16	0.0	0.0	0.03852492789452
SAMEA3136672	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0	0.0	0.0	0.1388518024032042
SAMEA3136631	Kept_abundance	uhgg	refKrak	1.0	1.0	1.0	1.0	0.959452505917464
SAMEA3136631	Kept_mOTUs	uhgg	refKrak	407.0	384.0	347.0	143.0	482.0
SAMEA3136631	Raw_mOTUs	uhgg	refKrak	407.0	384.0	347.0	143.0	556.0
SAMEA3136631	Lost_mOTUs	uhgg	refKrak	0.0	0.0	0.0	0.0	74.0
SAMEA3136631	Lost_abundance	uhgg	refKrak	0.0	0.0	0.0	0.0	0.0405474940825361
SAMEA3136631	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0	0.0	0.0	0.1330935251798561
SAMEA2466915	Kept_abundance	uhgg	refKrak	1.0	1.0	1.0	1.0	0.8914344685242516
SAMEA2466915	Kept_mOTUs	uhgg	refKrak	355.0	358.0	296.0	124.0	428.0
SAMEA2466915	Raw_mOTUs	uhgg	refKrak	355.0	358.0	296.0	124.0	520.0
SAMEA2466915	Lost_mOTUs	uhgg	refKrak	0.0	0.0	0.0	0.0	92.0
SAMEA2466915	Lost_abundance	uhgg	refKrak	0.0	0.0	1.1102230246251563e-16	1.1102230246251563e-16	0.1085655314757484
SAMEA2466915	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0	0.0	0.0	0.1769230769230769
SAMEA2466996	Kept_abundance	uhgg	refKrak	1.0	0.9997968128148528	1.0	1.0	0.9716326741898744
SAMEA2466996	Kept_mOTUs	uhgg	refKrak	638.0	581.0	522.0	215.0	688.0
SAMEA2466996	Raw_mOTUs	uhgg	refKrak	638.0	582.0	522.0	215.0	782.0
SAMEA2466996	Lost_mOTUs	uhgg	refKrak	0.0	1.0	0.0	0.0	94.0
SAMEA2466996	Lost_abundance	uhgg	refKrak	0.0	0.0002031871851473	0.0	1.1102230246251563e-16	0.0283673258101254
SAMEA2466996	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0017182130584192	0.0	0.0	0.1202046035805626
SAMEA2466913	Kept_abundance	uhgg	refKrak	1.0	0.9997596510841892	1.0	1.0	0.9559909725071808
SAMEA2466913	Kept_mOTUs	uhgg	refKrak	749.0	617.0	503.0	195.0	707.0
SAMEA2466913	Raw_mOTUs	uhgg	refKrak	749.0	618.0	503.0	195.0	817.0
SAMEA2466913	Lost_mOTUs	uhgg	refKrak	0.0	1.0	0.0	0.0	110.0
SAMEA2466913	Lost_abundance	uhgg	refKrak	0.0	0.0002403489158108	0.0	0.0	0.0440090274928191
SAMEA2466913	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0016181229773462	0.0	0.0	0.1346389228886169
SAMEA2466940	Kept_abundance	uhgg	refKrak	1.0	1.0000000000000002	1.0	1.0	0.9637300360638849
SAMEA2466940	Kept_mOTUs	uhgg	refKrak	786.0	663.0	543.0	212.0	886.0
SAMEA2466940	Raw_mOTUs	uhgg	refKrak	786.0	663.0	543.0	212.0	1022.0
SAMEA2466940	Lost_mOTUs	uhgg	refKrak	0.0	0.0	0.0	0.0	136.0
SAMEA2466940	Lost_abundance	uhgg	refKrak	0.0	-2.220446049250313e-16	0.0	1.1102230246251563e-16	0.0362699639361152
SAMEA2466940	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0	0.0	0.0	0.1330724070450097
SAMEA3136694	Kept_abundance	uhgg	refKrak	1.0	1.0000000000000002	1.0	1.0	0.966901846856194
SAMEA3136694	Kept_mOTUs	uhgg	refKrak	581.0	552.0	482.0	165.0	658.0
SAMEA3136694	Raw_mOTUs	uhgg	refKrak	581.0	552.0	482.0	165.0	763.0
SAMEA3136694	Lost_mOTUs	uhgg	refKrak	0.0	0.0	0.0	0.0	105.0
SAMEA3136694	Lost_abundance	uhgg	refKrak	0.0	-2.220446049250313e-16	0.0	0.0	0.0330981531438059
SAMEA3136694	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0	0.0	0.0	0.1376146788990825
SAMEA2466903	Kept_abundance	uhgg	refKrak	1.0	1.0	1.0	0.9999999999999998	0.9715879739642522
SAMEA2466903	Kept_mOTUs	uhgg	refKrak	709.0	614.0	561.0	192.0	689.0
SAMEA2466903	Raw_mOTUs	uhgg	refKrak	709.0	614.0	561.0	192.0	788.0
SAMEA2466903	Lost_mOTUs	uhgg	refKrak	0.0	0.0	0.0	0.0	99.0
SAMEA2466903	Lost_abundance	uhgg	refKrak	0.0	0.0	0.0	2.220446049250313e-16	0.0284120260357477
SAMEA2466903	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0	0.0	0.0	0.1256345177664974
SAMEA3136650	Kept_abundance	uhgg	refKrak	1.0	1.0	0.9999999999999998	0.9999999999999998	0.95573954819585
SAMEA3136650	Kept_mOTUs	uhgg	refKrak	288.0	271.0	231.0	93.0	367.0
SAMEA3136650	Raw_mOTUs	uhgg	refKrak	288.0	271.0	231.0	93.0	429.0
SAMEA3136650	Lost_mOTUs	uhgg	refKrak	0.0	0.0	0.0	0.0	62.0
SAMEA3136650	Lost_abundance	uhgg	refKrak	0.0	0.0	2.220446049250313e-16	2.220446049250313e-16	0.0442604518041499
SAMEA3136650	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0	0.0	0.0	0.1445221445221445
SAMEA3136697	Kept_abundance	uhgg	refKrak	1.0000000000000002	1.0	1.0	1.0	0.9652935118434604
SAMEA3136697	Kept_mOTUs	uhgg	refKrak	518.0	467.0	416.0	160.0	571.0
SAMEA3136697	Raw_mOTUs	uhgg	refKrak	518.0	467.0	416.0	160.0	660.0
SAMEA3136697	Lost_mOTUs	uhgg	refKrak	0.0	0.0	0.0	0.0	89.0
SAMEA3136697	Lost_abundance	uhgg	refKrak	-2.220446049250313e-16	1.1102230246251563e-16	0.0	1.1102230246251563e-16	0.0347064881565396
SAMEA3136697	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0	0.0	0.0	0.1348484848484848
SAMEA2466898	Kept_abundance	uhgg	refKrak	1.0	1.0	0.9999999999999998	1.0000000000000002	0.9595980524189373
SAMEA2466898	Kept_mOTUs	uhgg	refKrak	509.0	503.0	435.0	159.0	624.0
SAMEA2466898	Raw_mOTUs	uhgg	refKrak	509.0	503.0	435.0	159.0	725.0
SAMEA2466898	Lost_mOTUs	uhgg	refKrak	0.0	0.0	0.0	0.0	101.0
SAMEA2466898	Lost_abundance	uhgg	refKrak	0.0	0.0	2.220446049250313e-16	-2.220446049250313e-16	0.0404019475810628
SAMEA2466898	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0	0.0	0.0	0.1393103448275862
SAMEA3136678	Kept_abundance	uhgg	refKrak	1.0	1.0000000000000002	1.0	1.0000000000000002	0.9253468627044936
SAMEA3136678	Kept_mOTUs	uhgg	refKrak	371.0	332.0	289.0	129.0	506.0
SAMEA3136678	Raw_mOTUs	uhgg	refKrak	371.0	332.0	289.0	129.0	595.0
SAMEA3136678	Lost_mOTUs	uhgg	refKrak	0.0	0.0	0.0	0.0	89.0
SAMEA3136678	Lost_abundance	uhgg	refKrak	0.0	-2.220446049250313e-16	0.0	-2.220446049250313e-16	0.0746531372955064
SAMEA3136678	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0	0.0	0.0	0.1495798319327731
SAMEA3136642	Kept_abundance	uhgg	refKrak	1.0	1.0	1.0	1.0	0.9583246509689516
SAMEA3136642	Kept_mOTUs	uhgg	refKrak	694.0	649.0	557.0	170.0	684.0
SAMEA3136642	Raw_mOTUs	uhgg	refKrak	694.0	649.0	557.0	170.0	809.0
SAMEA3136642	Lost_mOTUs	uhgg	refKrak	0.0	0.0	0.0	0.0	125.0
SAMEA3136642	Lost_abundance	uhgg	refKrak	0.0	1.1102230246251563e-16	0.0	0.0	0.0416753490310483
SAMEA3136642	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0	0.0	0.0	0.1545117428924598
SAMEA2467036	Kept_abundance	uhgg	refKrak	1.0	1.0	1.0	1.0	0.969038003520762
SAMEA2467036	Kept_mOTUs	uhgg	refKrak	725.0	654.0	571.0	212.0	727.0
SAMEA2467036	Raw_mOTUs	uhgg	refKrak	725.0	654.0	571.0	212.0	829.0
SAMEA2467036	Lost_mOTUs	uhgg	refKrak	0.0	0.0	0.0	0.0	102.0
SAMEA2467036	Lost_abundance	uhgg	refKrak	0.0	0.0	0.0	0.0	0.030961996479238
SAMEA2467036	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0	0.0	0.0	0.1230398069963811
SAMEA3136740	Kept_abundance	uhgg	refKrak	1.0	0.9999284004768	1.0	1.0	0.9535965274906986
SAMEA3136740	Kept_mOTUs	uhgg	refKrak	520.0	450.0	389.0	175.0	581.0
SAMEA3136740	Raw_mOTUs	uhgg	refKrak	520.0	451.0	389.0	175.0	672.0
SAMEA3136740	Lost_mOTUs	uhgg	refKrak	0.0	1.0	0.0	0.0	91.0
SAMEA3136740	Lost_abundance	uhgg	refKrak	0.0	7.159952319990559e-05	0.0	1.1102230246251563e-16	0.0464034725093014
SAMEA3136740	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0022172949002217	0.0	0.0	0.1354166666666666
SAMEA2466980	Kept_abundance	uhgg	refKrak	1.0	0.9998797035653642	0.9999999999999998	1.0	0.9709607661414892
SAMEA2466980	Kept_mOTUs	uhgg	refKrak	435.0	412.0	379.0	166.0	664.0
SAMEA2466980	Raw_mOTUs	uhgg	refKrak	435.0	413.0	379.0	166.0	772.0
SAMEA2466980	Lost_mOTUs	uhgg	refKrak	0.0	1.0	0.0	0.0	108.0
SAMEA2466980	Lost_abundance	uhgg	refKrak	0.0	0.0001202964346358	2.220446049250313e-16	1.1102230246251563e-16	0.0290392338585108
SAMEA2466980	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0024213075060532	0.0	0.0	0.1398963730569948
SAMEA3136748	Kept_abundance	uhgg	refKrak	1.0	1.0	1.0	1.0000000000000002	0.96793545717832
SAMEA3136748	Kept_mOTUs	uhgg	refKrak	387.0	376.0	316.0	139.0	544.0
SAMEA3136748	Raw_mOTUs	uhgg	refKrak	387.0	376.0	316.0	139.0	640.0
SAMEA3136748	Lost_mOTUs	uhgg	refKrak	0.0	0.0	0.0	0.0	96.0
SAMEA3136748	Lost_abundance	uhgg	refKrak	0.0	0.0	0.0	-2.220446049250313e-16	0.0320645428216799
SAMEA3136748	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0	0.0	0.0	0.15
SAMEA3136732	Kept_abundance	uhgg	refKrak	1.0	1.0	1.0	1.0	0.9535821358420344
SAMEA3136732	Kept_mOTUs	uhgg	refKrak	600.0	556.0	501.0	182.0	675.0
SAMEA3136732	Raw_mOTUs	uhgg	refKrak	600.0	556.0	501.0	182.0	785.0
SAMEA3136732	Lost_mOTUs	uhgg	refKrak	0.0	0.0	0.0	0.0	110.0
SAMEA3136732	Lost_abundance	uhgg	refKrak	0.0	0.0	1.1102230246251563e-16	0.0	0.0464178641579656
SAMEA3136732	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0	0.0	0.0	0.1401273885350318
SAMEA3136655	Kept_abundance	uhgg	refKrak	1.0	1.0	1.0	1.0	0.9599587203302372
SAMEA3136655	Kept_mOTUs	uhgg	refKrak	375.0	339.0	282.0	138.0	608.0
SAMEA3136655	Raw_mOTUs	uhgg	refKrak	375.0	339.0	282.0	138.0	717.0
SAMEA3136655	Lost_mOTUs	uhgg	refKrak	0.0	0.0	0.0	0.0	109.0
SAMEA3136655	Lost_abundance	uhgg	refKrak	0.0	0.0	0.0	0.0	0.0400412796697626
SAMEA3136655	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0	0.0	0.0	0.1520223152022315
SAMEA2466904	Kept_abundance	uhgg	refKrak	1.0	1.0	1.0	0.9999999999999998	0.9577377252952144
SAMEA2466904	Kept_mOTUs	uhgg	refKrak	667.0	607.0	546.0	203.0	703.0
SAMEA2466904	Raw_mOTUs	uhgg	refKrak	667.0	607.0	546.0	203.0	820.0
SAMEA2466904	Lost_mOTUs	uhgg	refKrak	0.0	0.0	0.0	0.0	117.0
SAMEA2466904	Lost_abundance	uhgg	refKrak	0.0	0.0	0.0	2.220446049250313e-16	0.0422622747047856
SAMEA2466904	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0	0.0	0.0	0.1426829268292682
SAMEA2467049	Kept_abundance	uhgg	refKrak	1.0	0.9998713225874548	1.0	1.0	0.9579607359440848
SAMEA2467049	Kept_mOTUs	uhgg	refKrak	637.0	556.0	469.0	168.0	626.0
SAMEA2467049	Raw_mOTUs	uhgg	refKrak	637.0	557.0	469.0	168.0	723.0
SAMEA2467049	Lost_mOTUs	uhgg	refKrak	0.0	1.0	0.0	0.0	97.0
SAMEA2467049	Lost_abundance	uhgg	refKrak	0.0	0.0001286774125452	0.0	0.0	0.0420392640559152
SAMEA2467049	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0017953321364452	0.0	0.0	0.1341632088520055
SAMEA2466900	Kept_abundance	uhgg	refKrak	1.0	0.9999999999999998	1.0	1.0	0.9236017781453534
SAMEA2466900	Kept_mOTUs	uhgg	refKrak	520.0	443.0	369.0	145.0	537.0
SAMEA2466900	Raw_mOTUs	uhgg	refKrak	520.0	443.0	369.0	145.0	631.0
SAMEA2466900	Lost_mOTUs	uhgg	refKrak	0.0	0.0	0.0	0.0	94.0
SAMEA2466900	Lost_abundance	uhgg	refKrak	1.1102230246251563e-16	2.220446049250313e-16	1.1102230246251563e-16	0.0	0.0763982218546466
SAMEA2466900	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0	0.0	0.0	0.1489698890649762
SAMEA2466936	Kept_abundance	uhgg	refKrak	1.0	0.9997900111405762	1.0	1.0000000000000002	0.9201107578709876
SAMEA2466936	Kept_mOTUs	uhgg	refKrak	486.0	364.0	292.0	125.0	478.0
SAMEA2466936	Raw_mOTUs	uhgg	refKrak	486.0	365.0	292.0	125.0	555.0
SAMEA2466936	Lost_mOTUs	uhgg	refKrak	0.0	1.0	0.0	0.0	77.0
SAMEA2466936	Lost_abundance	uhgg	refKrak	0.0	0.0002099888594238	0.0	-2.220446049250313e-16	0.0798892421290125
SAMEA2466936	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0027397260273972	0.0	0.0	0.1387387387387387
SAMEA2467016	Kept_abundance	uhgg	refKrak	0.9999999999999998	0.9998852970283088	1.0000000000000002	1.0	0.9544841886988076
SAMEA2467016	Kept_mOTUs	uhgg	refKrak	605.0	536.0	474.0	209.0	641.0
SAMEA2467016	Raw_mOTUs	uhgg	refKrak	605.0	537.0	474.0	209.0	745.0
SAMEA2467016	Lost_mOTUs	uhgg	refKrak	0.0	1.0	0.0	0.0	104.0
SAMEA2467016	Lost_abundance	uhgg	refKrak	2.220446049250313e-16	0.0001147029716912	-2.220446049250313e-16	0.0	0.0455158113011923
SAMEA2467016	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0018621973929236	0.0	0.0	0.1395973154362416
SAMEA2466943	Kept_abundance	uhgg	refKrak	1.0	1.0000000000000002	1.0000000000000002	1.0	0.9595028482651478
SAMEA2466943	Kept_mOTUs	uhgg	refKrak	445.0	442.0	382.0	161.0	558.0
SAMEA2466943	Raw_mOTUs	uhgg	refKrak	445.0	442.0	382.0	161.0	655.0
SAMEA2466943	Lost_mOTUs	uhgg	refKrak	0.0	0.0	0.0	0.0	97.0
SAMEA2466943	Lost_abundance	uhgg	refKrak	1.1102230246251563e-16	-2.220446049250313e-16	-2.220446049250313e-16	0.0	0.0404971517348522
SAMEA2466943	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0	0.0	0.0	0.1480916030534351
SAMEA2466897	Kept_abundance	uhgg	refKrak	1.0	0.9996872091839568	1.0	0.9999999999999998	0.9652477894303928
SAMEA2466897	Kept_mOTUs	uhgg	refKrak	561.0	520.0	459.0	182.0	597.0
SAMEA2466897	Raw_mOTUs	uhgg	refKrak	561.0	521.0	459.0	182.0	688.0
SAMEA2466897	Lost_mOTUs	uhgg	refKrak	0.0	1.0	0.0	0.0	91.0
SAMEA2466897	Lost_abundance	uhgg	refKrak	1.1102230246251563e-16	0.000312790816043	0.0	2.220446049250313e-16	0.034752210569607
SAMEA2466897	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0019193857965451	0.0	0.0	0.1322674418604651
SAMEA3136665	Kept_abundance	uhgg	refKrak	1.0	1.0	1.0	1.0	0.965080346106304
SAMEA3136665	Kept_mOTUs	uhgg	refKrak	322.0	284.0	228.0	139.0	465.0
SAMEA3136665	Raw_mOTUs	uhgg	refKrak	322.0	284.0	228.0	139.0	558.0
SAMEA3136665	Lost_mOTUs	uhgg	refKrak	0.0	0.0	0.0	0.0	93.0
SAMEA3136665	Lost_abundance	uhgg	refKrak	0.0	1.1102230246251563e-16	0.0	0.0	0.034919653893696
SAMEA3136665	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0	0.0	0.0	0.1666666666666666
SAMEA2466950	Kept_abundance	uhgg	refKrak	1.0	0.9999999999999996	1.0	1.0	0.9617486338797814
SAMEA2466950	Kept_mOTUs	uhgg	refKrak	371.0	361.0	318.0	132.0	484.0
SAMEA2466950	Raw_mOTUs	uhgg	refKrak	371.0	361.0	318.0	132.0	546.0
SAMEA2466950	Lost_mOTUs	uhgg	refKrak	0.0	0.0	0.0	0.0	62.0
SAMEA2466950	Lost_abundance	uhgg	refKrak	1.1102230246251563e-16	3.3306690738754696e-16	1.1102230246251563e-16	0.0	0.0382513661202186
SAMEA2466950	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0	0.0	0.0	0.1135531135531135
SAMEA3136648	Kept_abundance	uhgg	refKrak	1.0	1.0	1.0	0.9999999999999998	0.959581303762048
SAMEA3136648	Kept_mOTUs	uhgg	refKrak	544.0	504.0	448.0	167.0	677.0
SAMEA3136648	Raw_mOTUs	uhgg	refKrak	544.0	504.0	448.0	167.0	787.0
SAMEA3136648	Lost_mOTUs	uhgg	refKrak	0.0	0.0	0.0	0.0	110.0
SAMEA3136648	Lost_abundance	uhgg	refKrak	0.0	0.0	0.0	2.220446049250313e-16	0.040418696237952
SAMEA3136648	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0	0.0	0.0	0.1397712833545108
SAMEA3136706	Kept_abundance	uhgg	refKrak	1.0	1.0	1.0	1.0	0.9669626264711956
SAMEA3136706	Kept_mOTUs	uhgg	refKrak	467.0	407.0	347.0	141.0	506.0
SAMEA3136706	Raw_mOTUs	uhgg	refKrak	467.0	407.0	347.0	141.0	580.0
SAMEA3136706	Lost_mOTUs	uhgg	refKrak	0.0	0.0	0.0	0.0	74.0
SAMEA3136706	Lost_abundance	uhgg	refKrak	0.0	0.0	0.0	0.0	0.0330373735288045
SAMEA3136706	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0	0.0	0.0	0.1275862068965517
SAMEA3136646	Kept_abundance	uhgg	refKrak	0.9999999999999998	1.0	1.0	1.0	0.9349179987544116
SAMEA3136646	Kept_mOTUs	uhgg	refKrak	356.0	349.0	301.0	133.0	459.0
SAMEA3136646	Raw_mOTUs	uhgg	refKrak	356.0	349.0	301.0	133.0	535.0
SAMEA3136646	Lost_mOTUs	uhgg	refKrak	0.0	0.0	0.0	0.0	76.0
SAMEA3136646	Lost_abundance	uhgg	refKrak	2.220446049250313e-16	0.0	0.0	0.0	0.0650820012455885
SAMEA3136646	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0	0.0	0.0	0.1420560747663551
SAMEA3136661	Kept_abundance	uhgg	refKrak	1.0	1.0	1.0	1.0	0.9538524927894518
SAMEA3136661	Kept_mOTUs	uhgg	refKrak	288.0	272.0	209.0	102.0	545.0
SAMEA3136661	Raw_mOTUs	uhgg	refKrak	288.0	272.0	209.0	102.0	646.0
SAMEA3136661	Lost_mOTUs	uhgg	refKrak	0.0	0.0	0.0	0.0	101.0
SAMEA3136661	Lost_abundance	uhgg	refKrak	0.0	0.0	0.0	1.1102230246251563e-16	0.0461475072105481
SAMEA3136661	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0	0.0	0.0	0.1563467492260062
SAMEA3136762	Kept_abundance	uhgg	refKrak	1.0	1.0	1.0	1.0	0.9605855855855856
SAMEA3136762	Kept_mOTUs	uhgg	refKrak	462.0	394.0	334.0	137.0	503.0
SAMEA3136762	Raw_mOTUs	uhgg	refKrak	462.0	394.0	334.0	137.0	572.0
SAMEA3136762	Lost_mOTUs	uhgg	refKrak	0.0	0.0	0.0	0.0	69.0
SAMEA3136762	Lost_abundance	uhgg	refKrak	0.0	0.0	0.0	0.0	0.0394144144144142
SAMEA3136762	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0	0.0	0.0	0.1206293706293706
SAMEA3136660	Kept_abundance	uhgg	refKrak	1.0	0.9999999999999998	1.0	1.0	0.92718545751634
SAMEA3136660	Kept_mOTUs	uhgg	refKrak	296.0	290.0	221.0	100.0	663.0
SAMEA3136660	Raw_mOTUs	uhgg	refKrak	296.0	290.0	221.0	100.0	783.0
SAMEA3136660	Lost_mOTUs	uhgg	refKrak	0.0	0.0	0.0	0.0	120.0
SAMEA3136660	Lost_abundance	uhgg	refKrak	0.0	2.220446049250313e-16	0.0	0.0	0.0728145424836599
SAMEA3136660	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0	0.0	0.0	0.1532567049808429
SAMEA3136629	Kept_abundance	uhgg	refKrak	1.0	0.9998892523610518	1.0000000000000002	1.0	0.9573587249016764
SAMEA3136629	Kept_mOTUs	uhgg	refKrak	499.0	482.0	414.0	186.0	718.0
SAMEA3136629	Raw_mOTUs	uhgg	refKrak	499.0	483.0	414.0	186.0	846.0
SAMEA3136629	Lost_mOTUs	uhgg	refKrak	0.0	1.0	0.0	0.0	128.0
SAMEA3136629	Lost_abundance	uhgg	refKrak	0.0	0.0001107476389482	-2.220446049250313e-16	0.0	0.0426412750983234
SAMEA3136629	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0020703933747412	0.0	0.0	0.1513002364066193
SAMEA3136687	Kept_abundance	uhgg	refKrak	1.0	1.0	1.0	1.0	0.9661995053586152
SAMEA3136687	Kept_mOTUs	uhgg	refKrak	432.0	391.0	338.0	122.0	480.0
SAMEA3136687	Raw_mOTUs	uhgg	refKrak	432.0	391.0	338.0	122.0	551.0
SAMEA3136687	Lost_mOTUs	uhgg	refKrak	0.0	0.0	0.0	0.0	71.0
SAMEA3136687	Lost_abundance	uhgg	refKrak	1.1102230246251563e-16	0.0	0.0	0.0	0.0338004946413849
SAMEA3136687	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0	0.0	0.0	0.1288566243194192
SAMEA3136735	Kept_abundance	uhgg	refKrak	1.0	1.0	0.9999999999999998	0.9999999999999998	0.969765528589058
SAMEA3136735	Kept_mOTUs	uhgg	refKrak	334.0	313.0	276.0	120.0	420.0
SAMEA3136735	Raw_mOTUs	uhgg	refKrak	334.0	313.0	276.0	120.0	472.0
SAMEA3136735	Lost_mOTUs	uhgg	refKrak	0.0	0.0	0.0	0.0	52.0
SAMEA3136735	Lost_abundance	uhgg	refKrak	0.0	1.1102230246251563e-16	2.220446049250313e-16	2.220446049250313e-16	0.0302344714109419
SAMEA3136735	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0	0.0	0.0	0.1101694915254237
SAMEA2466937	Kept_abundance	uhgg	refKrak	1.0	0.9999999999999998	1.0	1.0	0.9540111363167666
SAMEA2466937	Kept_mOTUs	uhgg	refKrak	617.0	573.0	487.0	178.0	663.0
SAMEA2466937	Raw_mOTUs	uhgg	refKrak	617.0	573.0	487.0	178.0	776.0
SAMEA2466937	Lost_mOTUs	uhgg	refKrak	0.0	0.0	0.0	0.0	113.0
SAMEA2466937	Lost_abundance	uhgg	refKrak	0.0	2.220446049250313e-16	0.0	0.0	0.0459888636832334
SAMEA2466937	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0	0.0	0.0	0.1456185567010309
SAMEA2466889	Kept_abundance	uhgg	refKrak	1.0	0.9998496021366932	1.0	0.9999999999999998	0.95262232336816
SAMEA2466889	Kept_mOTUs	uhgg	refKrak	953.0	743.0	588.0	211.0	791.0
SAMEA2466889	Raw_mOTUs	uhgg	refKrak	953.0	744.0	588.0	211.0	892.0
SAMEA2466889	Lost_mOTUs	uhgg	refKrak	0.0	1.0	0.0	0.0	101.0
SAMEA2466889	Lost_abundance	uhgg	refKrak	0.0	0.0001503978633068	0.0	2.220446049250313e-16	0.0473776766318401
SAMEA2466889	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0013440860215053	0.0	0.0	0.1132286995515695
SAMEA3136759	Kept_abundance	uhgg	refKrak	1.0	1.0	1.0	1.0	0.9592891093201076
SAMEA3136759	Kept_mOTUs	uhgg	refKrak	636.0	603.0	511.0	189.0	753.0
SAMEA3136759	Raw_mOTUs	uhgg	refKrak	636.0	603.0	511.0	189.0	888.0
SAMEA3136759	Lost_mOTUs	uhgg	refKrak	0.0	0.0	0.0	0.0	135.0
SAMEA3136759	Lost_abundance	uhgg	refKrak	0.0	0.0	0.0	1.1102230246251563e-16	0.0407108906798924
SAMEA3136759	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0	0.0	0.0	0.152027027027027
SAMEA3136763	Kept_abundance	uhgg	refKrak	1.0	0.9997444731354777	0.9999999999999998	1.0	0.9563251464392148
SAMEA3136763	Kept_mOTUs	uhgg	refKrak	632.0	507.0	418.0	207.0	637.0
SAMEA3136763	Raw_mOTUs	uhgg	refKrak	632.0	508.0	418.0	207.0	707.0
SAMEA3136763	Lost_mOTUs	uhgg	refKrak	0.0	1.0	0.0	0.0	70.0
SAMEA3136763	Lost_abundance	uhgg	refKrak	0.0	0.0002555268645224	2.220446049250313e-16	0.0	0.0436748535607851
SAMEA3136763	Lost_mOTUs_frac	uhgg	refKrak	0.0	0.0019685039370078	0.0	0.0	0.099009900990099
SAMEA3136753	Kept_abundance	uhgg	refKrak	1.0	1.0	1.0000000000000002	1.0	0.9513558269509418
