	space	simu	simulation	kraken2 + bracken	metaphlan3	motus3	metaphlan4
SAMEA2467014	gtdb207	refMet4	202	460	89	176	168
SAMEA2467015	gtdb207	refMet4	214	506	98	195	193
SAMEA2467016	gtdb207	refMet4	242	534	108	208	199
SAMEA2467017	gtdb207	refMet4	258	549	121	239	224
SAMEA2467018	gtdb207	refMet4	155	502	77	142	139
SAMEA2467019	gtdb207	refMet4	292	615	113	251	246
SAMEA2467020	gtdb207	refMet4	314	554	125	275	276
SAMEA2467021	gtdb207	refMet4	284	586	113	251	245
SAMEA2467022	gtdb207	refMet4	280	521	111	242	232
SAMEA2467023	gtdb207	refMet4	114	442	61	107	97
SAMEA2467024	gtdb207	refMet4	259	561	89	233	221
SAMEA2467025	gtdb207	refMet4	238	604	100	207	203
SAMEA2467026	gtdb207	refMet4	224	596	110	192	190
SAMEA2467027	gtdb207	refMet4	307	589	112	277	270
SAMEA2467028	gtdb207	refMet4	220	505	100	199	190
SAMEA2467029	gtdb207	refMet4	341	633	117	301	291
SAMEA2467030	gtdb207	refMet4	236	489	96	214	214
SAMEA2467031	gtdb207	refMet4	301	595	111	271	272
SAMEA2467032	gtdb207	refMet4	76	328	41	65	61
SAMEA2467033	gtdb207	refMet4	154	476	90	151	141
SAMEA2467034	gtdb207	refMet4	317	544	122	281	274
SAMEA2467035	gtdb207	refMet4	344	622	133	307	301
SAMEA2467036	gtdb207	refMet4	263	620	120	248	242
SAMEA2467037	gtdb207	refMet4	187	500	81	166	159
SAMEA2467038	gtdb207	refMet4	84	417	50	78	76
SAMEA2467039	gtdb207	refMet4	267	565	99	251	237
SAMEA2467040	gtdb207	refMet4	168	484	77	147	139
SAMEA2467041	gtdb207	refMet4	212	537	91	193	178
SAMEA2467042	gtdb207	refMet4	222	575	107	187	185
SAMEA2467043	gtdb207	refMet4	141	481	66	131	123
SAMEA2467044	gtdb207	refMet4	270	526	99	235	230
SAMEA2467045	gtdb207	refMet4	179	496	84	164	156
SAMEA2467046	gtdb207	refMet4	307	585	123	270	259
SAMEA2467047	gtdb207	refMet4	107	390	54	98	98
SAMEA2467048	gtdb207	refMet4	179	466	92	166	150
SAMEA2467049	gtdb207	refMet4	232	555	87	202	195
SAMEA2467050	gtdb207	refMet4	278	621	108	243	241
SAMEA2467051	gtdb207	refMet4	165	531	76	144	138
SAMEA2467052	gtdb207	refMet4	200	521	72	175	175
SAMEA2467053	gtdb207	refMet4	188	431	77	157	150
SAMEA2467054	gtdb207	refMet4	282	621	117	252	245
SAMEA2467055	gtdb207	refMet4	343	661	122	298	301
SAMEA2467056	gtdb207	refMet4	165	543	79	159	147
SAMEA2467057	gtdb207	refMet4	161	416	67	153	145
SAMEA2467058	gtdb207	refMet4	188	499	74	165	154
SAMEA2467059	gtdb207	refMet4	92	403	54	87	81
SAMEA2467060	gtdb207	refMet4	206	468	84	192	180
SAMEA2467061	gtdb207	refMet4	303	569	110	278	259
SAMEA2467062	gtdb207	refMet4	238	532	96	209	196
SAMEA2467063	gtdb207	refMet4	202	559	95	174	171
SAMEA2467064	gtdb207	refMet4	190	559	95	173	162
SAMEA2467065	gtdb207	refMet4	232	516	96	219	204
SAMEA2467066	gtdb207	refMet4	216	522	94	193	180
SAMEA2467067	gtdb207	refMet4	273	526	122	238	222
SAMEA2467068	gtdb207	refMet4	88	408	54	86	80
SAMEA2467069	gtdb207	refMet4	184	409	68	153	147
SAMEA2467070	gtdb207	refMet4	168	467	78	155	144
SAMEA2467071	gtdb207	refMet4	174	473	80	153	145
SAMEA2467072	gtdb207	refMet4	234	519	92	206	202
SAMEA2467073	gtdb207	refMet4	272	578	116	238	235
SAMEA2467074	gtdb207	refMet4	297	572	96	262	255
SAMEA2467075	gtdb207	refMet4	232	559	86	213	203
SAMEA2467076	gtdb207	refMet4	240	600	117	221	216
SAMEA2467077	gtdb207	refMet4	231	596	89	210	193
SAMEA2467078	gtdb207	refMet4	305	582	118	266	254
SAMEA2467079	gtdb207	refMet4	134	375	60	118	108
SAMEA2467080	gtdb207	refMet4	224	587	87	181	181
SAMEA2467081	gtdb207	refMet4	172	530	78	152	158
SAMEA2467082	gtdb207	refMet4	98	394	44	100	84
SAMEA2467083	gtdb207	refMet4	203	576	84	172	173
SAMEA2467084	gtdb207	refMet4	144	408	75	131	128
SAMEA2467085	gtdb207	refMet4	133	425	61	115	113
SAMEA3136623	gtdb207	refMet4	121	451	53	112	104
SAMEA3136624	gtdb207	refMet4	164	412	83	149	140
SAMEA3136625	gtdb207	refMet4	238	503	97	208	195
SAMEA3136626	gtdb207	refMet4	106	341	50	86	87
SAMEA3136627	gtdb207	refMet4	277	628	122	238	241
SAMEA3136628	gtdb207	refMet4	156	444	71	142	126
SAMEA3136629	gtdb207	refMet4	254	584	115	220	213
SAMEA3136630	gtdb207	refMet4	279	590	99	259	247
SAMEA3136631	gtdb207	refMet4	161	471	70	143	138
SAMEA3136632	gtdb207	refMet4	268	555	103	246	232
SAMEA3136633	gtdb207	refMet4	64	373	40	62	55
SAMEA3136634	gtdb207	refMet4	274	527	99	239	232
SAMEA3136635	gtdb207	refMet4	87	367	48	79	70
SAMEA3136636	gtdb207	refMet4	83	360	44	74	64
SAMEA3136637	gtdb207	refMet4	174	475	77	163	153
SAMEA3136638	gtdb207	refMet4	188	454	87	166	162
SAMEA3136639	gtdb207	refMet4	89	336	51	76	74
SAMEA3136640	gtdb207	refMet4	149	403	64	134	122
SAMEA3136641	gtdb207	refMet4	250	599	99	223	220
SAMEA3136642	gtdb207	refMet4	312	632	105	274	264
SAMEA3136643	gtdb207	refMet4	125	401	68	115	106
SAMEA3136644	gtdb207	refMet4	321	593	128	294	293
SAMEA3136645	gtdb207	refMet4	251	578	103	228	214
SAMEA3136646	gtdb207	refMet4	158	379	82	129	125
SAMEA3136648	gtdb207	refMet4	228	559	99	206	197
SAMEA3136649	gtdb207	refMet4	49	335	29	42	39
SAMEA3136650	gtdb207	refMet4	88	335	38	70	66
SAMEA3136651	gtdb207	refMet4	204	470	90	180	175
SAMEA3136652	gtdb207	refMet4	223	532	87	196	181
SAMEA3136653	gtdb207	refMet4	166	474	89	144	145
SAMEA3136654	gtdb207	refMet4	272	602	119	239	232
SAMEA3136655	gtdb207	refMet4	112	412	65	96	92
SAMEA3136656	gtdb207	refMet4	155	416	85	139	132
SAMEA3136657	gtdb207	refMet4	102	426	50	95	83
SAMEA3136658	gtdb207	refMet4	333	612	128	293	293
SAMEA3136659	gtdb207	refMet4	247	555	95	225	208
SAMEA3136660	gtdb207	refMet4	113	389	62	101	96
SAMEA3136661	gtdb207	refMet4	82	378	44	75	65
SAMEA3136662	gtdb207	refMet4	134	434	62	130	115
SAMEA3136663	gtdb207	refMet4	171	490	87	154	150
SAMEA3136664	gtdb207	refMet4	168	483	79	159	152
SAMEA3136665	gtdb207	refMet4	107	371	64	95	88
SAMEA3136666	gtdb207	refMet4	203	509	87	175	161
SAMEA3136667	gtdb207	refMet4	244	515	98	206	213
SAMEA3136668	gtdb207	refMet4	104	403	58	90	89
SAMEA3136669	gtdb207	refMet4	181	445	86	170	161
SAMEA3136670	gtdb207	refMet4	199	484	76	171	162
SAMEA3136671	gtdb207	refMet4	219	536	90	196	187
SAMEA3136672	gtdb207	refMet4	191	472	82	171	164
SAMEA3136673	gtdb207	refMet4	171	446	66	146	144
SAMEA3136674	gtdb207	refMet4	127	376	53	121	106
SAMEA3136675	gtdb207	refMet4	284	564	108	251	242
SAMEA3136676	gtdb207	refMet4	288	553	109	251	241
SAMEA3136677	gtdb207	refMet4	48	318	19	40	29
SAMEA3136678	gtdb207	refMet4	198	519	84	171	168
SAMEA3136679	gtdb207	refMet4	100	397	52	89	79
SAMEA3136680	gtdb207	refMet4	263	522	124	225	211
SAMEA3136681	gtdb207	refMet4	37	241	19	29	25
SAMEA3136682	gtdb207	refMet4	164	462	72	140	133
SAMEA3136683	gtdb207	refMet4	238	573	88	222	213
SAMEA3136684	gtdb207	refMet4	300	678	122	271	264
SAMEA3136685	gtdb207	refMet4	238	540	90	215	207
SAMEA3136686	gtdb207	refMet4	115	413	55	100	96
SAMEA3136687	gtdb207	refMet4	126	431	57	109	106
SAMEA3136688	gtdb207	refMet4	216	543	92	186	178
SAMEA3136689	gtdb207	refMet4	272	631	113	236	235
SAMEA3136690	gtdb207	refMet4	46	383	23	40	32
SAMEA3136691	gtdb207	refMet4	140	414	56	118	121
SAMEA3136692	gtdb207	refMet4	96	384	49	81	75
SAMEA3136693	gtdb207	refMet4	121	386	56	106	100
SAMEA3136694	gtdb207	refMet4	252	560	103	221	216
SAMEA3136695	gtdb207	refMet4	255	494	100	214	209
SAMEA3136696	gtdb207	refMet4	259	570	93	225	210
SAMEA3136697	gtdb207	refMet4	190	538	88	164	158
SAMEA3136698	gtdb207	refMet4	306	557	107	264	249
SAMEA3136699	gtdb207	refMet4	331	687	115	304	294
SAMEA3136700	gtdb207	refMet4	320	610	113	270	269
SAMEA3136701	gtdb207	refMet4	207	587	88	188	174
SAMEA3136702	gtdb207	refMet4	55	345	34	50	47
SAMEA3136703	gtdb207	refMet4	207	467	94	177	180
SAMEA3136704	gtdb207	refMet4	183	460	89	165	155
SAMEA3136705	gtdb207	refMet4	251	612	97	228	219
SAMEA3136706	gtdb207	refMet4	154	411	75	132	122
SAMEA3136707	gtdb207	refMet4	265	641	90	244	227
SAMEA3136708	gtdb207	refMet4	85	356	44	80	76
SAMEA3136709	gtdb207	refMet4	241	565	103	213	196
SAMEA3136710	gtdb207	refMet4	64	370	33	58	55
SAMEA3136711	gtdb207	refMet4	103	352	49	95	90
SAMEA3136712	gtdb207	refMet4	100	364	45	86	79
SAMEA3136713	gtdb207	refMet4	278	604	110	249	238
SAMEA3136714	gtdb207	refMet4	147	386	62	129	125
SAMEA3136715	gtdb207	refMet4	174	424	72	149	135
SAMEA3136716	gtdb207	refMet4	232	471	102	208	208
SAMEA3136717	gtdb207	refMet4	187	494	86	173	164
SAMEA3136718	gtdb207	refMet4	326	659	122	292	290
SAMEA3136719	gtdb207	refMet4	181	438	71	159	148
SAMEA3136720	gtdb207	refMet4	99	371	49	93	79
SAMEA3136721	gtdb207	refMet4	249	456	94	221	213
SAMEA3136722	gtdb207	refMet4	96	381	45	86	76
SAMEA3136723	gtdb207	refMet4	264	568	107	227	213
SAMEA3136724	gtdb207	refMet4	149	480	79	136	127
SAMEA3136725	gtdb207	refMet4	281	616	113	254	243
SAMEA3136726	gtdb207	refMet4	315	554	123	271	256
SAMEA3136727	gtdb207	refMet4	291	642	125	264	253
SAMEA3136728	gtdb207	refMet4	251	466	91	208	206
SAMEA3136729	gtdb207	refMet4	311	640	114	278	276
SAMEA3136730	gtdb207	refMet4	151	512	84	141	123
SAMEA3136731	gtdb207	refMet4	221	544	84	188	180
SAMEA3136732	gtdb207	refMet4	253	593	94	211	214
SAMEA3136733	gtdb207	refMet4	161	473	84	143	134
SAMEA3136734	gtdb207	refMet4	356	598	157	296	277
SAMEA3136735	gtdb207	refMet4	151	387	63	133	113
SAMEA3136736	gtdb207	refMet4	177	505	75	152	145
SAMEA3136737	gtdb207	refMet4	162	448	77	132	119
SAMEA3136738	gtdb207	refMet4	334	551	123	305	290
SAMEA3136739	gtdb207	refMet4	196	540	98	181	168
SAMEA3136740	gtdb207	refMet4	238	525	105	208	201
SAMEA3136741	gtdb207	refMet4	236	547	104	195	187
SAMEA3136742	gtdb207	refMet4	194	517	96	174	162
SAMEA3136743	gtdb207	refMet4	312	638	113	276	273
SAMEA3136744	gtdb207	refMet4	146	372	66	127	125
SAMEA3136745	gtdb207	refMet4	173	350	73	143	134
SAMEA3136746	gtdb207	refMet4	322	657	127	271	265
SAMEA3136747	gtdb207	refMet4	148	382	62	126	116
SAMEA3136748	gtdb207	refMet4	145	426	78	127	126
SAMEA3136749	gtdb207	refMet4	233	481	90	197	199
SAMEA3136750	gtdb207	refMet4	118	395	47	105	96
SAMEA3136751	gtdb207	refMet4	302	599	103	268	259
SAMEA3136752	gtdb207	refMet4	288	600	117	259	244
SAMEA3136753	gtdb207	refMet4	240	481	93	211	200
SAMEA3136754	gtdb207	refMet4	268	635	94	238	228
SAMEA3136755	gtdb207	refMet4	289	554	113	253	245
SAMEA3136756	gtdb207	refMet4	263	542	91	232	210
SAMEA3136757	gtdb207	refMet4	284	527	116	251	240
SAMEA3136758	gtdb207	refMet4	86	348	47	74	64
SAMEA3136759	gtdb207	refMet4	313	597	116	269	266
SAMEA3136760	gtdb207	refMet4	293	629	118	270	258
SAMEA3136761	gtdb207	refMet4	212	539	115	199	187
SAMEA3136762	gtdb207	refMet4	185	467	79	149	149
SAMEA3136763	gtdb207	refMet4	213	522	114	187	176
SAMEA3136764	gtdb207	refMet4	171	473	70	154	146
SAMEA3136765	gtdb207	refMet4	173	456	92	145	133
SAMEA3136766	gtdb207	refMet4	165	454	72	142	126
SAMEA3136767	gtdb207	refMet4	249	522	90	210	198
SAMEA3136768	gtdb207	refMet4	105	337	54	82	71
SAMEA3136769	gtdb207	refMet4	107	411	50	86	80
SAMEA3178936	gtdb207	refMet4	114	385	61	113	107
SAMEA3178937	gtdb207	refMet4	273	552	102	244	247
SAMEA3178938	gtdb207	refMet4	228	509	111	206	191
SAMEA3178939	gtdb207	refMet4	242	539	107	206	201
SAMEA3178940	gtdb207	refMet4	110	420	64	105	95
SAMEA3178941	gtdb207	refMet4	189	581	89	169	166
SAMEA3178942	gtdb207	refMet4	151	521	74	143	133
SAMEA3178943	gtdb207	refMet4	319	660	127	286	280
SAMEA3178944	gtdb207	refMet4	235	548	89	201	209
SAMEA2466887	uhgg	refKrak	494	557	209	444	430
SAMEA2466888	uhgg	refKrak	455	520	157	407	381
SAMEA2466889	uhgg	refKrak	953	752	237	689	588
SAMEA2466890	uhgg	refKrak	724	652	221	574	521
SAMEA2466891	uhgg	refKrak	472	583	192	411	407
SAMEA2466892	uhgg	refKrak	450	505	187	414	397
SAMEA2466893	uhgg	refKrak	330	460	158	304	298
SAMEA2466894	uhgg	refKrak	390	501	163	352	345
SAMEA2466895	uhgg	refKrak	537	536	170	404	367
SAMEA2466896	uhgg	refKrak	304	392	142	272	263
SAMEA2466897	uhgg	refKrak	561	558	200	479	458
SAMEA2466898	uhgg	refKrak	509	601	173	457	435
SAMEA2466899	uhgg	refKrak	654	654	218	552	519
SAMEA2466900	uhgg	refKrak	520	507	163	417	369
SAMEA2466901	uhgg	refKrak	385	492	173	356	354
SAMEA2466902	uhgg	refKrak	512	536	190	425	410
SAMEA2466903	uhgg	refKrak	709	663	209	565	561
SAMEA2466904	uhgg	refKrak	667	666	241	557	546
SAMEA2466905	uhgg	refKrak	448	537	192	394	389
SAMEA2466906	uhgg	refKrak	431	538	175	393	378
SAMEA2466907	uhgg	refKrak	303	383	137	262	249
SAMEA2466908	uhgg	refKrak	421	508	174	374	356
SAMEA2466910	uhgg	refKrak	748	674	220	601	554
SAMEA2466911	uhgg	refKrak	572	604	205	489	490
SAMEA2466912	uhgg	refKrak	452	480	175	379	368
SAMEA2466913	uhgg	refKrak	749	675	209	568	503
SAMEA2466914	uhgg	refKrak	514	508	206	425	415
SAMEA2466915	uhgg	refKrak	355	398	154	329	296
SAMEA2466916	uhgg	refKrak	453	510	188	379	348
SAMEA2466917	uhgg	refKrak	248	291	102	184	171
SAMEA2466918	uhgg	refKrak	542	556	190	454	431
SAMEA2466921	uhgg	refKrak	473	518	191	402	403
SAMEA2466922	uhgg	refKrak	341	385	109	294	283
SAMEA2466923	uhgg	refKrak	294	549	148	267	251
SAMEA2466924	uhgg	refKrak	495	452	154	365	311
SAMEA2466925	uhgg	refKrak	731	667	214	611	575
SAMEA2466926	uhgg	refKrak	248	389	171	220	215
SAMEA2466927	uhgg	refKrak	771	660	224	557	511
SAMEA2466928	uhgg	refKrak	587	511	154	414	350
SAMEA2466930	uhgg	refKrak	458	564	201	429	415
SAMEA2466931	uhgg	refKrak	709	645	201	555	504
SAMEA2466932	uhgg	refKrak	825	714	227	641	578
SAMEA2466933	uhgg	refKrak	508	556	186	413	372
SAMEA2466934	uhgg	refKrak	563	608	210	491	474
SAMEA2466935	uhgg	refKrak	544	553	194	449	426
SAMEA2466936	uhgg	refKrak	486	463	147	341	291
SAMEA2466937	uhgg	refKrak	617	622	195	512	486
SAMEA2466938	uhgg	refKrak	607	594	236	487	445
SAMEA2466939	uhgg	refKrak	616	609	173	525	505
SAMEA2466940	uhgg	refKrak	786	865	242	615	543
SAMEA2466941	uhgg	refKrak	459	489	198	358	345
SAMEA2466942	uhgg	refKrak	642	668	213	561	546
SAMEA2466943	uhgg	refKrak	445	519	174	399	382
SAMEA2466944	uhgg	refKrak	391	460	178	301	304
SAMEA2466945	uhgg	refKrak	557	607	211	473	462
SAMEA2466946	uhgg	refKrak	824	618	192	526	418
SAMEA2466947	uhgg	refKrak	548	582	184	470	457
SAMEA2466948	uhgg	refKrak	461	534	178	385	388
SAMEA2466949	uhgg	refKrak	492	523	194	417	426
SAMEA2466950	uhgg	refKrak	371	454	151	328	317
SAMEA2466951	uhgg	refKrak	556	594	218	487	485
SAMEA2466952	uhgg	refKrak	429	484	156	376	363
SAMEA2466953	uhgg	refKrak	500	520	188	440	431
SAMEA2466954	uhgg	refKrak	464	492	158	373	360
SAMEA2466955	uhgg	refKrak	947	766	226	669	605
SAMEA2466956	uhgg	refKrak	227	349	114	201	201
SAMEA2466957	uhgg	refKrak	673	582	216	496	446
SAMEA2466958	uhgg	refKrak	447	485	183	375	350
SAMEA2466959	uhgg	refKrak	553	575	207	489	478
SAMEA2466960	uhgg	refKrak	662	638	211	500	465
SAMEA2466961	uhgg	refKrak	477	525	193	424	396
SAMEA2466962	uhgg	refKrak	541	620	195	472	455
SAMEA2466963	uhgg	refKrak	500	574	190	440	420
SAMEA2466964	uhgg	refKrak	716	725	209	604	585
SAMEA2466965	uhgg	refKrak	739	683	219	576	516
SAMEA2466966	uhgg	refKrak	547	537	189	406	369
SAMEA2466967	uhgg	refKrak	451	509	171	390	383
SAMEA2466968	uhgg	refKrak	652	580	192	497	452
SAMEA2466969	uhgg	refKrak	332	418	145	293	287
SAMEA2466970	uhgg	refKrak	597	628	183	471	404
SAMEA2466971	uhgg	refKrak	434	483	175	396	390
SAMEA2466972	uhgg	refKrak	697	687	244	601	564
SAMEA2466973	uhgg	refKrak	497	548	170	445	416
SAMEA2466974	uhgg	refKrak	584	594	224	513	507
SAMEA2466975	uhgg	refKrak	373	481	184	327	326
SAMEA2466976	uhgg	refKrak	521	595	201	474	452
SAMEA2466977	uhgg	refKrak	654	783	210	542	514
SAMEA2466979	uhgg	refKrak	749	653	240	569	530
SAMEA2466980	uhgg	refKrak	435	652	189	377	379
SAMEA2466981	uhgg	refKrak	618	575	191	460	408
SAMEA2466983	uhgg	refKrak	305	435	131	273	274
SAMEA2466984	uhgg	refKrak	832	736	269	687	641
SAMEA2466986	uhgg	refKrak	645	679	235	551	531
SAMEA2466987	uhgg	refKrak	575	440	133	356	280
SAMEA2466988	uhgg	refKrak	646	640	195	547	536
SAMEA2466989	uhgg	refKrak	457	504	167	388	374
SAMEA2466991	uhgg	refKrak	443	517	186	382	375
SAMEA2466992	uhgg	refKrak	674	627	209	534	495
SAMEA2466993	uhgg	refKrak	624	614	195	527	501
SAMEA2466995	uhgg	refKrak	658	620	215	541	519
SAMEA2466996	uhgg	refKrak	638	637	252	543	522
SAMEA2466997	uhgg	refKrak	658	620	182	515	467
SAMEA2466998	uhgg	refKrak	322	382	148	269	263
SAMEA2466999	uhgg	refKrak	468	524	182	379	358
SAMEA2467001	uhgg	refKrak	251	357	133	202	202
SAMEA2467002	uhgg	refKrak	398	453	142	352	329
SAMEA2467003	uhgg	refKrak	635	597	203	492	440
SAMEA2467004	uhgg	refKrak	525	536	201	425	411
SAMEA2467006	uhgg	refKrak	394	476	164	352	355
SAMEA2467008	uhgg	refKrak	460	512	210	399	367
SAMEA2467009	uhgg	refKrak	204	281	83	166	147
SAMEA2467010	uhgg	refKrak	346	382	152	308	296
SAMEA2467011	uhgg	refKrak	431	475	165	352	320
SAMEA2467012	uhgg	refKrak	636	614	199	526	489
SAMEA2467013	uhgg	refKrak	643	589	230	513	489
SAMEA2467014	uhgg	refKrak	566	624	193	474	447
SAMEA2467015	uhgg	refKrak	602	586	212	500	486
SAMEA2467016	uhgg	refKrak	605	600	234	490	474
SAMEA2467017	uhgg	refKrak	627	608	234	501	499
SAMEA2467018	uhgg	refKrak	488	519	187	410	393
SAMEA2467019	uhgg	refKrak	690	677	229	586	575
SAMEA2467020	uhgg	refKrak	586	560	212	507	490
SAMEA2467021	uhgg	refKrak	597	608	207	497	481
SAMEA2467022	uhgg	refKrak	655	628	221	539	538
SAMEA2467023	uhgg	refKrak	423	458	170	356	338
SAMEA2467024	uhgg	refKrak	476	551	166	415	401
SAMEA2467025	uhgg	refKrak	597	626	209	515	492
SAMEA2467026	uhgg	refKrak	677	640	212	522	484
SAMEA2467027	uhgg	refKrak	624	751	196	554	526
SAMEA2467028	uhgg	refKrak	573	576	187	486	459
SAMEA2467029	uhgg	refKrak	631	630	214	541	526
SAMEA2467030	uhgg	refKrak	546	543	189	457	435
SAMEA2467031	uhgg	refKrak	547	556	177	465	457
SAMEA2467032	uhgg	refKrak	299	325	134	233	225
SAMEA2467033	uhgg	refKrak	432	485	188	357	310
SAMEA2467034	uhgg	refKrak	585	574	207	504	489
SAMEA2467035	uhgg	refKrak	770	717	252	628	592
SAMEA2467036	uhgg	refKrak	725	700	239	608	570
SAMEA2467037	uhgg	refKrak	533	535	179	418	394
SAMEA2467038	uhgg	refKrak	401	420	138	287	264
SAMEA2467039	uhgg	refKrak	784	710	213	642	602
SAMEA2467040	uhgg	refKrak	560	563	191	444	416
SAMEA2467041	uhgg	refKrak	500	531	206	411	400
SAMEA2467042	uhgg	refKrak	652	637	233	516	498
SAMEA2467043	uhgg	refKrak	482	503	164	376	342
SAMEA2467044	uhgg	refKrak	600	584	195	508	498
SAMEA2467045	uhgg	refKrak	555	533	189	440	407
SAMEA2467046	uhgg	refKrak	592	621	212	528	511
SAMEA2467047	uhgg	refKrak	401	425	143	332	290
SAMEA2467048	uhgg	refKrak	503	506	200	400	366
SAMEA2467049	uhgg	refKrak	637	596	182	512	469
SAMEA2467050	uhgg	refKrak	655	648	202	543	526
SAMEA2467051	uhgg	refKrak	561	567	176	453	410
SAMEA2467052	uhgg	refKrak	484	506	158	417	397
SAMEA2467053	uhgg	refKrak	481	517	157	399	379
SAMEA2467054	uhgg	refKrak	648	674	212	553	528
SAMEA2467055	uhgg	refKrak	677	674	206	569	552
SAMEA2467056	uhgg	refKrak	522	549	185	445	411
SAMEA2467057	uhgg	refKrak	441	443	155	379	365
SAMEA2467058	uhgg	refKrak	423	483	157	362	351
SAMEA2467059	uhgg	refKrak	439	457	149	316	298
SAMEA2467060	uhgg	refKrak	574	554	175	489	447
SAMEA2467061	uhgg	refKrak	782	723	236	636	600
SAMEA2467062	uhgg	refKrak	579	590	204	481	462
SAMEA2467063	uhgg	refKrak	565	573	195	461	454
SAMEA2467064	uhgg	refKrak	402	527	159	361	340
SAMEA2467065	uhgg	refKrak	597	607	189	499	486
SAMEA2467066	uhgg	refKrak	618	594	210	478	436
SAMEA2467067	uhgg	refKrak	633	604	227	521	490
SAMEA2467068	uhgg	refKrak	494	468	153	311	272
SAMEA2467069	uhgg	refKrak	504	482	154	400	365
SAMEA2467070	uhgg	refKrak	519	542	181	434	400
SAMEA2467071	uhgg	refKrak	676	574	187	470	388
SAMEA2467072	uhgg	refKrak	709	670	204	582	555
SAMEA2467073	uhgg	refKrak	453	559	170	404	394
SAMEA2467074	uhgg	refKrak	656	634	193	554	518
SAMEA2467075	uhgg	refKrak	573	603	181	486	455
SAMEA2467076	uhgg	refKrak	559	585	215	475	457
SAMEA2467077	uhgg	refKrak	610	632	187	503	472
SAMEA2467078	uhgg	refKrak	627	623	213	524	515
SAMEA2467079	uhgg	refKrak	435	423	152	350	315
SAMEA2467080	uhgg	refKrak	655	624	195	551	504
SAMEA2467081	uhgg	refKrak	627	566	169	438	372
SAMEA2467082	uhgg	refKrak	485	453	130	314	257
SAMEA2467083	uhgg	refKrak	805	671	186	565	472
SAMEA2467084	uhgg	refKrak	688	545	172	446	357
SAMEA2467085	uhgg	refKrak	735	525	157	401	314
SAMEA3136623	uhgg	refKrak	298	403	109	264	249
SAMEA3136624	uhgg	refKrak	390	449	170	339	325
SAMEA3136625	uhgg	refKrak	454	688	202	413	367
SAMEA3136626	uhgg	refKrak	352	374	113	301	289
SAMEA3136627	uhgg	refKrak	613	650	215	521	521
SAMEA3136628	uhgg	refKrak	346	678	129	299	258
SAMEA3136629	uhgg	refKrak	499	703	220	435	413
SAMEA3136630	uhgg	refKrak	564	557	149	501	464
SAMEA3136631	uhgg	refKrak	407	459	167	344	346
SAMEA3136632	uhgg	refKrak	617	711	193	521	491
SAMEA3136633	uhgg	refKrak	306	517	123	246	214
SAMEA3136634	uhgg	refKrak	501	520	161	447	428
SAMEA3136635	uhgg	refKrak	320	398	134	268	245
SAMEA3136636	uhgg	refKrak	311	344	130	258	247
SAMEA3136637	uhgg	refKrak	396	677	143	357	312
SAMEA3136638	uhgg	refKrak	503	527	177	433	404
SAMEA3136639	uhgg	refKrak	277	353	123	232	204
SAMEA3136640	uhgg	refKrak	436	467	136	372	357
SAMEA3136641	uhgg	refKrak	626	641	191	508	478
SAMEA3136642	uhgg	refKrak	694	637	185	595	556
SAMEA3136643	uhgg	refKrak	368	599	153	329	290
SAMEA3136644	uhgg	refKrak	678	647	220	568	549
SAMEA3136645	uhgg	refKrak	570	608	182	489	470
SAMEA3136646	uhgg	refKrak	356	441	148	317	300
SAMEA3136647	uhgg	refKrak	214	261	95	182	161
SAMEA3136648	uhgg	refKrak	544	661	183	468	447
SAMEA3136649	uhgg	refKrak	206	309	88	179	172
SAMEA3136650	uhgg	refKrak	288	346	104	252	230
SAMEA3136651	uhgg	refKrak	491	683	165	425	396
SAMEA3136652	uhgg	refKrak	589	760	190	509	466
SAMEA3136653	uhgg	refKrak	415	626	167	364	330
SAMEA3136654	uhgg	refKrak	640	666	218	534	517
SAMEA3136655	uhgg	refKrak	375	585	170	311	281
SAMEA3136656	uhgg	refKrak	445	444	190	364	341
SAMEA3136657	uhgg	refKrak	368	671	134	299	262
SAMEA3136658	uhgg	refKrak	650	739	219	562	528
SAMEA3136659	uhgg	refKrak	639	599	189	532	502
SAMEA3136660	uhgg	refKrak	296	644	113	263	220
SAMEA3136661	uhgg	refKrak	288	543	117	253	208
SAMEA3136662	uhgg	refKrak	360	436	132	317	298
SAMEA3136663	uhgg	refKrak	444	642	157	399	358
SAMEA3136664	uhgg	refKrak	422	618	162	368	336
SAMEA3136665	uhgg	refKrak	322	412	157	250	228
SAMEA3136666	uhgg	refKrak	412	686	168	375	341
SAMEA3136667	uhgg	refKrak	489	548	187	430	408
SAMEA3136668	uhgg	refKrak	278	574	128	243	217
SAMEA3136669	uhgg	refKrak	487	511	184	415	400
SAMEA3136670	uhgg	refKrak	444	628	152	390	370
SAMEA3136671	uhgg	refKrak	482	539	168	425	400
SAMEA3136672	uhgg	refKrak	442	634	166	379	350
SAMEA3136673	uhgg	refKrak	465	623	155	394	370
SAMEA3136674	uhgg	refKrak	400	465	139	349	321
SAMEA3136675	uhgg	refKrak	547	567	186	479	459
SAMEA3136676	uhgg	refKrak	562	720	180	511	456
SAMEA3136677	uhgg	refKrak	235	311	98	200	184
SAMEA3136678	uhgg	refKrak	371	475	150	304	288
SAMEA3136679	uhgg	refKrak	281	370	136	236	233
SAMEA3136680	uhgg	refKrak	554	566	220	447	419
SAMEA3136681	uhgg	refKrak	285	320	95	197	181
