mOTU	msp
ext_mOTU_v3_26748	msp_0117:0.7110337410269879,msp_0151:0.2889662589730122
ext_mOTU_v3_26983	msp_0273
meta_mOTU_v3_12291	msp_1067
ext_mOTU_v3_28727	msp_0052:0.1131109916290893,msp_1718:0.8868890083709107
ext_mOTU_v3_17592	msp_0734:0.0621677535070459,msp_1712:0.937832246492954
ext_mOTU_v3_26482	msp_1887
meta_mOTU_v3_13349	msp_0235
ext_mOTU_v3_17787	msp_0220
meta_mOTU_v3_13248	msp_1528
meta_mOTU_v3_14011	msp_0834
meta_mOTU_v3_12542	msp_0519
ext_mOTU_v3_16225	msp_1845:0.030545382295276167,msp_2028:0.969454617704724
ext_mOTU_v3_26376	msp_0107:0.07993694873783447,msp_0161:0.9200630512621655
ext_mOTU_v3_26258	msp_0016:0.3782642409017796,msp_0043:0.6217357590982204
ref_mOTU_v3_01006	msp_0616
ext_mOTU_v3_26404	msp_0312:0.015543497763931005,msp_0867:0.023571971083438913,msp_1091:0.007695555265475645,msp_1707:0.9531889758871545
ref_mOTU_v3_07820	msp_1571c
ref_mOTU_v3_03497	msp_1018
ext_mOTU_v3_23475	msp_1272
meta_mOTU_v3_14279	msp_1376
meta_mOTU_v3_14152	msp_1023
meta_mOTU_v3_12784	msp_0993
meta_mOTU_v3_14113	msp_1354
ref_mOTU_v3_07661	msp_0668
ref_mOTU_v3_03349	msp_1059c
ext_mOTU_v3_18032	msp_0692
meta_mOTU_v3_12912	msp_1827
ref_mOTU_v3_00301	msp_1543
ext_mOTU_v3_27006	msp_0301:0.46626769924480055,msp_0388:0.028651954207794986,msp_0457:0.4445328206743283,msp_0778:0.060547525873076206
ext_mOTU_v3_17738	msp_1418c:0.13809915535233405,msp_1543:0.8619008446476659
ext_mOTU_v3_26724	msp_0090:0.28655143045392817,msp_0785:0.14752856270964632,msp_1244:0.5531184488486908,msp_1377:0.012801557987734661
meta_mOTU_v3_13242	msp_1016
ext_mOTU_v3_17352	msp_1244:0.35655261583235365,msp_1528:0.6434473841676465
ext_mOTU_v3_33743	msp_1199
ext_mOTU_v3_17944	msp_1929
ext_mOTU_v3_27017	msp_0880
ext_mOTU_v3_26447	msp_0881
ext_mOTU_v3_16361	msp_0467:0.3734655677125955,msp_1013:0.6265344322874046
ref_mOTU_v3_03625	msp_0312
ext_mOTU_v3_16376	msp_1773
ext_mOTU_v3_18132	msp_0031
ext_mOTU_v3_17898	msp_0734
meta_mOTU_v3_14118	msp_0597
ext_mOTU_v3_17860	msp_1819
ref_mOTU_v3_07120	msp_0968c
ext_mOTU_v3_26380	msp_0059
ext_mOTU_v3_17994	msp_0176:0.41976487243549593,msp_0257:0.4255627297895774,msp_0599:0.1546723977749267
ref_mOTU_v3_03677	msp_0106
ext_mOTU_v3_17727	msp_1559c
meta_mOTU_v3_12568	msp_0073
ext_mOTU_v3_16236	msp_0029:0.49385341929269283,msp_0087:0.5061465807073072
ref_mOTU_v3_01657	msp_0019
ref_mOTU_v3_01841	msp_1808
ext_mOTU_v3_17679	msp_0081:0.1397635530390733,msp_0138:0.12432151253475622,msp_0166:0.41088151220086117,msp_0263:0.32503342222530934
ref_mOTU_v3_00289	msp_1418c:0.003337933312102662,msp_1543:0.9966620666878973
ext_mOTU_v3_17881	msp_1292
ref_mOTU_v3_01348	msp_0380
ref_mOTU_v3_03697	msp_0062
ext_mOTU_v3_26321	msp_0125:0.7412240984392477,msp_0292:0.25877590156075214
ext_mOTU_v3_17463	msp_0169:0.41432010241810735,msp_1912:0.5856798975818925
meta_mOTU_v3_13004	msp_1304
ext_mOTU_v3_26849	msp_0524:0.27787307032590053,msp_1437:0.7221269296740995
ext_mOTU_v3_17571	msp_1274
ref_mOTU_v3_03619	msp_0819
ref_mOTU_v3_03682	msp_0089
ref_mOTU_v3_02289	msp_0486:0.5365846896340144,msp_1341:0.46341531036598566
ref_mOTU_v3_04303	msp_0974c
ext_mOTU_v3_26888	msp_1259c
meta_mOTU_v3_13840	msp_1438
ref_mOTU_v3_11576	msp_0446c
meta_mOTU_v3_14243	msp_0051:0.22609636287177706,msp_1640:0.21383418532177859,msp_1827:0.3264343519269228,msp_1857:0.23363509987952158
meta_mOTU_v3_12362	msp_0445
meta_mOTU_v3_12522	msp_0906
meta_mOTU_v3_12227	msp_0281
ref_mOTU_v3_06469	msp_0153
ext_mOTU_v3_17527	msp_1834
meta_mOTU_v3_12746	msp_0371
meta_mOTU_v3_13993	msp_0956
ext_mOTU_v3_18081	msp_0212:0.5377358490566038,msp_0926:0.4622641509433962
ref_mOTU_v3_03695	msp_0585
ext_mOTU_v3_18910	msp_0786
ext_mOTU_v3_23569	msp_1508
meta_mOTU_v3_13623	msp_0292
ext_mOTU_v3_26979	msp_0093:0.5613985005333774,msp_0198:0.29383836410895925,msp_0277:0.14476313535766336
ref_mOTU_v3_05238	msp_0213
meta_mOTU_v3_14287	msp_0396:0.3770298417472633,msp_1009:0.1132523098784555,msp_1051:0.5097178483742812
ref_mOTU_v3_02967	msp_1381
ref_mOTU_v3_06179	msp_0228:0.07995160166841038,msp_0422:0.20048398331589626,msp_1453:0.7195644150156933
ext_mOTU_v3_15381	msp_0015
ref_mOTU_v3_02615	msp_0497
ref_mOTU_v3_01840	msp_1808
meta_mOTU_v3_13139	msp_0618
ref_mOTU_v3_03603	msp_0203
meta_mOTU_v3_12548	msp_0899
meta_mOTU_v3_13295	msp_1356
ext_mOTU_v3_18268	msp_1539
meta_mOTU_v3_13418	msp_0515
ext_mOTU_v3_17287	msp_0256
ext_mOTU_v3_33602	msp_0059:0.027163105958405726,msp_0340:0.16263624365852167,msp_0436:0.6597856702965027,msp_0468:0.1504149800865699
ext_mOTU_v3_17545	msp_0339
ext_mOTU_v3_18253	msp_0935
ext_mOTU_v3_26649	msp_0497:0.46977757654649377,msp_1697:0.5302224234535061
ext_mOTU_v3_26459	msp_0880:0.5307612095933263,msp_1988:0.4692387904066736
ref_mOTU_v3_06399	msp_1300c
ref_mOTU_v3_00068	msp_0030:0.4168075726221538,msp_0108:0.4056354108817662,msp_1352:0.17755701649607997
ext_mOTU_v3_16451	msp_0340:0.37818126621389314,msp_0370:0.3037926594189593,msp_0448:0.10529101471548173,msp_1556:0.21273505965166578
ext_mOTU_v3_26440	msp_0342
ext_mOTU_v3_26885	msp_1571c
ext_mOTU_v3_17697	msp_0837
meta_mOTU_v3_12277	msp_0571
meta_mOTU_v3_13781	msp_1195
ext_mOTU_v3_17701	msp_0366:0.45199275362318836,msp_1277:0.5480072463768116
ext_mOTU_v3_26845	msp_0029:0.28893882281181194,msp_0158:0.1089794071151251,msp_0281:0.3690647148520623,msp_1109:0.23301705522100077
ext_mOTU_v3_18266	msp_1214:0.3455425098229425,msp_1392:0.4800661230340692,msp_1434:0.1743913671429884
ref_mOTU_v3_02153	msp_0113:0.7060464191040601,msp_0180:0.2939535808959399
meta_mOTU_v3_13989	msp_1232
ref_mOTU_v3_03475	msp_0021
ext_mOTU_v3_26263	msp_0031:0.08849195264705692,msp_0048:0.17249192800238508,msp_0957:0.3467439777190802,msp_1629:0.16576053569009688,msp_1817:0.2265116059413809
meta_mOTU_v3_12870	msp_1036
meta_mOTU_v3_14436	msp_2088
ref_mOTU_v3_07608	msp_0720
ref_mOTU_v3_06109	msp_0893
ext_mOTU_v3_17350	msp_1244
ext_mOTU_v3_17665	msp_0038:0.2386587771203156,msp_1726:0.7613412228796844
ext_mOTU_v3_26999	msp_0748:0.6671309192200556,msp_0818:0.3328690807799443
ref_mOTU_v3_01579	msp_0031
meta_mOTU_v3_13252	msp_0685:0.6652144366827913,msp_1261:0.1719268713501459,msp_1262:0.05794288645313907,msp_1376:0.05868700440871152,msp_1430:0.04622880110521203
ref_mOTU_v3_03673	msp_0202
ext_mOTU_v3_26766	msp_0398
meta_mOTU_v3_12570	msp_0341
ref_mOTU_v3_02376	msp_0029
ext_mOTU_v3_18200	msp_1613
ref_mOTU_v3_04399	msp_1773
ref_mOTU_v3_03612	msp_0222
ref_mOTU_v3_07588	msp_0304
ref_mOTU_v3_03690	msp_0392
ref_mOTU_v3_11577	msp_0069:0.5660377358490566,msp_0739c:0.43396226415094347
meta_mOTU_v3_13497	msp_1949
ref_mOTU_v3_03658	msp_0152
ext_mOTU_v3_17524	msp_2010
meta_mOTU_v3_12410	msp_0050:0.3494700651112594,msp_0107:0.2613293849725789,msp_0208:0.2684565500172856,msp_0479:0.12074399989887613
ext_mOTU_v3_18215	msp_1107
ref_mOTU_v3_03436	msp_0024
meta_mOTU_v3_13219	msp_1926
ref_mOTU_v3_03518	msp_0844c
ext_mOTU_v3_26236	msp_1601:0.4231404958677686,msp_1866:0.5768595041322313
ref_mOTU_v3_10022	msp_0680c
ref_mOTU_v3_06317	msp_0360
ref_mOTU_v3_00857	msp_0107
ref_mOTU_v3_01607	msp_1547c
ref_mOTU_v3_08641	msp_1287
ext_mOTU_v3_26240	msp_0380:0.3700717492272947,msp_1418c:0.6299282507727053
ref_mOTU_v3_10828	msp_1586
ref_mOTU_v3_04390	msp_0691:0.5284192581247975,msp_1059c:0.3277625603295404,msp_1268:0.14381818154566217
ref_mOTU_v3_01925	msp_0890c
ext_mOTU_v3_26976	msp_0154
ref_mOTU_v3_06321	msp_1788
ext_mOTU_v3_26744	msp_0161
meta_mOTU_v3_13199	msp_0085
meta_mOTU_v3_13569	msp_1600
meta_mOTU_v3_12561	msp_0247
ext_mOTU_v3_18165	msp_1073
ref_mOTU_v3_02512	msp_1058c
meta_mOTU_v3_13526	msp_1690
ref_mOTU_v3_07732	msp_0315
ext_mOTU_v3_17709	msp_0596
meta_mOTU_v3_12272	msp_0398
ext_mOTU_v3_18180	msp_1219:0.23337960082324227,msp_2029:0.7666203991767578
meta_mOTU_v3_12266	msp_0204
ref_mOTU_v3_02319	msp_0197
meta_mOTU_v3_14033	msp_1772c
meta_mOTU_v3_12534	msp_0612
ref_mOTU_v3_11495	msp_0422:0.15798764342453664,msp_1327:0.8420123565754634
ext_mOTU_v3_17689	msp_0145
ext_mOTU_v3_27029	msp_0786:0.3933797073638761,msp_0802:0.370592468217798,msp_1839:0.2360278244183257
ref_mOTU_v3_00859	msp_0015
ref_mOTU_v3_00710	msp_1089
ref_mOTU_v3_10707	msp_0905c
meta_mOTU_v3_12681	msp_0796
ref_mOTU_v3_08867	msp_0350
ref_mOTU_v3_02160	msp_0128
ref_mOTU_v3_06108	msp_0389
ext_mOTU_v3_17687	msp_0821:0.6335583413693346,msp_1093:0.36644165863066536
ext_mOTU_v3_33793	msp_0178:0.3519367094335762,msp_0259:0.6480632905664238
ext_mOTU_v3_18136	msp_0012:0.2901241351705473,msp_0023:0.20876666643575378,msp_0036:0.12207120113785128,msp_0450:0.20624126321274067,msp_0827:0.17279673404310703
meta_mOTU_v3_12339	msp_1135
ref_mOTU_v3_02369	msp_1559c
meta_mOTU_v3_13917	msp_0324
meta_mOTU_v3_14213	msp_1772c
ref_mOTU_v3_04500	msp_0115c
meta_mOTU_v3_13426	msp_0422:0.24988166096615957,msp_0621:0.1374627399969742,msp_0883:0.16656886646677338,msp_1866:0.23030138156209484,msp_1908:0.2157853510079979
meta_mOTU_v3_13908	msp_0524:0.694240837696335,msp_0812:0.3057591623036649
ext_mOTU_v3_26818	msp_0294:0.3388888888888889,msp_0433:0.6611111111111111
meta_mOTU_v3_12745	msp_1906
ext_mOTU_v3_26227	msp_0374:0.32534837704710984,msp_0719:0.2873321264682356,msp_1444:0.3873194964846546
ref_mOTU_v3_01835	msp_1794
ext_mOTU_v3_16377	msp_0135:0.3161244606266186,msp_0141:0.3163145259633987,msp_1060c:0.3675610134099828
ref_mOTU_v3_03521	msp_0844c
ext_mOTU_v3_17815	msp_0134:0.15466405997669236,msp_0313:0.5380401993074616,msp_1219:0.3072957407158461
ref_mOTU_v3_01642	msp_0030
ext_mOTU_v3_17830	msp_0536:0.5313568985176739,msp_1485:0.46864310148232613
meta_mOTU_v3_13200	msp_0604
meta_mOTU_v3_13135	msp_1219
ref_mOTU_v3_03447	msp_0772
ref_mOTU_v3_02783	msp_1489c
meta_mOTU_v3_12352	msp_0296
ext_mOTU_v3_26492	msp_0227:0.29606575017667497,msp_0392:0.13420748128737658,msp_1011:0.5697267685359484
ref_mOTU_v3_00322	msp_0403
ref_mOTU_v3_03057	msp_1006
ref_mOTU_v3_11912	msp_0336
ext_mOTU_v3_26926	msp_0809:0.4541725399515355,msp_1060c:0.5458274600484645
ref_mOTU_v3_07821	msp_0739c
meta_mOTU_v3_14193	msp_0055:0.5492041876761754,msp_0075:0.4507958123238246
meta_mOTU_v3_13106	msp_0918
ref_mOTU_v3_11629	msp_1789
ext_mOTU_v3_26917	msp_0555
ref_mOTU_v3_03614	msp_0856
ref_mOTU_v3_01914	msp_0769
ext_mOTU_v3_17978	msp_0586:0.3728423475258918,msp_1139:0.6271576524741082
ext_mOTU_v3_26575	msp_1060c
ext_mOTU_v3_26864	msp_0300
ref_mOTU_v3_10471	msp_0909
meta_mOTU_v3_12590	msp_1153
ext_mOTU_v3_26182	msp_0890c
meta_mOTU_v3_12417	msp_0093
meta_mOTU_v3_13835	msp_0831:0.42640132412242054,msp_1060c:0.5735986758775795
ext_mOTU_v3_26632	msp_0030:0.27133828203515986,msp_0084:0.10615515244533447,msp_0340:0.3903770122183267,msp_0482:0.23212955330117896
ref_mOTU_v3_05273	msp_0510:0.3351915044882697,msp_1617:0.6648084955117304
ref_mOTU_v3_02380	msp_0055
ext_mOTU_v3_26761	msp_0375
meta_mOTU_v3_12598	msp_0293
ref_mOTU_v3_01018	msp_1241
ext_mOTU_v3_26683	msp_0145:0.530257769212238,msp_0202:0.0775475788966514,msp_1728:0.3921946518911106
meta_mOTU_v3_13679	msp_1189
meta_mOTU_v3_13459	msp_1395
meta_mOTU_v3_12938	msp_0609
ref_mOTU_v3_04230	msp_1191c
ref_mOTU_v3_01860	msp_0380
meta_mOTU_v3_12978	msp_0965
meta_mOTU_v3_14342	msp_1096
ref_mOTU_v3_10168	msp_1259c
ext_mOTU_v3_17502	msp_2195
meta_mOTU_v3_13100	msp_0218
ref_mOTU_v3_00076	msp_0209:0.1499054447080302,msp_0865:0.1172121609118831,msp_1352:0.15456268519318067,msp_1766:0.3165583907839179,msp_1815:0.2617613184029883
ref_mOTU_v3_03638	msp_0352
meta_mOTU_v3_12851	msp_0467:0.14394194833762014,msp_0577:0.5032592504697256,msp_0914:0.35279880119265417
meta_mOTU_v3_13580	msp_0340
meta_mOTU_v3_13165	msp_0545
ref_mOTU_v3_01679	msp_0028
ext_mOTU_v3_17563	msp_1640
ext_mOTU_v3_16221	msp_1437
meta_mOTU_v3_14155	msp_1582
meta_mOTU_v3_13390	msp_1032
ext_mOTU_v3_18041	msp_0045:0.5006289308176101,msp_1011:0.49937106918238994
meta_mOTU_v3_14383	msp_1361
ref_mOTU_v3_00319	msp_0403
meta_mOTU_v3_13455	msp_0565
ext_mOTU_v3_26275	msp_0382:0.24212144504227515,msp_0935:0.7578785549577248
ext_mOTU_v3_26415	msp_0401:0.29841146791401696,msp_0468:0.5195643033583854,msp_0854:0.18202422872759766
meta_mOTU_v3_12686	msp_0426
ref_mOTU_v3_07708	msp_0282
ref_mOTU_v3_04418	msp_1547c
meta_mOTU_v3_12328	msp_0422
ext_mOTU_v3_18078	msp_0071:0.13900493077695655,msp_0285:0.07281210659745342,msp_0421:0.23639785088260296,msp_0657:0.11097668261245816,msp_0663:0.44080842913052887
ref_mOTU_v3_00077	msp_1766
ext_mOTU_v3_15430	msp_0232:0.3661958638340363,msp_1939:0.6338041361659638
meta_mOTU_v3_13844	msp_1319
meta_mOTU_v3_13092	msp_0435
ext_mOTU_v3_17948	msp_1339
meta_mOTU_v3_12476	msp_0346
meta_mOTU_v3_14216	msp_0951
meta_mOTU_v3_12458	msp_0232
ref_mOTU_v3_00996	msp_0963c
meta_mOTU_v3_12382	msp_0959
ext_mOTU_v3_17995	msp_0018:0.4342888321725027,msp_0024:0.5657111678274974
ref_mOTU_v3_02186	msp_1908
ext_mOTU_v3_26262	msp_1079
meta_mOTU_v3_12510	msp_0067
meta_mOTU_v3_13967	msp_0721
ext_mOTU_v3_26974	msp_1285:0.26042530225365307,msp_1290:0.26042530225365307,msp_1306c:0.30798800715626634,msp_1455:0.17116138833642758
ref_mOTU_v3_09387	msp_0104
meta_mOTU_v3_14168	msp_1662
ext_mOTU_v3_26306	msp_0121
ext_mOTU_v3_26584	msp_0060:0.27818490205698243,msp_0144:0.2983216107849677,msp_0212:0.28678855882163135,msp_0468:0.13670492833641854
ext_mOTU_v3_17999	msp_0159:0.0672056594239515,msp_0160:0.15841334007074281,msp_0692:0.4863567458312279,msp_0900:0.28802425467407783
meta_mOTU_v3_13401	msp_0120
ref_mOTU_v3_00567	msp_1127
meta_mOTU_v3_12766	msp_0325
ext_mOTU_v3_26777	msp_0215
meta_mOTU_v3_13227	msp_0433
ext_mOTU_v3_18121	msp_0135
ext_mOTU_v3_16226	msp_0524
meta_mOTU_v3_13041	msp_0417
meta_mOTU_v3_14301	msp_1048
ext_mOTU_v3_18265	msp_1560:0.5194805194805194,msp_1987:0.4805194805194805
ref_mOTU_v3_03523	msp_0844c
meta_mOTU_v3_13742	msp_0315
meta_mOTU_v3_12917	msp_0933
ext_mOTU_v3_17399	msp_0428
ref_mOTU_v3_10410	msp_1108
ext_mOTU_v3_26858	msp_1205
ext_mOTU_v3_18050	msp_0286
meta_mOTU_v3_13098	msp_0151
ext_mOTU_v3_26973	msp_0314:0.17871741448179054,msp_0781:0.3910089097188308,msp_1485:0.43027367579937875
ref_mOTU_v3_11463	msp_0385
ext_mOTU_v3_18097	msp_0210:0.25314759377938206,msp_0286:0.19974927321654368,msp_0387:0.3375301250391761,msp_1491:0.20957300796489828
ref_mOTU_v3_03533	msp_0890c
meta_mOTU_v3_12703	msp_0997
ref_mOTU_v3_06852	msp_1696c:0.48098450388274633,msp_2159:0.5190154961172538
ref_mOTU_v3_02374	msp_0087
ext_mOTU_v3_26713	msp_0045:0.28752164519659174,msp_0049:0.12724063027037433,msp_0374:0.11437674237490791,msp_0468:0.33866432395173385,msp_0529:0.1321966582063923
ext_mOTU_v3_17558	msp_0943
ref_mOTU_v3_03601	msp_0308
ref_mOTU_v3_11939	msp_0166
ext_mOTU_v3_17717	msp_1244
ext_mOTU_v3_18220	msp_0508
ext_mOTU_v3_18170	msp_0757
meta_mOTU_v3_12284	msp_0075
ref_mOTU_v3_10914	msp_0212:0.19100682689729068,msp_1489c:0.8089931731027092
ref_mOTU_v3_02391	msp_1793
ref_mOTU_v3_10411	msp_0947
meta_mOTU_v3_14048	msp_0690
meta_mOTU_v3_12648	msp_0271:0.3140143624673716,msp_0904:0.4796867783235494,msp_1508:0.20629885920907895
ext_mOTU_v3_18077	msp_0988
meta_mOTU_v3_13425	msp_0514
meta_mOTU_v3_12427	msp_0257
ext_mOTU_v3_26740	msp_0862:0.12473185944393644,msp_1178:0.6215976135925098,msp_1272:0.25367052696355374
ext_mOTU_v3_26726	msp_0179:0.7315313945161702,msp_0208:0.2684686054838299
ext_mOTU_v3_18222	msp_1659c
ref_mOTU_v3_00939	msp_1785
meta_mOTU_v3_14500	msp_1519
meta_mOTU_v3_12270	msp_0285
ext_mOTU_v3_17425	msp_0547
meta_mOTU_v3_13800	msp_0182
ext_mOTU_v3_16415	msp_0369
ref_mOTU_v3_10692	msp_0935:0.34603658536585363,msp_1682c:0.6539634146341463
meta_mOTU_v3_13703	msp_1647
meta_mOTU_v3_12769	msp_0567
meta_mOTU_v3_12952	msp_0249
meta_mOTU_v3_14468	msp_1215:0.19187649603348872,msp_1361:0.1664226809932399,msp_1570:0.30957416490857015,msp_1600:0.33212665806470126
ref_mOTU_v3_07880	msp_0422
meta_mOTU_v3_12619	msp_1314
meta_mOTU_v3_12462	msp_0302
ref_mOTU_v3_02133	msp_0377
ext_mOTU_v3_17696	msp_1856
ext_mOTU_v3_26942	msp_1589
meta_mOTU_v3_12425	msp_0605
ref_mOTU_v3_07692	msp_0774
ext_mOTU_v3_33174	msp_0213:0.10257108414668771,msp_0384:0.38484034672090583,msp_1355:0.330962698179979,msp_1724:0.18162587095242752
ref_mOTU_v3_10237	msp_0150c
ext_mOTU_v3_26444	msp_0086
meta_mOTU_v3_12308	msp_0095
meta_mOTU_v3_13509	msp_1516:0.5632204209510211,msp_2130:0.43677957904897885
ref_mOTU_v3_00052	msp_0368c
ref_mOTU_v3_01301	msp_0486
ref_mOTU_v3_00901	msp_0983
ref_mOTU_v3_01917	msp_1780c
meta_mOTU_v3_13745	msp_1562
ref_mOTU_v3_11610	msp_1491
ref_mOTU_v3_07711	msp_0481
ref_mOTU_v3_03595	msp_0059
ref_mOTU_v3_03007	msp_0329
ref_mOTU_v3_01516	msp_0501
ext_mOTU_v3_18005	msp_0315
meta_mOTU_v3_13411	msp_0239
ext_mOTU_v3_17987	msp_0456
ext_mOTU_v3_17414	msp_1347c
meta_mOTU_v3_13319	msp_0805
meta_mOTU_v3_12314	msp_0337
meta_mOTU_v3_13110	msp_0873
meta_mOTU_v3_12411	msp_0189
ext_mOTU_v3_26204	msp_1640
ref_mOTU_v3_05400	msp_0083
ref_mOTU_v3_07678	msp_0431
ext_mOTU_v3_17512	msp_0449
meta_mOTU_v3_12970	msp_1350
ext_mOTU_v3_17433	msp_0798
ext_mOTU_v3_26967	msp_1051:0.3770491803278688,msp_1627:0.6229508196721311
meta_mOTU_v3_14062	msp_2130
meta_mOTU_v3_13180	msp_1165
ref_mOTU_v3_10125	msp_0211
ext_mOTU_v3_26605	msp_0345
ext_mOTU_v3_28792	msp_1978
meta_mOTU_v3_12807	msp_0853c
ext_mOTU_v3_26273	msp_0218:0.23586485326362278,msp_0354:0.37588024424481714,msp_1471c:0.3882549024915601
ext_mOTU_v3_26589	msp_0291:0.21858991341591652,msp_0468:0.24424742940057576,msp_1503c:0.5371626571835079
meta_mOTU_v3_12504	msp_1346c
ref_mOTU_v3_08869	msp_0104
ext_mOTU_v3_26199	msp_0767
ext_mOTU_v3_27002	msp_0858:0.5713803308514609,msp_1311:0.4286196691485391
meta_mOTU_v3_13308	msp_0397
ref_mOTU_v3_07611	msp_0039
ref_mOTU_v3_00087	msp_1754
ext_mOTU_v3_27025	msp_0716:0.4717147495750272,msp_0959:0.5282852504249729
ext_mOTU_v3_15413	msp_0017:0.2713010030509555,msp_0061:0.1559829033201243,msp_1493:0.4426333365690404,msp_1830:0.1300827570598798
ext_mOTU_v3_26660	msp_0020
ref_mOTU_v3_02698	msp_0570
meta_mOTU_v3_13467	msp_1857
ext_mOTU_v3_26339	msp_0303:0.3770234356722654,msp_0555:0.367612011171557,msp_0810:0.1552542930630762,msp_0820:0.10011026009310153
ext_mOTU_v3_17899	msp_0467:0.6439726126590019,msp_1060c:0.35602738734099815
meta_mOTU_v3_14375	msp_1637
ref_mOTU_v3_00078	msp_0108:0.36676542348468805,msp_0157:0.3721448266164318,msp_0341:0.26108974989888
ext_mOTU_v3_17407	msp_0030:0.07245293887807973,msp_0087:0.07760091085099592,msp_0457:0.15200178414112603,msp_0685:0.08647608833835323,msp_0930:0.04135812920529937,msp_1067:0.3091021606224156,msp_1251:0.21976554583313096,msp_1641:0.04124244213059923
ref_mOTU_v3_03617	msp_0872
meta_mOTU_v3_13723	msp_0913
ref_mOTU_v3_07642	msp_1275
ref_mOTU_v3_03637	msp_0184
meta_mOTU_v3_12473	msp_0634
ext_mOTU_v3_26312	msp_0301
ref_mOTU_v3_06264	msp_0031:0.19570614783800125,msp_0196:0.5815501595972126,msp_0573:0.22274369256478604
ref_mOTU_v3_11479	msp_1631
ext_mOTU_v3_18115	msp_0209:0.3807918304778325,msp_0792:0.6192081695221674
ref_mOTU_v3_00855	msp_0046
ext_mOTU_v3_17349	msp_1244
ref_mOTU_v3_06111	msp_0399
ext_mOTU_v3_26420	msp_0426
ext_mOTU_v3_17310	msp_1984
ref_mOTU_v3_01015	msp_0429
ref_mOTU_v3_04401	msp_1223c
meta_mOTU_v3_14522	msp_0615:0.435930199521243,msp_1665:0.5640698004787571
ref_mOTU_v3_01068	msp_0881
ext_mOTU_v3_26176	msp_0108
ref_mOTU_v3_00089	msp_1815
ref_mOTU_v3_01100	msp_0881:0.701863354037267,msp_1801:0.29813664596273287
meta_mOTU_v3_13627	msp_0967
ext_mOTU_v3_26419	msp_0046:0.30185356584778644,msp_1131:0.19908187195053992,msp_1293:0.49906456220167356
ref_mOTU_v3_01349	msp_0380
ref_mOTU_v3_01608	msp_1223c
ref_mOTU_v3_03439	msp_0153
ref_mOTU_v3_07086	msp_0831
meta_mOTU_v3_12932	msp_0123
ext_mOTU_v3_26958	msp_0443
ext_mOTU_v3_26606	msp_1380
ref_mOTU_v3_00085	msp_0030
ref_mOTU_v3_10259	msp_1057c:0.6145106294760012,msp_1571c:0.3854893705239987
ext_mOTU_v3_26178	msp_0772
ext_mOTU_v3_17842	msp_0073:0.33799470697453066,msp_0286:0.09863074811067722,msp_0842:0.5633745449147921
meta_mOTU_v3_13858	msp_1374
ext_mOTU_v3_17855	msp_0124:0.6083563518141247,msp_0212:0.252951008394054,msp_1060c:0.1386926397918212
ref_mOTU_v3_01916	msp_1780c
meta_mOTU_v3_12958	msp_0434
meta_mOTU_v3_14410	msp_1299
ext_mOTU_v3_26544	msp_0330
ext_mOTU_v3_26935	msp_1508
ext_mOTU_v3_26571	msp_0144
meta_mOTU_v3_13955	msp_0860
meta_mOTU_v3_14106	msp_1948
ext_mOTU_v3_26336	msp_0013:0.10911730144647662,msp_0124:0.05858936898247492,msp_0152:0.16448422847672586,msp_0291:0.059772196081717334,msp_0334:0.05176077119896968,msp_0344:0.1503422404515474,msp_0518:0.11416643107639071,msp_0592:0.10116342070322548,msp_1179:0.19060404158247202
ref_mOTU_v3_01604	msp_0380
ref_mOTU_v3_04391	msp_1223c
meta_mOTU_v3_12295	msp_0528
ext_mOTU_v3_18134	msp_0573
ref_mOTU_v3_00313	msp_1599:0.5872030795994545,msp_1702:0.41279692040054544
ext_mOTU_v3_17501	msp_0346:0.33046683046683045,msp_0773:0.6695331695331695
ref_mOTU_v3_09173	msp_0573:0.598694942903752,msp_1627:0.401305057096248
ref_mOTU_v3_11279	msp_0043
ext_mOTU_v3_26197	msp_0313:0.7497355764096916,msp_1219:0.25026442359030837
ext_mOTU_v3_17858	msp_0314
ref_mOTU_v3_00568	msp_1127
meta_mOTU_v3_12904	msp_1386
ref_mOTU_v3_06307	msp_0946
ext_mOTU_v3_26577	msp_0172:0.15679881364576453,msp_0442:0.0867232944608673,msp_0663:0.12588865324964607,msp_0665:0.2222970522572864,msp_1060c:0.17919864416658804,msp_1302:0.22909354221984754
meta_mOTU_v3_13699	msp_0825
meta_mOTU_v3_12507	msp_0091
ext_mOTU_v3_26335	msp_0220:0.296711509715994,msp_0227:0.703288490284006
ref_mOTU_v3_10239	msp_1259c:0.5671739764350614,msp_1336:0.43282602356493854
ref_mOTU_v3_00303	msp_0380:0.5144148538143872,msp_0602c:0.1631353337706586,msp_1418c:0.17948062250274543,msp_1543:0.06332810093556863,msp_1599:0.07964108897664002
ext_mOTU_v3_17958	msp_0511
ref_mOTU_v3_02370	msp_0053:0.276144283586087,msp_0252:0.5570458430833619,msp_0393:0.1668098733305511
ref_mOTU_v3_00860	msp_0072
ref_mOTU_v3_02367	msp_0040
meta_mOTU_v3_12604	msp_1215
ext_mOTU_v3_26872	msp_0281:0.17775977416425023,msp_0512:0.3177540646893487,msp_0538:0.504486161146401
meta_mOTU_v3_14156	msp_0939
ext_mOTU_v3_26773	msp_0834
ref_mOTU_v3_02702	msp_0263
meta_mOTU_v3_13779	msp_0093:0.2822236780172017,msp_0765:0.7177763219827982
