	Phylum	SAMEA2466887	SAMEA2466888	SAMEA2466889	SAMEA2466890	SAMEA2466891	SAMEA2466892	SAMEA2466893	SAMEA2466894	SAMEA2466895	SAMEA2466896	SAMEA2466897	SAMEA2466898	SAMEA2466899	SAMEA2466900	SAMEA2466901	SAMEA2466902	SAMEA2466903	SAMEA2466904	SAMEA2466905	SAMEA2466906	SAMEA2466907	SAMEA2466908	SAMEA2466910	SAMEA2466911	SAMEA2466912	SAMEA2466913	SAMEA2466914	SAMEA2466915	SAMEA2466916	SAMEA2466917	SAMEA2466918	SAMEA2466921	SAMEA2466922	SAMEA2466923	SAMEA2466924	SAMEA2466925	SAMEA2466926	SAMEA2466927	SAMEA2466928	SAMEA2466930	SAMEA2466931	SAMEA2466932	SAMEA2466933	SAMEA2466934	SAMEA2466935	SAMEA2466936	SAMEA2466937	SAMEA2466938	SAMEA2466939	SAMEA2466940	SAMEA2466941	SAMEA2466942	SAMEA2466943	SAMEA2466944	SAMEA2466945	SAMEA2466946	SAMEA2466947	SAMEA2466948	SAMEA2466949	SAMEA2466950	SAMEA2466951	SAMEA2466952	SAMEA2466953	SAMEA2466954	SAMEA2466955	SAMEA2466956	SAMEA2466957	SAMEA2466958	SAMEA2466959	SAMEA2466960	SAMEA2466961	SAMEA2466962	SAMEA2466963	SAMEA2466964	SAMEA2466965	SAMEA2466966	SAMEA2466967	SAMEA2466968	SAMEA2466969	SAMEA2466970	SAMEA2466971	SAMEA2466972	SAMEA2466973	SAMEA2466974	SAMEA2466975	SAMEA2466976	SAMEA2466977	SAMEA2466979	SAMEA2466980	SAMEA2466981	SAMEA2466983	SAMEA2466984	SAMEA2466986	SAMEA2466987	SAMEA2466988	SAMEA2466989	SAMEA2466991	SAMEA2466992	SAMEA2466993	SAMEA2466995	SAMEA2466996	SAMEA2466997	SAMEA2466998	SAMEA2466999	SAMEA2467001	SAMEA2467002	SAMEA2467003	SAMEA2467004	SAMEA2467006	SAMEA2467008	SAMEA2467009	SAMEA2467010	SAMEA2467011	SAMEA2467012	SAMEA2467013	SAMEA2467014	SAMEA2467015	SAMEA2467016	SAMEA2467017	SAMEA2467018	SAMEA2467019	SAMEA2467020	SAMEA2467021	SAMEA2467022	SAMEA2467023	SAMEA2467024	SAMEA2467025	SAMEA2467026	SAMEA2467027	SAMEA2467028	SAMEA2467029	SAMEA2467030	SAMEA2467031	SAMEA2467032	SAMEA2467033	SAMEA2467034	SAMEA2467035	SAMEA2467036	SAMEA2467037	SAMEA2467038	SAMEA2467039	SAMEA2467040	SAMEA2467041	SAMEA2467042	SAMEA2467043	SAMEA2467044	SAMEA2467045	SAMEA2467046	SAMEA2467047	SAMEA2467048	SAMEA2467049	SAMEA2467050	SAMEA2467051	SAMEA2467052	SAMEA2467053	SAMEA2467054	SAMEA2467055	SAMEA2467056	SAMEA2467057	SAMEA2467058	SAMEA2467059	SAMEA2467060	SAMEA2467061	SAMEA2467062	SAMEA2467063	SAMEA2467064	SAMEA2467065	SAMEA2467066	SAMEA2467067	SAMEA2467068	SAMEA2467069	SAMEA2467070	SAMEA2467071	SAMEA2467072	SAMEA2467073	SAMEA2467074	SAMEA2467075	SAMEA2467076	SAMEA2467077	SAMEA2467078	SAMEA2467079	SAMEA2467080	SAMEA2467081	SAMEA2467082	SAMEA2467083	SAMEA2467084	SAMEA2467085	SAMEA3136623	SAMEA3136624	SAMEA3136625	SAMEA3136626	SAMEA3136627	SAMEA3136628	SAMEA3136629	SAMEA3136630	SAMEA3136631	SAMEA3136632	SAMEA3136633	SAMEA3136634	SAMEA3136635	SAMEA3136636	SAMEA3136637	SAMEA3136638	SAMEA3136639	SAMEA3136640	SAMEA3136641	SAMEA3136642	SAMEA3136643	SAMEA3136644	SAMEA3136645	SAMEA3136646	SAMEA3136648	SAMEA3136649	SAMEA3136650	SAMEA3136651	SAMEA3136652	SAMEA3136653	SAMEA3136654	SAMEA3136655	SAMEA3136656	SAMEA3136657	SAMEA3136658	SAMEA3136659	SAMEA3136660	SAMEA3136661	SAMEA3136662	SAMEA3136663	SAMEA3136664	SAMEA3136665	SAMEA3136666	SAMEA3136667	SAMEA3136668	SAMEA3136669	SAMEA3136670	SAMEA3136671	SAMEA3136672	SAMEA3136673	SAMEA3136674	SAMEA3136675	SAMEA3136676	SAMEA3136677	SAMEA3136678	SAMEA3136679	SAMEA3136680	SAMEA3136681	SAMEA3136682	SAMEA3136683	SAMEA3136684	SAMEA3136685	SAMEA3136686	SAMEA3136687	SAMEA3136688	SAMEA3136689	SAMEA3136690	SAMEA3136691	SAMEA3136692	SAMEA3136693	SAMEA3136694	SAMEA3136695	SAMEA3136696	SAMEA3136697	SAMEA3136698	SAMEA3136699	SAMEA3136700	SAMEA3136701	SAMEA3136702	SAMEA3136703	SAMEA3136704	SAMEA3136705	SAMEA3136706	SAMEA3136707	SAMEA3136708	SAMEA3136709	SAMEA3136710	SAMEA3136711	SAMEA3136712	SAMEA3136713	SAMEA3136714	SAMEA3136715	SAMEA3136716	SAMEA3136717	SAMEA3136718	SAMEA3136719	SAMEA3136720	SAMEA3136721	SAMEA3136722	SAMEA3136723	SAMEA3136724	SAMEA3136725	SAMEA3136726	SAMEA3136727	SAMEA3136728	SAMEA3136729	SAMEA3136730	SAMEA3136731	SAMEA3136732	SAMEA3136733	SAMEA3136734	SAMEA3136735	SAMEA3136736	SAMEA3136737	SAMEA3136738	SAMEA3136739	SAMEA3136740	SAMEA3136741	SAMEA3136742	SAMEA3136743	SAMEA3136744	SAMEA3136745	SAMEA3136746	SAMEA3136747	SAMEA3136748	SAMEA3136749	SAMEA3136750	SAMEA3136751	SAMEA3136752	SAMEA3136753	SAMEA3136754	SAMEA3136755	SAMEA3136756	SAMEA3136757	SAMEA3136758	SAMEA3136759	SAMEA3136760	SAMEA3136761	SAMEA3136762	SAMEA3136763	SAMEA3136764	SAMEA3136765	SAMEA3136766	SAMEA3136767	SAMEA3136768	SAMEA3136769	SAMEA3178936	SAMEA3178937	SAMEA3178938	SAMEA3178939	SAMEA3178940	SAMEA3178941	SAMEA3178942	SAMEA3178943	SAMEA3178944
refMet4	Actinobacteriota	3.0	12.0	7.0	4.0	1.0	3.0	1.0	3.0	5.0	0.0	7.0	5.0	11.0	12.0	4.0	9.0	6.0	25.0	9.0	2.0	9.0	6.0	7.0	15.0	5.0	5.0	6.0	8.0	2.0	1.0	13.0	1.0	6.0	9.0	3.0	9.0	10.0	3.0	3.0	7.0	5.0	7.0	13.0	12.0	11.0	3.0	7.0	8.0	5.0	14.0	6.0	9.0	6.0	13.0	10.0	4.0	6.0	6.0	6.0	5.0	9.0	3.0	14.0	7.0	6.0	6.0	8.0	3.0	8.0	18.0	11.0	16.0	10.0	10.0	13.0	9.0	10.0	12.0	12.0	7.0	11.0	14.0	15.0	8.0	15.0	8.0	7.0	10.0	11.0	8.0	9.0	11.0	11.0	9.0	15.0	7.0	9.0	10.0	11.0	8.0	11.0	9.0	14.0	6.0	6.0	8.0	6.0	13.0	5.0	17.0	2.0	3.0	6.0	12.0	9.0	12.0	6.0	9.0	14.0	12.0	15.0	7.0	11.0	18.0	5.0	15.0	12.0	7.0	14.0	9.0	15.0	11.0	8.0	5.0	8.0	8.0	10.0	8.0	8.0	3.0	9.0	11.0	11.0	17.0	4.0	7.0	9.0	6.0	3.0	10.0	3.0	9.0	3.0	3.0	8.0	14.0	10.0	8.0	4.0	8.0	2.0	9.0	17.0	24.0	7.0	7.0	11.0	8.0	9.0	3.0	10.0	7.0	7.0	5.0	5.0	17.0	8.0	14.0	6.0	8.0	4.0	6.0	6.0	5.0	12.0	10.0	7.0	7.0	16.0	22.0	2.0	8.0	14.0	13.0	6.0	11.0	13.0	8.0	10.0	19.0	6.0	19.0	9.0	16.0	7.0	4.0	15.0	7.0	15.0	20.0	12.0	10.0	4.0	10.0	13.0	18.0	9.0	13.0	15.0	19.0	10.0	15.0	15.0	11.0	13.0	13.0	9.0	10.0	13.0	12.0	11.0	7.0	7.0	19.0	5.0	18.0	13.0	4.0	9.0	20.0	8.0	11.0	12.0	16.0	0.0	9.0	8.0	15.0	23.0	15.0	10.0	10.0	12.0	2.0	14.0	7.0	11.0	12.0	11.0	23.0	6.0	15.0	10.0	13.0	10.0	7.0	7.0	8.0	9.0	13.0	11.0	12.0	17.0	6.0	9.0	9.0	16.0	8.0	7.0	29.0	18.0	10.0	17.0	27.0	18.0	12.0	12.0	5.0	12.0	11.0	8.0	16.0	8.0	9.0	5.0	6.0	10.0	16.0	3.0	3.0	9.0	14.0	4.0	14.0	11.0	9.0	8.0	8.0	9.0	17.0	19.0	9.0	15.0	10.0	15.0	10.0	8.0	4.0	13.0	11.0	14.0	13.0	20.0	17.0	21.0	6.0	10.0	7.0	14.0	15.0	24.0	10.0	11.0	10.0	7.0	11.0	14.0	6.0	9.0	4.0	13.0	7.0
refMet4	Bacteroidota	30.0	23.0	49.0	33.0	35.0	27.0	29.0	20.0	18.0	21.0	27.0	40.0	25.0	11.0	33.0	12.0	16.0	29.0	20.0	27.0	21.0	22.0	9.0	30.0	22.0	17.0	25.0	35.0	28.0	16.0	30.0	30.0	28.0	17.0	21.0	41.0	33.0	43.0	24.0	33.0	11.0	24.0	15.0	36.0	26.0	23.0	25.0	34.0	26.0	29.0	27.0	42.0	51.0	29.0	35.0	8.0	26.0	35.0	17.0	22.0	40.0	12.0	28.0	22.0	35.0	30.0	38.0	25.0	34.0	24.0	23.0	47.0	39.0	27.0	22.0	16.0	25.0	15.0	33.0	18.0	24.0	50.0	39.0	33.0	25.0	24.0	31.0	31.0	23.0	15.0	26.0	52.0	36.0	18.0	31.0	30.0	29.0	37.0	32.0	27.0	45.0	23.0	13.0	13.0	17.0	11.0	34.0	30.0	34.0	31.0	1.0	28.0	18.0	29.0	32.0	38.0	30.0	33.0	46.0	16.0	24.0	28.0	26.0	26.0	9.0	38.0	32.0	31.0	28.0	26.0	40.0	16.0	23.0	6.0	18.0	29.0	39.0	26.0	22.0	15.0	15.0	18.0	34.0	24.0	18.0	23.0	25.0	26.0	10.0	36.0	25.0	27.0	21.0	23.0	23.0	32.0	43.0	21.0	27.0	21.0	10.0	24.0	29.0	39.0	34.0	16.0	28.0	26.0	50.0	15.0	21.0	15.0	18.0	25.0	37.0	31.0	23.0	35.0	20.0	47.0	13.0	20.0	11.0	13.0	23.0	15.0	13.0	7.0	11.0	17.0	7.0	26.0	18.0	23.0	23.0	14.0	23.0	2.0	13.0	4.0	1.0	2.0	12.0	9.0	7.0	18.0	22.0	4.0	23.0	17.0	14.0	18.0	0.0	6.0	21.0	21.0	17.0	28.0	7.0	19.0	9.0	24.0	33.0	4.0	3.0	7.0	19.0	15.0	15.0	14.0	27.0	11.0	20.0	12.0	21.0	18.0	12.0	11.0	21.0	25.0	1.0	19.0	4.0	25.0	4.0	11.0	25.0	32.0	19.0	5.0	3.0	21.0	29.0	4.0	5.0	7.0	5.0	14.0	28.0	25.0	17.0	29.0	43.0	26.0	7.0	2.0	19.0	21.0	22.0	19.0	27.0	0.0	26.0	4.0	3.0	5.0	22.0	6.0	15.0	7.0	20.0	34.0	16.0	0.0	27.0	1.0	24.0	12.0	27.0	25.0	29.0	30.0	39.0	9.0	19.0	20.0	20.0	42.0	23.0	12.0	21.0	36.0	22.0	29.0	31.0	20.0	24.0	14.0	34.0	32.0	8.0	11.0	30.0	9.0	30.0	32.0	25.0	9.0	22.0	21.0	36.0	7.0	37.0	26.0	23.0	22.0	34.0	19.0	27.0	19.0	24.0	23.0	10.0	13.0	27.0	25.0	24.0	6.0	24.0	19.0	32.0	24.0
refMet4	Campylobacterota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
refMet4	Cyanobacteria	1.0	1.0	0.0	4.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	2.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	4.0	1.0	1.0	0.0	0.0	2.0	0.0	1.0	1.0	2.0	0.0	5.0	3.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	1.0	2.0	3.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	3.0	1.0	3.0	0.0	0.0	1.0	3.0	0.0	1.0	0.0	0.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	4.0	1.0	0.0	0.0	0.0	3.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	2.0	0.0	2.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	3.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
refMet4	Desulfobacterota	2.0	0.0	5.0	2.0	3.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	2.0	1.0	0.0	2.0	1.0	3.0	1.0	1.0	2.0	2.0	3.0	1.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	5.0	1.0	2.0	3.0	2.0	6.0	1.0	2.0	1.0	4.0	3.0	3.0	1.0	2.0	1.0	4.0	1.0	2.0	1.0	3.0	8.0	3.0	5.0	1.0	2.0	3.0	0.0	1.0	3.0	1.0	1.0	0.0	2.0	3.0	4.0	2.0	2.0	2.0	0.0	4.0	2.0	2.0	1.0	2.0	3.0	2.0	2.0	2.0	2.0	3.0	4.0	2.0	1.0	2.0	3.0	2.0	3.0	1.0	2.0	2.0	3.0	0.0	1.0	4.0	2.0	2.0	4.0	2.0	3.0	0.0	1.0	1.0	1.0	0.0	3.0	2.0	2.0	1.0	0.0	2.0	1.0	3.0	2.0	4.0	2.0	3.0	4.0	1.0	1.0	2.0	1.0	2.0	0.0	2.0	3.0	3.0	2.0	1.0	1.0	1.0	2.0	0.0	0.0	2.0	4.0	3.0	1.0	2.0	3.0	0.0	3.0	1.0	0.0	2.0	1.0	1.0	0.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	3.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	2.0	3.0	4.0	1.0	1.0	0.0	3.0	2.0	1.0	2.0	2.0	2.0	0.0	4.0	0.0	2.0	0.0	1.0	3.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	2.0	4.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	2.0	0.0	5.0	0.0	3.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	1.0	0.0	1.0	1.0	2.0	0.0	1.0	1.0	2.0	0.0	2.0	2.0	1.0	3.0	2.0	0.0	0.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0	3.0	0.0	1.0	3.0	1.0	1.0	0.0	1.0	1.0	0.0	3.0	1.0	1.0	1.0	1.0	0.0	2.0	1.0	3.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	1.0	3.0	1.0
refMet4	Elusimicrobiota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
refMet4	Firmicutes	215.0	171.0	226.0	180.0	168.0	178.0	153.0	137.0	160.0	88.0	222.0	196.0	225.0	123.0	171.0	117.0	237.0	178.0	160.0	231.0	78.0	236.0	198.0	267.0	117.0	226.0	173.0	155.0	117.0	46.0	174.0	174.0	110.0	79.0	107.0	248.0	122.0	173.0	126.0	219.0	178.0	249.0	121.0	204.0	135.0	120.0	190.0	194.0	218.0	194.0	115.0	252.0	235.0	123.0	198.0	148.0	190.0	136.0	223.0	197.0	258.0	161.0	226.0	107.0	228.0	112.0	168.0	121.0	249.0	105.0	164.0	192.0	200.0	238.0	187.0	133.0	225.0	177.0	141.0	142.0	275.0	220.0	213.0	219.0	156.0	223.0	204.0	184.0	110.0	117.0	186.0	242.0	226.0	97.0	243.0	175.0	196.0	211.0	231.0	216.0	228.0	131.0	86.0	126.0	71.0	134.0	123.0	161.0	285.0	167.0	49.0	152.0	85.0	210.0	213.0	140.0	172.0	189.0	176.0	118.0	247.0	273.0	234.0	227.0	97.0	190.0	182.0	176.0	253.0	183.0	280.0	202.0	267.0	61.0	121.0	265.0	274.0	211.0	153.0	60.0	236.0	136.0	147.0	172.0	114.0	232.0	138.0	260.0	93.0	124.0	199.0	231.0	132.0	166.0	150.0	225.0	276.0	127.0	126.0	155.0	77.0	161.0	246.0	168.0	143.0	158.0	183.0	171.0	186.0	66.0	151.0	141.0	138.0	197.0	222.0	234.0	197.0	178.0	197.0	232.0	115.0	193.0	153.0	79.0	157.0	115.0	111.0	106.0	134.0	193.0	95.0	223.0	123.0	208.0	246.0	135.0	231.0	51.0	244.0	61.0	75.0	154.0	160.0	63.0	133.0	224.0	264.0	113.0	273.0	212.0	130.0	197.0	40.0	65.0	168.0	180.0	131.0	227.0	88.0	110.0	81.0	286.0	194.0	97.0	63.0	110.0	140.0	139.0	77.0	172.0	197.0	75.0	148.0	167.0	185.0	152.0	143.0	109.0	248.0	241.0	37.0	164.0	81.0	208.0	22.0	137.0	203.0	245.0	194.0	90.0	111.0	179.0	227.0	36.0	120.0	77.0	104.0	222.0	211.0	211.0	156.0	261.0	265.0	270.0	184.0	42.0	179.0	150.0	213.0	119.0	216.0	73.0	183.0	52.0	90.0	84.0	234.0	131.0	148.0	195.0	141.0	272.0	138.0	68.0	196.0	78.0	220.0	125.0	233.0	270.0	245.0	199.0	249.0	124.0	192.0	213.0	121.0	281.0	117.0	162.0	125.0	280.0	163.0	183.0	183.0	161.0	274.0	121.0	125.0	270.0	121.0	122.0	181.0	96.0	252.0	234.0	198.0	252.0	251.0	225.0	226.0	59.0	244.0	241.0	160.0	151.0	158.0	140.0	120.0	123.0	193.0	67.0	77.0	86.0	237.0	184.0	196.0	95.0	156.0	123.0	267.0	195.0
