Simulation	Sample	Shannon
refKrak	SAMEA2467060	6.479705060478526
refKrak	SAMEA2466944	5.386237750332784
refKrak	SAMEA2466894	6.312760299212534
refKrak	SAMEA2467071	6.38309833502727
refKrak	SAMEA2466930	6.932804596606864
refKrak	SAMEA3136654	7.440050371821801
refKrak	SAMEA2466954	6.508261248024882
refKrak	SAMEA3136698	7.2203864627492145
refKrak	SAMEA2467051	6.560787591120901
refKrak	SAMEA2466942	7.432206786427728
refKrak	SAMEA2466953	7.076457866665238
refKrak	SAMEA2466890	7.148864937145138
refKrak	SAMEA2466938	6.845830467789291
refKrak	SAMEA2466979	7.133520061400863
refKrak	SAMEA3136738	7.062124368289242
refKrak	SAMEA3178938	6.747750786110844
refKrak	SAMEA2466977	7.19063587847828
refKrak	SAMEA3178942	6.022911653864363
refKrak	SAMEA2466966	6.43368374997749
refKrak	SAMEA2466951	7.495101477186362
refKrak	SAMEA3136728	6.8630806660164625
refKrak	SAMEA2466961	6.586872660304328
refKrak	SAMEA3136765	3.804764775267947
refKrak	SAMEA3136692	5.190588950791042
refKrak	SAMEA2466976	7.299606139677512
refKrak	SAMEA3136769	4.7189841928551735
refKrak	SAMEA2466931	6.847236548546433
refKrak	SAMEA2466908	7.108013163477792
refKrak	SAMEA2467081	6.528024661220653
refKrak	SAMEA2466946	6.834503805938175
refKrak	SAMEA3136766	5.657365358220369
refKrak	SAMEA2466896	5.48208317754045
refKrak	SAMEA3136666	6.333474420199839
refKrak	SAMEA3136730	6.0051544682897635
refKrak	SAMEA2467064	6.291656706674175
refKrak	SAMEA3136718	7.422742897475644
refKrak	SAMEA2466987	5.777237263965013
refKrak	SAMEA3136632	7.091531446745075
refKrak	SAMEA2466927	7.185007766785212
refKrak	SAMEA2466962	6.733388332498941
refKrak	SAMEA3136636	5.085162056917343
refKrak	SAMEA3136639	4.894555970882773
refKrak	SAMEA2467046	7.224824972502676
refKrak	SAMEA3136645	6.39788874367399
refKrak	SAMEA3136742	6.7431050167524225
refKrak	SAMEA3136686	5.7874737956107465
refKrak	SAMEA2466941	6.37694290758959
refKrak	SAMEA2466998	6.170480109907368
refKrak	SAMEA2467022	6.9122539295229535
refKrak	SAMEA2467063	6.59735887447202
refKrak	SAMEA3136647	3.3838263954389167
refKrak	SAMEA3136677	3.7737979364305017
refKrak	SAMEA2467079	5.118707467880048
refKrak	SAMEA2466956	5.814007185279935
refKrak	SAMEA2466893	6.312190051512684
refKrak	SAMEA3136726	6.736852979472656
refKrak	SAMEA3136719	6.588754761223544
refKrak	SAMEA2467080	6.910748666025525
refKrak	SAMEA2467043	6.074532110274514
refKrak	SAMEA3136715	6.169322829987944
refKrak	SAMEA2467061	7.053728199881298
refKrak	SAMEA2466969	5.993116707836695
refKrak	SAMEA2467083	6.738219703116208
refKrak	SAMEA2466906	7.0793136821470855
refKrak	SAMEA3136701	6.5703753552324
