#mpa_v31_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	SAMEA3178944.metaphlan4_profile	SAMEA3178943.metaphlan4_profile	SAMEA3178942.metaphlan4_profile	SAMEA3178941.metaphlan4_profile	SAMEA3178940.metaphlan4_profile	SAMEA3178939.metaphlan4_profile	SAMEA3178938.metaphlan4_profile	SAMEA3178937.metaphlan4_profile	SAMEA3178936.metaphlan4_profile	SAMEA3136769.metaphlan4_profile	SAMEA3136768.metaphlan4_profile	SAMEA3136767.metaphlan4_profile	SAMEA3136766.metaphlan4_profile	SAMEA3136765.metaphlan4_profile	SAMEA3136764.metaphlan4_profile	SAMEA3136763.metaphlan4_profile	SAMEA3136762.metaphlan4_profile	SAMEA3136761.metaphlan4_profile	SAMEA3136760.metaphlan4_profile	SAMEA3136759.metaphlan4_profile	SAMEA3136758.metaphlan4_profile	SAMEA3136757.metaphlan4_profile	SAMEA3136756.metaphlan4_profile	SAMEA3136755.metaphlan4_profile	SAMEA3136754.metaphlan4_profile	SAMEA3136753.metaphlan4_profile	SAMEA3136752.metaphlan4_profile	SAMEA3136751.metaphlan4_profile	SAMEA3136750.metaphlan4_profile	SAMEA3136749.metaphlan4_profile	SAMEA3136748.metaphlan4_profile	SAMEA3136747.metaphlan4_profile	SAMEA3136746.metaphlan4_profile	SAMEA3136745.metaphlan4_profile	SAMEA3136744.metaphlan4_profile	SAMEA3136743.metaphlan4_profile	SAMEA3136742.metaphlan4_profile	SAMEA3136741.metaphlan4_profile	SAMEA3136740.metaphlan4_profile	SAMEA3136739.metaphlan4_profile	SAMEA3136738.metaphlan4_profile	SAMEA3136737.metaphlan4_profile	SAMEA3136736.metaphlan4_profile	SAMEA3136735.metaphlan4_profile	SAMEA3136734.metaphlan4_profile	SAMEA3136733.metaphlan4_profile	SAMEA3136732.metaphlan4_profile	SAMEA3136731.metaphlan4_profile	SAMEA3136730.metaphlan4_profile	SAMEA3136729.metaphlan4_profile	SAMEA3136728.metaphlan4_profile	SAMEA3136727.metaphlan4_profile	SAMEA3136726.metaphlan4_profile	SAMEA3136725.metaphlan4_profile	SAMEA3136724.metaphlan4_profile	SAMEA3136723.metaphlan4_profile	SAMEA3136722.metaphlan4_profile	SAMEA3136721.metaphlan4_profile	SAMEA3136720.metaphlan4_profile	SAMEA3136719.metaphlan4_profile	SAMEA3136718.metaphlan4_profile	SAMEA3136717.metaphlan4_profile	SAMEA3136716.metaphlan4_profile	SAMEA3136715.metaphlan4_profile	SAMEA3136714.metaphlan4_profile	SAMEA3136713.metaphlan4_profile	SAMEA3136712.metaphlan4_profile	SAMEA3136711.metaphlan4_profile	SAMEA3136710.metaphlan4_profile	SAMEA3136709.metaphlan4_profile	SAMEA3136708.metaphlan4_profile	SAMEA3136707.metaphlan4_profile	SAMEA3136706.metaphlan4_profile	SAMEA3136705.metaphlan4_profile	SAMEA3136704.metaphlan4_profile	SAMEA3136703.metaphlan4_profile	SAMEA3136702.metaphlan4_profile	SAMEA3136701.metaphlan4_profile	SAMEA3136700.metaphlan4_profile	SAMEA3136699.metaphlan4_profile	SAMEA3136698.metaphlan4_profile	SAMEA3136697.metaphlan4_profile	SAMEA3136696.metaphlan4_profile	SAMEA3136695.metaphlan4_profile	SAMEA3136694.metaphlan4_profile	SAMEA3136693.metaphlan4_profile	SAMEA3136692.metaphlan4_profile	SAMEA3136691.metaphlan4_profile	SAMEA3136690.metaphlan4_profile	SAMEA3136689.metaphlan4_profile	SAMEA3136688.metaphlan4_profile	SAMEA3136687.metaphlan4_profile	SAMEA3136686.metaphlan4_profile	SAMEA3136685.metaphlan4_profile	SAMEA3136684.metaphlan4_profile	SAMEA3136683.metaphlan4_profile	SAMEA3136682.metaphlan4_profile	SAMEA3136681.metaphlan4_profile	SAMEA3136680.metaphlan4_profile	SAMEA3136679.metaphlan4_profile	SAMEA3136678.metaphlan4_profile	SAMEA3136677.metaphlan4_profile	SAMEA3136676.metaphlan4_profile	SAMEA3136675.metaphlan4_profile	SAMEA3136674.metaphlan4_profile	SAMEA3136673.metaphlan4_profile	SAMEA3136672.metaphlan4_profile	SAMEA3136671.metaphlan4_profile	SAMEA3136670.metaphlan4_profile	SAMEA3136669.metaphlan4_profile	SAMEA3136668.metaphlan4_profile	SAMEA3136667.metaphlan4_profile	SAMEA3136666.metaphlan4_profile	SAMEA3136665.metaphlan4_profile	SAMEA3136664.metaphlan4_profile	SAMEA3136663.metaphlan4_profile	SAMEA3136662.metaphlan4_profile	SAMEA3136661.metaphlan4_profile	SAMEA3136660.metaphlan4_profile	SAMEA3136659.metaphlan4_profile	SAMEA3136658.metaphlan4_profile	SAMEA3136657.metaphlan4_profile	SAMEA3136656.metaphlan4_profile	SAMEA3136655.metaphlan4_profile	SAMEA3136654.metaphlan4_profile	SAMEA3136653.metaphlan4_profile	SAMEA3136652.metaphlan4_profile	SAMEA3136651.metaphlan4_profile	SAMEA3136650.metaphlan4_profile	SAMEA3136649.metaphlan4_profile	SAMEA3136648.metaphlan4_profile	SAMEA3136647.metaphlan4_profile	SAMEA3136646.metaphlan4_profile	SAMEA3136645.metaphlan4_profile	SAMEA3136644.metaphlan4_profile	SAMEA3136643.metaphlan4_profile	SAMEA3136642.metaphlan4_profile	SAMEA3136641.metaphlan4_profile	SAMEA3136640.metaphlan4_profile	SAMEA3136639.metaphlan4_profile	SAMEA3136638.metaphlan4_profile	SAMEA3136637.metaphlan4_profile	SAMEA3136636.metaphlan4_profile	SAMEA3136635.metaphlan4_profile	SAMEA3136634.metaphlan4_profile	SAMEA3136633.metaphlan4_profile	SAMEA3136632.metaphlan4_profile	SAMEA3136631.metaphlan4_profile	SAMEA3136630.metaphlan4_profile	SAMEA3136629.metaphlan4_profile	SAMEA3136628.metaphlan4_profile	SAMEA3136627.metaphlan4_profile	SAMEA3136626.metaphlan4_profile	SAMEA3136625.metaphlan4_profile	SAMEA3136624.metaphlan4_profile	SAMEA3136623.metaphlan4_profile	SAMEA2467085.metaphlan4_profile	SAMEA2467084.metaphlan4_profile	SAMEA2467083.metaphlan4_profile	SAMEA2467082.metaphlan4_profile	SAMEA2467081.metaphlan4_profile	SAMEA2467080.metaphlan4_profile	SAMEA2467079.metaphlan4_profile	SAMEA2467078.metaphlan4_profile	SAMEA2467077.metaphlan4_profile	SAMEA2467076.metaphlan4_profile	SAMEA2467075.metaphlan4_profile	SAMEA2467074.metaphlan4_profile	SAMEA2467073.metaphlan4_profile	SAMEA2467072.metaphlan4_profile	SAMEA2467071.metaphlan4_profile	SAMEA2467070.metaphlan4_profile	SAMEA2467069.metaphlan4_profile	SAMEA2467068.metaphlan4_profile	SAMEA2467067.metaphlan4_profile	SAMEA2467066.metaphlan4_profile	SAMEA2467065.metaphlan4_profile	SAMEA2467064.metaphlan4_profile	SAMEA2467063.metaphlan4_profile	SAMEA2467062.metaphlan4_profile	SAMEA2467061.metaphlan4_profile	SAMEA2467060.metaphlan4_profile	SAMEA2467059.metaphlan4_profile	SAMEA2467058.metaphlan4_profile	SAMEA2467057.metaphlan4_profile	SAMEA2467056.metaphlan4_profile	SAMEA2467055.metaphlan4_profile	SAMEA2467054.metaphlan4_profile	SAMEA2467053.metaphlan4_profile	SAMEA2467052.metaphlan4_profile	SAMEA2467051.metaphlan4_profile	SAMEA2467050.metaphlan4_profile	SAMEA2467049.metaphlan4_profile	SAMEA2467048.metaphlan4_profile	SAMEA2467047.metaphlan4_profile	SAMEA2467046.metaphlan4_profile	SAMEA2467045.metaphlan4_profile	SAMEA2467044.metaphlan4_profile	SAMEA2467043.metaphlan4_profile	SAMEA2467042.metaphlan4_profile	SAMEA2467041.metaphlan4_profile	SAMEA2467040.metaphlan4_profile	SAMEA2467039.metaphlan4_profile	SAMEA2467038.metaphlan4_profile	SAMEA2467037.metaphlan4_profile	SAMEA2467036.metaphlan4_profile	SAMEA2467035.metaphlan4_profile	SAMEA2467034.metaphlan4_profile	SAMEA2467033.metaphlan4_profile	SAMEA2467032.metaphlan4_profile	SAMEA2467031.metaphlan4_profile	SAMEA2467030.metaphlan4_profile	SAMEA2467029.metaphlan4_profile	SAMEA2467028.metaphlan4_profile	SAMEA2467027.metaphlan4_profile	SAMEA2467026.metaphlan4_profile	SAMEA2467025.metaphlan4_profile	SAMEA2467024.metaphlan4_profile	SAMEA2467023.metaphlan4_profile	SAMEA2467022.metaphlan4_profile	SAMEA2467021.metaphlan4_profile	SAMEA2467020.metaphlan4_profile	SAMEA2467019.metaphlan4_profile	SAMEA2467018.metaphlan4_profile	SAMEA2467017.metaphlan4_profile	SAMEA2467016.metaphlan4_profile	SAMEA2467015.metaphlan4_profile	SAMEA2467014.metaphlan4_profile	SAMEA2467013.metaphlan4_profile	SAMEA2467012.metaphlan4_profile	SAMEA2467011.metaphlan4_profile	SAMEA2467010.metaphlan4_profile	SAMEA2467009.metaphlan4_profile	SAMEA2467008.metaphlan4_profile	SAMEA2467006.metaphlan4_profile	SAMEA2467004.metaphlan4_profile	SAMEA2467003.metaphlan4_profile	SAMEA2467002.metaphlan4_profile	SAMEA2467001.metaphlan4_profile	SAMEA2466999.metaphlan4_profile	SAMEA2466998.metaphlan4_profile	SAMEA2466997.metaphlan4_profile	SAMEA2466996.metaphlan4_profile	SAMEA2466995.metaphlan4_profile	SAMEA2466993.metaphlan4_profile	SAMEA2466992.metaphlan4_profile	SAMEA2466991.metaphlan4_profile	SAMEA2466989.metaphlan4_profile	SAMEA2466988.metaphlan4_profile	SAMEA2466987.metaphlan4_profile	SAMEA2466986.metaphlan4_profile	SAMEA2466984.metaphlan4_profile	SAMEA2466983.metaphlan4_profile	SAMEA2466981.metaphlan4_profile	SAMEA2466980.metaphlan4_profile	SAMEA2466979.metaphlan4_profile	SAMEA2466977.metaphlan4_profile	SAMEA2466976.metaphlan4_profile	SAMEA2466975.metaphlan4_profile	SAMEA2466974.metaphlan4_profile	SAMEA2466973.metaphlan4_profile	SAMEA2466972.metaphlan4_profile	SAMEA2466971.metaphlan4_profile	SAMEA2466970.metaphlan4_profile	SAMEA2466969.metaphlan4_profile	SAMEA2466968.metaphlan4_profile	SAMEA2466967.metaphlan4_profile	SAMEA2466966.metaphlan4_profile	SAMEA2466965.metaphlan4_profile	SAMEA2466964.metaphlan4_profile	SAMEA2466963.metaphlan4_profile	SAMEA2466962.metaphlan4_profile	SAMEA2466961.metaphlan4_profile	SAMEA2466960.metaphlan4_profile	SAMEA2466959.metaphlan4_profile	SAMEA2466958.metaphlan4_profile	SAMEA2466957.metaphlan4_profile	SAMEA2466956.metaphlan4_profile	SAMEA2466955.metaphlan4_profile	SAMEA2466954.metaphlan4_profile	SAMEA2466953.metaphlan4_profile	SAMEA2466952.metaphlan4_profile	SAMEA2466951.metaphlan4_profile	SAMEA2466950.metaphlan4_profile	SAMEA2466949.metaphlan4_profile	SAMEA2466948.metaphlan4_profile	SAMEA2466947.metaphlan4_profile	SAMEA2466946.metaphlan4_profile	SAMEA2466945.metaphlan4_profile	SAMEA2466944.metaphlan4_profile	SAMEA2466943.metaphlan4_profile	SAMEA2466942.metaphlan4_profile	SAMEA2466941.metaphlan4_profile	SAMEA2466940.metaphlan4_profile	SAMEA2466939.metaphlan4_profile	SAMEA2466938.metaphlan4_profile	SAMEA2466937.metaphlan4_profile	SAMEA2466936.metaphlan4_profile	SAMEA2466935.metaphlan4_profile	SAMEA2466934.metaphlan4_profile	SAMEA2466933.metaphlan4_profile	SAMEA2466932.metaphlan4_profile	SAMEA2466931.metaphlan4_profile	SAMEA2466930.metaphlan4_profile	SAMEA2466928.metaphlan4_profile	SAMEA2466927.metaphlan4_profile	SAMEA2466926.metaphlan4_profile	SAMEA2466925.metaphlan4_profile	SAMEA2466924.metaphlan4_profile	SAMEA2466923.metaphlan4_profile	SAMEA2466922.metaphlan4_profile	SAMEA2466921.metaphlan4_profile	SAMEA2466918.metaphlan4_profile	SAMEA2466917.metaphlan4_profile	SAMEA2466916.metaphlan4_profile	SAMEA2466915.metaphlan4_profile	SAMEA2466914.metaphlan4_profile	SAMEA2466913.metaphlan4_profile	SAMEA2466912.metaphlan4_profile	SAMEA2466911.metaphlan4_profile	SAMEA2466910.metaphlan4_profile	SAMEA2466908.metaphlan4_profile	SAMEA2466907.metaphlan4_profile	SAMEA2466906.metaphlan4_profile	SAMEA2466905.metaphlan4_profile	SAMEA2466904.metaphlan4_profile	SAMEA2466903.metaphlan4_profile	SAMEA2466902.metaphlan4_profile	SAMEA2466901.metaphlan4_profile	SAMEA2466900.metaphlan4_profile	SAMEA2466899.metaphlan4_profile	SAMEA2466898.metaphlan4_profile	SAMEA2466897.metaphlan4_profile	SAMEA2466896.metaphlan4_profile	SAMEA2466895.metaphlan4_profile	SAMEA2466894.metaphlan4_profile	SAMEA2466893.metaphlan4_profile	SAMEA2466892.metaphlan4_profile	SAMEA2466891.metaphlan4_profile	SAMEA2466890.metaphlan4_profile	SAMEA2466889.metaphlan4_profile	SAMEA2466888.metaphlan4_profile	SAMEA2466887.metaphlan4_profile
k__Archaea	2157	0.46198	8.79675	0	0	0	0.40697	0	0	0	0.00976	0.01884	1.35963	0.02082	0.02895	1.96197	0	0	0.28971	0.01146	1.90114	0	0.00976	9.19855	1.93038	0	1.527	0	0	0	0.09046	0	0	0.0297	0.11851	0	0.97149	0	0	0	0	9.09994	0	0	0	0.50919	0	5.2239	0.00418	0	0	1.66222	0.09686	8.33218	0	0	3.77135	0	6.05698	0.01069	0.01323	1.46404	0.65405	1.96755	0	0	0.61751	0	0	0	0	0	0.37554	0	0.39902	0	0	0	0	0.09221	0	3.27914	0	0.53624	0	0.91036	0	0	0	0	0	0	0	0	0.01447	2.41037	4.04516	0	0	0	0	0.05458	0	0	0.68768	0	0.4953	0	0.14067	0	0	0	0.12856	1.3154	0	0	0	0	0	0	0.94141	0	0	0	0	0	0	1.39717	0	0	0	0.23425	0.00662	0	0	0.59815	0	8.83003	0	0	0	0	0	0	0	0.05793	0	1.40769	0	0.76189	0	0	0	0	2.81644	0	0	0	0	0	0	0	0	0	0.06801	0	0.02239	0	0.65968	0.65616	0.56762	0	0	0	0	0	0.05877	0	0	0.23158	0	0.23591	0	0	0	0	0	0.51736	0	0	0.03392	0	0.08741	0	0.00203	0	0.58263	0	0.36719	0	0.28258	0	0	0	0	0	1.35429	0.33449	0.54488	0	0	0	0	1.41375	0	5.35008	0.30998	1.07426	15.44806	0	0.71405	0.25159	0	3.96017	0	0	0	0	0.01787	0	0	0	0	0	0.03459	0.92041	0.02319	0	2.41417	0	0	0	0.17113	1.13459	0	0.84975	0	1.16643	1.67477	0.88183	0	2.76139	5.42502	0	0.00819	0	0.31655	0.53425	2.48663	0	4.55965	6.27666	9.89563	1.94869	0	0	1.21775	0	0.01612	0	0	1.26013	0.02609	0	3.33229	1.51551	0.00404	0.01284	0	1.06586	0	0	0	0	0	1.35358	0.00651	0.06735	0	0.16298	0	1.70209	4.49156	0	1.44792	1.43042	0.00325	0	0	0	5.05402	0.00438	2.58581	1.32881	3.80954	0	0	0.07781	0.01708	0	0	0	0	0	0	0	21.99158	0.02179	0.85785	0	2.64172	0	0	0	0.51716	0.00186	0	1.35028	0.00082	0.18826	0	0.45302	5.90939	0.29384	0.02714	0	0	0.0701	0.07441	0.5465	0.00597	1.2103	0	2.04816
k__Archaea|p__Euryarchaeota	2157|28890	0.46198	8.79675	0	0	0	0.40697	0	0	0	0.00976	0.01884	1.35963	0.02082	0.02895	1.96197	0	0	0.28971	0.01146	1.90114	0	0.00976	9.19855	1.93038	0	1.527	0	0	0	0.09046	0	0	0.0297	0.11851	0	0.97149	0	0	0	0	9.09994	0	0	0	0.50919	0	5.2239	0.00418	0	0	1.66222	0.09686	8.33218	0	0	3.77135	0	6.05698	0.01069	0.01323	1.46404	0.65405	1.96755	0	0	0.61751	0	0	0	0	0	0.37554	0	0.39902	0	0	0	0	0.09221	0	3.27914	0	0.53624	0	0.91036	0	0	0	0	0	0	0	0	0.01447	2.41037	4.04516	0	0	0	0	0.05458	0	0	0.68768	0	0.4953	0	0.14067	0	0	0	0.12856	1.3154	0	0	0	0	0	0	0.94141	0	0	0	0	0	0	1.39717	0	0	0	0.23425	0.00662	0	0	0.59815	0	8.83003	0	0	0	0	0	0	0	0.05793	0	1.40769	0	0.76189	0	0	0	0	2.81644	0	0	0	0	0	0	0	0	0	0.06801	0	0.02239	0	0.65968	0.65616	0.56762	0	0	0	0	0	0.05877	0	0	0.23158	0	0.23591	0	0	0	0	0	0.51736	0	0	0.03392	0	0.08741	0	0.00203	0	0.58263	0	0.36719	0	0.28258	0	0	0	0	0	1.35429	0.33449	0.54488	0	0	0	0	1.41375	0	5.35008	0.30998	1.07426	15.44806	0	0.71405	0.25159	0	3.96017	0	0	0	0	0.01787	0	0	0	0	0	0.03459	0.92041	0.02319	0	2.41417	0	0	0	0.17113	1.13459	0	0.84975	0	1.16643	1.67477	0.88183	0	2.76139	5.42502	0	0.00819	0	0.31655	0.53425	2.48663	0	4.55965	6.27666	9.89563	1.94869	0	0	1.21775	0	0.01612	0	0	1.26013	0.02609	0	3.33229	1.51551	0.00404	0.01284	0	1.06586	0	0	0	0	0	1.35358	0.00651	0.06735	0	0.16298	0	1.70209	4.49156	0	1.44792	1.43042	0.00325	0	0	0	5.05402	0.00438	2.58581	1.32881	3.80954	0	0	0.07781	0.01708	0	0	0	0	0	0	0	21.99158	0.02179	0.85785	0	2.64172	0	0	0	0.51716	0.00186	0	1.35028	0.00082	0.18826	0	0.45302	5.90939	0.29384	0.02714	0	0	0.0701	0.07441	0.5465	0.00597	1.2103	0	2.04816
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	0.46198	8.79675	0	0	0	0.40697	0	0	0	0.00976	0.01884	1.35963	0.02082	0.02895	1.96197	0	0	0.28971	0.01146	1.90114	0	0.00976	9.19855	1.93038	0	1.527	0	0	0	0.09046	0	0	0.0297	0.11851	0	0.97149	0	0	0	0	9.09994	0	0	0	0.50919	0	5.2239	0.00418	0	0	1.66222	0.09686	8.33218	0	0	3.77135	0	6.05698	0.01069	0.01323	1.46404	0.65405	1.96755	0	0	0.61751	0	0	0	0	0	0.37554	0	0.39902	0	0	0	0	0.09221	0	3.27914	0	0.53624	0	0.91036	0	0	0	0	0	0	0	0	0.01447	2.41037	4.04516	0	0	0	0	0.05458	0	0	0.68768	0	0.4953	0	0.14067	0	0	0	0.12856	1.3154	0	0	0	0	0	0	0.94141	0	0	0	0	0	0	1.39717	0	0	0	0.23425	0.00662	0	0	0.59815	0	8.80255	0	0	0	0	0	0	0	0.05793	0	1.40769	0	0.72385	0	0	0	0	2.81644	0	0	0	0	0	0	0	0	0	0.06801	0	0.02239	0	0.65968	0.65616	0.56762	0	0	0	0	0	0.05877	0	0	0.23158	0	0.23591	0	0	0	0	0	0.51736	0	0	0.03392	0	0.08741	0	0.00203	0	0	0	0.36719	0	0.28258	0	0	0	0	0	1.35429	0.33449	0.54488	0	0	0	0	1.41375	0	5.35008	0.30998	1.07426	15.44806	0	0.71405	0.1385	0	3.96017	0	0	0	0	0.01787	0	0	0	0	0	0.03459	0.92041	0.02319	0	2.41417	0	0	0	0.17113	1.13459	0	0.84975	0	1.16643	0.04231	0.88183	0	2.76139	5.42502	0	0.00819	0	0.31655	0.53425	2.48663	0	4.55965	6.27666	9.89563	1.94869	0	0	1.21775	0	0.01612	0	0	1.26013	0.02609	0	3.33229	1.51551	0.00404	0.01284	0	1.06586	0	0	0	0	0	1.35358	0.00651	0.06735	0	0.16298	0	0.13893	4.49156	0	1.44792	1.43042	0.00325	0	0	0	5.05402	0.00438	2.58581	1.32881	3.80954	0	0	0.07781	0.01708	0	0	0	0	0	0	0	21.99158	0.02179	0.85785	0	2.64172	0	0	0	0.51716	0.00186	0	1.35028	0.00082	0.18826	0	0.45302	5.75516	0.29384	0.02714	0	0	0.0701	0.07441	0.5465	0.00597	0.97468	0	2.04816
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	2157|28890|183925|2158	0.46198	8.79675	0	0	0	0.40697	0	0	0	0.00976	0.01884	1.35963	0.02082	0.02895	1.96197	0	0	0.28971	0.01146	1.90114	0	0.00976	9.19855	1.93038	0	1.527	0	0	0	0.09046	0	0	0.0297	0.11851	0	0.97149	0	0	0	0	9.09994	0	0	0	0.50919	0	5.2239	0.00418	0	0	1.66222	0.09686	8.33218	0	0	3.77135	0	6.05698	0.01069	0.01323	1.46404	0.65405	1.96755	0	0	0.61751	0	0	0	0	0	0.37554	0	0.39902	0	0	0	0	0.09221	0	3.27914	0	0.53624	0	0.91036	0	0	0	0	0	0	0	0	0.01447	2.41037	4.04516	0	0	0	0	0.05458	0	0	0.68768	0	0.4953	0	0.14067	0	0	0	0.12856	1.3154	0	0	0	0	0	0	0.94141	0	0	0	0	0	0	1.39717	0	0	0	0.23425	0.00662	0	0	0.59815	0	8.80255	0	0	0	0	0	0	0	0.05793	0	1.40769	0	0.72385	0	0	0	0	2.81644	0	0	0	0	0	0	0	0	0	0.06801	0	0.02239	0	0.65968	0.65616	0.56762	0	0	0	0	0	0.05877	0	0	0.23158	0	0.23591	0	0	0	0	0	0.51736	0	0	0.03392	0	0.08741	0	0.00203	0	0	0	0.36719	0	0.28258	0	0	0	0	0	1.35429	0.33449	0.54488	0	0	0	0	1.41375	0	5.35008	0.30998	1.07426	15.44806	0	0.71405	0.1385	0	3.96017	0	0	0	0	0.01787	0	0	0	0	0	0.03459	0.92041	0.02319	0	2.41417	0	0	0	0.17113	1.13459	0	0.84975	0	1.16643	0.04231	0.88183	0	2.76139	5.42502	0	0.00819	0	0.31655	0.53425	2.48663	0	4.55965	6.27666	9.89563	1.94869	0	0	1.21775	0	0.01612	0	0	1.26013	0.02609	0	3.33229	1.51551	0.00404	0.01284	0	1.06586	0	0	0	0	0	1.35358	0.00651	0.06735	0	0.16298	0	0.13893	4.49156	0	1.44792	1.43042	0.00325	0	0	0	5.05402	0.00438	2.58581	1.32881	3.80954	0	0	0.07781	0.01708	0	0	0	0	0	0	0	21.99158	0.02179	0.85785	0	2.64172	0	0	0	0.51716	0.00186	0	1.35028	0.00082	0.18826	0	0.45302	5.75516	0.29384	0.02714	0	0	0.0701	0.07441	0.5465	0.00597	0.97468	0	2.04816
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	2157|28890|183925|2158|2159	0.46198	8.79675	0	0	0	0.40697	0	0	0	0.00976	0.01884	1.35963	0.02082	0.02895	1.96197	0	0	0.28971	0.01146	1.90114	0	0.00976	9.19855	1.93038	0	1.527	0	0	0	0.09046	0	0	0.0297	0.11851	0	0.97149	0	0	0	0	9.09994	0	0	0	0.50919	0	5.2239	0.00418	0	0	1.66222	0.09686	8.33218	0	0	3.77135	0	6.05698	0.01069	0.01323	1.46404	0.65405	1.96755	0	0	0.61751	0	0	0	0	0	0.37554	0	0.39902	0	0	0	0	0.09221	0	3.27914	0	0.53624	0	0.91036	0	0	0	0	0	0	0	0	0.01447	2.41037	4.04516	0	0	0	0	0.05458	0	0	0.68768	0	0.4953	0	0.14067	0	0	0	0.12856	1.3154	0	0	0	0	0	0	0.94141	0	0	0	0	0	0	1.39717	0	0	0	0.23425	0.00662	0	0	0.59815	0	8.80255	0	0	0	0	0	0	0	0.05793	0	1.40769	0	0.72385	0	0	0	0	2.81644	0	0	0	0	0	0	0	0	0	0.06801	0	0.02239	0	0.65968	0.65616	0.56762	0	0	0	0	0	0.05877	0	0	0.23158	0	0.23591	0	0	0	0	0	0.51736	0	0	0.03392	0	0.08741	0	0.00203	0	0	0	0.36719	0	0.28258	0	0	0	0	0	1.35429	0.33449	0.54488	0	0	0	0	1.41375	0	5.35008	0.30998	1.07426	15.44806	0	0.71405	0.1385	0	3.96017	0	0	0	0	0.01787	0	0	0	0	0	0.03459	0.92041	0.02319	0	2.41417	0	0	0	0.17113	1.13459	0	0.84975	0	1.16643	0.04231	0.88183	0	2.76139	5.42502	0	0.00819	0	0.31655	0.53425	2.48663	0	4.55965	6.27666	9.89563	1.94869	0	0	1.21775	0	0.01612	0	0	1.26013	0.02609	0	3.33229	1.51551	0.00404	0.01284	0	1.06586	0	0	0	0	0	1.35358	0.00651	0.06735	0	0.16298	0	0.13893	4.49156	0	1.44792	1.43042	0.00325	0	0	0	5.05402	0.00438	2.58581	1.32881	3.80954	0	0	0.07781	0.01708	0	0	0	0	0	0	0	21.99158	0.02179	0.85785	0	2.64172	0	0	0	0.51716	0.00186	0	1.35028	0.00082	0.18826	0	0.45302	5.75516	0.29384	0.02714	0	0	0.0701	0.07441	0.5465	0.00597	0.97468	0	2.04816
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium	2157|28890|183925|2158|2159|2160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium_sp_MB1	2157|28890|183925|2158|2159|2160|1379702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
