	L1	L2	JSD	Mantel (Pearson)	Mantel (Spearman)
kraken2 + bracken	2101.839289792872	9.852909357668352	0.009827911426648905	0.9779285875344426	0.9775008443381845
metaphlan3	2012.45660301133	11.140665718119786	0.01937845202438137	0.9116072054888421	0.9111346294866176
motus3	559.5691798121832	3.3949986752912884	0.006193752308555192	0.987090309346587	0.9873817024309283
metaphlan4	228.56497327471857	1.1990749152159201	0.0016923912148629836	0.9990043892182855	0.9988990659126014
