	L1	L2	JSD	Mantel (Pearson)	Mantel (Spearman)
kraken2 + bracken	2517.058121868138	13.502112926902983	0.031022167950202392	0.7929844839522932	0.7921278762434854
metaphlan3	2592.3269651306755	12.97570096848241	0.024514541144105003	0.89565034016276	0.879860690579993
motus3	865.9766153289588	4.639314392904652	0.010676901000272096	0.9781235313393629	0.9732758065979565
metaphlan4	1058.8759397624906	5.7088803127358885	0.01274116857684722	0.9683995655808756	0.9627880786471412
