	kraken2 + bracken	metaphlan3	motus3	metaphlan4
SAMEA2466887	0.20084748514034828	0.4288742276084486	0.20696892481952897	0.16767515366760172
SAMEA2466888	0.1960101901934178	0.5797246047421923	0.22132254166017287	0.16280693431542115
SAMEA2466889	0.2073918373206032	0.6632990742730643	0.2290935785780996	0.15347071396281048
SAMEA2466890	0.2032052645047764	0.41157016729832213	0.2099539773274077	0.09029201293439555
SAMEA2466891	0.24719531254884172	0.44385826968143605	0.25352574684968177	0.1544244544042656
SAMEA2466892	0.1763318322672233	0.3300390248063592	0.2346814798088294	0.07604011076165697
SAMEA2466893	0.1916071597909691	0.508062961594793	0.19372463424426906	0.08456907129366352
SAMEA2466894	0.17681177251702007	0.45872507838607995	0.18048623071054162	0.0850064638027331
SAMEA2466895	0.2104514681500042	0.40455237111539455	0.30282670171791015	0.0871090260997056
SAMEA2466896	0.29988667126927965	0.6604630681523953	0.48097058075274424	0.4045008443481564
SAMEA2466897	0.1826227443274396	0.388524079542693	0.2193555865106652	0.10277605438833994
SAMEA2466898	0.22339801209777557	0.5403412610677442	0.14442871202026716	0.12110326976916565
SAMEA2466899	0.20120009804038055	0.5384795640806503	0.22912352636756658	0.17317552018989393
SAMEA2466900	0.1871284918089654	0.5613528147226755	0.3328647679275255	0.3053852663199591
SAMEA2466901	0.19531869359646345	0.4818993948379391	0.1678016208994271	0.058848656617724024
SAMEA2466902	0.19745700747960293	0.4942338882598249	0.2198452618108888	0.12394173897951656
SAMEA2466903	0.17963279126267812	0.5251743147272663	0.18993492927987682	0.08578274484155098
SAMEA2466904	0.18508775155232263	0.5260091351083572	0.16315155926047106	0.12554689295378466
SAMEA2466905	0.17162009267137546	0.45725916100800534	0.15868676027260156	0.08646040526881994
SAMEA2466906	0.20214464392529224	0.3654635553008497	0.15948899424457222	0.10177724672314074
SAMEA2466907	0.19218866874473425	0.3573296828616193	0.30091804370004	0.1003420408052362
SAMEA2466908	0.17547631382468548	0.4672657776144067	0.18741221112978942	0.07932818731708623
SAMEA2466910	0.18591941028343936	0.46922208913124136	0.16827547611635843	0.10910958443561365
SAMEA2466911	0.17726375335988548	0.5176990251355701	0.22517958643258276	0.1251148576388401
SAMEA2466912	0.17539157576921596	0.3474242315069454	0.17946617847222354	0.06308920950565644
SAMEA2466913	0.19739681961225208	0.43503586901003294	0.25960295699341224	0.12856502218008128
SAMEA2466914	0.16304182703650968	0.464332290560406	0.2075750636236865	0.08479213580668903
SAMEA2466915	0.23119668814898686	0.6738890110097713	0.22582901704391392	0.14527970029239584
SAMEA2466916	0.23835802908637174	0.5141846019218361	0.363419370054164	0.20668663719453934
SAMEA2466917	0.2412801369908543	0.20324878775885014	0.3930612012570634	0.11776249046028239
SAMEA2466918	0.1884505953977916	0.44225191641923034	0.2176695414963248	0.176722357833414
SAMEA2466921	0.23663336067808136	0.4438547320611454	0.3929276592131454	0.16465804392832573
SAMEA2466922	0.1537350674939699	0.6627256657565124	0.15305429639352508	0.11222990002332218
SAMEA2466923	0.21128809784661143	0.39442530391856157	0.2856877298923215	0.14546356410236028
SAMEA2466924	0.17150373675848324	0.3004667101594793	0.20828284785774695	0.10015731009385243
SAMEA2466925	0.1978487086786965	0.4910998453569467	0.22062694084239445	0.13144252584410812
SAMEA2466926	0.25322410172925525	0.3443151099516179	0.19224797485840953	0.08721549087027708
SAMEA2466927	0.20318915338820398	0.45680485685372274	0.2709731296439485	0.13035812795587146
SAMEA2466928	0.20787279686366467	0.3449241168616922	0.19271384850602297	0.11960360671989911
SAMEA2466930	0.22720954054113562	0.34947739579782977	0.16852919824557439	0.10987089447639874
SAMEA2466931	0.19260052973470201	0.4513802539804853	0.23945759554955964	0.1097433053884304
SAMEA2466932	0.21450332758171217	0.5186779428717172	0.2115799336051439	0.13589733359256329
SAMEA2466933	0.17992389352531274	0.4733685058332765	0.2395808982186011	0.13690664824161514
SAMEA2466934	0.21490306747096966	0.5795115979772714	0.20193011866465102	0.11265530836961413
