	L1	L2	JSD	Mantel (Pearson)	Mantel (Spearman)
kraken2 + bracken	1340.0021064142145	6.754605425914984	0.03243681452223983	0.9767295482160148	0.9744783911975953
metaphlan3	2057.58993169107	10.498058826012889	0.04385031572853475	0.9326247570164306	0.9270669258556603
motus3	648.246908248492	3.6750849514294677	0.017197240639569657	0.9881401212083347	0.9871839854206839
metaphlan4	437.898539185798	2.39762196087612	0.01056293696572947	0.9956743758154847	0.9954492163367802
