#mpa_v31_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	SAMEA3178944	SAMEA3178943	SAMEA3178942	SAMEA3178941	SAMEA3178940	SAMEA3178939	SAMEA3178938	SAMEA3178937	SAMEA3178936	SAMEA3136769	SAMEA3136768	SAMEA3136767	SAMEA3136766	SAMEA3136765	SAMEA3136764	SAMEA3136763	SAMEA3136762	SAMEA3136761	SAMEA3136760	SAMEA3136759	SAMEA3136758	SAMEA3136757	SAMEA3136756	SAMEA3136755	SAMEA3136754	SAMEA3136753	SAMEA3136752	SAMEA3136751	SAMEA3136750	SAMEA3136749	SAMEA3136748	SAMEA3136747	SAMEA3136746	SAMEA3136745	SAMEA3136744	SAMEA3136743	SAMEA3136742	SAMEA3136741	SAMEA3136740	SAMEA3136739	SAMEA3136738	SAMEA3136737	SAMEA3136736	SAMEA3136735	SAMEA3136734	SAMEA3136733	SAMEA3136732	SAMEA3136731	SAMEA3136730	SAMEA3136729	SAMEA3136728	SAMEA3136727	SAMEA3136726	SAMEA3136725	SAMEA3136724	SAMEA3136723	SAMEA3136722	SAMEA3136721	SAMEA3136720	SAMEA3136719	SAMEA3136718	SAMEA3136717	SAMEA3136716	SAMEA3136715	SAMEA3136714	SAMEA3136713	SAMEA3136712	SAMEA3136711	SAMEA3136710	SAMEA3136709	SAMEA3136708	SAMEA3136707	SAMEA3136706	SAMEA3136705	SAMEA3136704	SAMEA3136703	SAMEA3136702	SAMEA3136701	SAMEA3136700	SAMEA3136699	SAMEA3136698	SAMEA3136697	SAMEA3136696	SAMEA3136695	SAMEA3136694	SAMEA3136693	SAMEA3136692	SAMEA3136691	SAMEA3136690	SAMEA3136689	SAMEA3136688	SAMEA3136687	SAMEA3136686	SAMEA3136685	SAMEA3136684	SAMEA3136683	SAMEA3136682	SAMEA3136681	SAMEA3136680	SAMEA3136679	SAMEA3136678	SAMEA3136677	SAMEA3136676	SAMEA3136675	SAMEA3136674	SAMEA3136673	SAMEA3136672	SAMEA3136671	SAMEA3136670	SAMEA3136669	SAMEA3136668	SAMEA3136667	SAMEA3136666	SAMEA3136665	SAMEA3136664	SAMEA3136663	SAMEA3136662	SAMEA3136661	SAMEA3136660	SAMEA3136659	SAMEA3136658	SAMEA3136657	SAMEA3136656	SAMEA3136655	SAMEA3136654	SAMEA3136653	SAMEA3136652	SAMEA3136651	SAMEA3136650	SAMEA3136649	SAMEA3136648	SAMEA3136646	SAMEA3136645	SAMEA3136644	SAMEA3136643	SAMEA3136642	SAMEA3136641	SAMEA3136640	SAMEA3136639	SAMEA3136638	SAMEA3136637	SAMEA3136636	SAMEA3136635	SAMEA3136634	SAMEA3136633	SAMEA3136632	SAMEA3136631	SAMEA3136630	SAMEA3136629	SAMEA3136628	SAMEA3136627	SAMEA3136626	SAMEA3136625	SAMEA3136624	SAMEA3136623	SAMEA2467085	SAMEA2467084	SAMEA2467083	SAMEA2467082	SAMEA2467081	SAMEA2467080	SAMEA2467079	SAMEA2467078	SAMEA2467077	SAMEA2467076	SAMEA2467075	SAMEA2467074	SAMEA2467073	SAMEA2467072	SAMEA2467071	SAMEA2467070	SAMEA2467069	SAMEA2467068	SAMEA2467067	SAMEA2467066	SAMEA2467065	SAMEA2467064	SAMEA2467063	SAMEA2467062	SAMEA2467061	SAMEA2467060	SAMEA2467059	SAMEA2467058	SAMEA2467057	SAMEA2467056	SAMEA2467055	SAMEA2467054	SAMEA2467053	SAMEA2467052	SAMEA2467051	SAMEA2467050	SAMEA2467049	SAMEA2467048	SAMEA2467047	SAMEA2467046	SAMEA2467045	SAMEA2467044	SAMEA2467043	SAMEA2467042	SAMEA2467041	SAMEA2467040	SAMEA2467039	SAMEA2467038	SAMEA2467037	SAMEA2467036	SAMEA2467035	SAMEA2467034	SAMEA2467033	SAMEA2467032	SAMEA2467031	SAMEA2467030	SAMEA2467029	SAMEA2467028	SAMEA2467027	SAMEA2467026	SAMEA2467025	SAMEA2467024	SAMEA2467023	SAMEA2467022	SAMEA2467021	SAMEA2467020	SAMEA2467019	SAMEA2467018	SAMEA2467017	SAMEA2467016	SAMEA2467015	SAMEA2467014	SAMEA2467013	SAMEA2467012	SAMEA2467011	SAMEA2467010	SAMEA2467009	SAMEA2467008	SAMEA2467006	SAMEA2467004	SAMEA2467003	SAMEA2467002	SAMEA2467001	SAMEA2466999	SAMEA2466998	SAMEA2466997	SAMEA2466996	SAMEA2466995	SAMEA2466993	SAMEA2466992	SAMEA2466991	SAMEA2466989	SAMEA2466988	SAMEA2466987	SAMEA2466986	SAMEA2466984	SAMEA2466983	SAMEA2466981	SAMEA2466980	SAMEA2466979	SAMEA2466977	SAMEA2466976	SAMEA2466975	SAMEA2466974	SAMEA2466973	SAMEA2466972	SAMEA2466971	SAMEA2466970	SAMEA2466969	SAMEA2466968	SAMEA2466967	SAMEA2466966	SAMEA2466965	SAMEA2466964	SAMEA2466963	SAMEA2466962	SAMEA2466961	SAMEA2466960	SAMEA2466959	SAMEA2466958	SAMEA2466957	SAMEA2466956	SAMEA2466955	SAMEA2466954	SAMEA2466953	SAMEA2466952	SAMEA2466951	SAMEA2466950	SAMEA2466949	SAMEA2466948	SAMEA2466947	SAMEA2466946	SAMEA2466945	SAMEA2466944	SAMEA2466943	SAMEA2466942	SAMEA2466941	SAMEA2466940	SAMEA2466939	SAMEA2466938	SAMEA2466937	SAMEA2466936	SAMEA2466935	SAMEA2466934	SAMEA2466933	SAMEA2466932	SAMEA2466931	SAMEA2466930	SAMEA2466928	SAMEA2466927	SAMEA2466926	SAMEA2466925	SAMEA2466924	SAMEA2466923	SAMEA2466922	SAMEA2466921	SAMEA2466920	SAMEA2466918	SAMEA2466917	SAMEA2466916	SAMEA2466915	SAMEA2466914	SAMEA2466913	SAMEA2466912	SAMEA2466911	SAMEA2466910	SAMEA2466908	SAMEA2466907	SAMEA2466906	SAMEA2466905	SAMEA2466904	SAMEA2466903	SAMEA2466902	SAMEA2466901	SAMEA2466900	SAMEA2466899	SAMEA2466898	SAMEA2466897	SAMEA2466896	SAMEA2466895	SAMEA2466894	SAMEA2466893	SAMEA2466892	SAMEA2466891	SAMEA2466890	SAMEA2466889	SAMEA2466888	SAMEA2466887
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter|s__Lawsonibacter_asaccharolyticus	2|1239|186801|186802||2172004|2108523	0.15334	0.00502	0.03951	0.01269	0	0.02268	0.02197	0	0.03022	0	0	0	0	0	0.01272	0.06164	0.00183	0	0.01302	0.0187	0	0	0	0	0.02624	0	0.02946	0.00498	0	0.30856	0	0	0.0182	0.18027	0.04808	0	0.01232	0.09022	0.13092	0.01262	0.02004	0	0.09908	0.06955	0.06415	0	0.0402	0.22661	0	0.03266	0	0.0165	0.00839	0.00103	0	0	0	0	0	0	0.02719	0.01281	0	0.00444	0	0	0	0	0	0	0	0.03915	0	0.05702	0	0.00517	0	0.02409	0.1051	0.00317	0.00166	0.06554	0	0.02105	0.01339	0	0	0	0	0.02411	0.00304	0	0	0	0.01059	0	0	0	0.00125	0	0	0	0.00604	0.02515	0	0	0	0.0679	0	0.02414	0	0	0	0	0	0.00233	0	0	0	0	0	0	0	0	0.00111	0.03545	0.00508	0	0	0	0	0.0009	0	0	0	0.02522	0.11076	0	0	0	0	0	0	0	0	0	0	0	0.00791	0	0.00747	0.00171	0	0	0	0	0.02828	0.13959	0.0071	0.02971	0	0.00267	0.01253	0.12193	0.00229	0.16655	0	0.01037	0.03404	0.01169	0.05028	0.04164	0	0.07569	0.09841	0.08796	0.04034	0.00486	0	0.0041	0.03817	0.01119	0	0.00908	0	0.03291	0.00253	0.06222	0.02915	0.05816	0.00055	0	0.0154	0.18763	0.00671	0.0028	0	0.08985	0.00047	0	0.01539	0.00543	0.14558	0	0.00605	0	0	0	0	0	0	0	0.00653	0	0.03828	0.04908	0	0	0	0	0	0.00941	0	0	0.00131	0.00598	0	0.01031	0.02758	0.00508	0.0182	0	0.00387	0	0.04494	0	0	0.03797	0.01721	0.01975	0.0041	0	0.00187	0.04886	0.01733	0.01895	0.0953	0.01211	0	0	0.00076	0	0.00246	0	0.00377	0.0048	0.0029	0.00822	0	0.01792	0	0	0.00068	0.01294	0	0.01722	0	0	0	0	0.01944	0.00061	0	0	0.01101	0	0.07318	0	0.08205	0	0.00172	0.15481	0	0	0	0.03785	0.02644	0.09226	0.03648	0.0489	0.01112	0	0.00173	0.14354	0	0.16724	0.00992	0	0.03904	0	0.00316	0	0	0.03403	0.03634	0	0.00544	0.04194	0	0.16739	0.00364	0	0	0	0	0	0	0	0	0.01056	0	0	0.0005	0	0.00661	0.04786	0	0.01036	0	0	0	0	0	0	0.01825	0	0	0	0	0.00591	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Monoglobus	2|1239|186801|186802||2039302	0	0.03518	0	0	0.12964	0	0.36184	0	0	0	0	0	0	0	0	0	0	0	0.05048	0	0	0	0.9087	0.89761	0.28677	0	0	0	0	0	0	0	0.08172	0	0	0	0.22557	0.73375	0	0	0	3.51733	0	0	0.12285	0	0	0.03225	0	0.11495	0.7769	0	0.97507	0	0	0.44958	0	0.02277	0	0	0	0	0	0	0	0	9.96822	0	0	0	0	0	0	0	0.26334	0.10518	0	0	0.28201	0	0	0.30998	0	0	0.28941	0	1.15877	0	0	0.06868	0	0.30066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23603	0	0.14245	0	0	0.70293	0	0.4726	0	0.09603	0	0	0	0.77808	0	0	0	0.39823	0.03107	0.39007	0	0.17295	0	0	0	0	0	0	0	0.20163	0.51126	0	0	0	0	0	0	0	0.30343	0.82181	0	0	0	0	0	0.37518	0.49325	0.4438	0	0	0	0	0	0	0	0	0.11132	0	0	0	0	2.82673	0	0	0.67296	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05744	0	0	0	0	0	0	0	0	1.06648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05151	0	0	0.39691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12452	0	0	0	0	0	0	0	0	0	0.16818	0	0	0	0	0	0	0	0	0	0	0	0	1.12187	0	0	0.13508	0	0	0.30852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Monoglobus|s__Monoglobus_pectinilyticus	2|1239|186801|186802||2039302|1981510	0	0.03518	0	0	0.12964	0	0.36184	0	0	0	0	0	0	0	0	0	0	0	0.05048	0	0	0	0.9087	0.89761	0.28677	0	0	0	0	0	0	0	0.08172	0	0	0	0.22557	0.73375	0	0	0	3.51733	0	0	0.12285	0	0	0.03225	0	0.11495	0.7769	0	0.97507	0	0	0.44958	0	0.02277	0	0	0	0	0	0	0	0	9.96822	0	0	0	0	0	0	0	0.26334	0.10518	0	0	0.28201	0	0	0.30998	0	0	0.28941	0	1.15877	0	0	0.06868	0	0.30066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23603	0	0.14245	0	0	0.70293	0	0.4726	0	0.09603	0	0	0	0.77808	0	0	0	0.39823	0.03107	0.39007	0	0.17295	0	0	0	0	0	0	0	0.20163	0.51126	0	0	0	0	0	0	0	0.30343	0.82181	0	0	0	0	0	0.37518	0.49325	0.4438	0	0	0	0	0	0	0	0	0.11132	0	0	0	0	2.82673	0	0	0.67296	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05744	0	0	0	0	0	0	0	0	1.06648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05151	0	0	0.39691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12452	0	0	0	0	0	0	0	0	0	0.16818	0	0	0	0	0	0	0	0	0	0	0	0	1.12187	0	0	0.13508	0	0	0.30852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	2|1239|186801|186802|186806	1.53312	2.50421	1.58698	10.43142	10.35194	4.69914	6.01322	4.23152	13.49729	0.46328	0.03277	1.83988	3.9537	0.9572	1.35919	1.84345	12.01005	2.50066	3.38818	3.08757	7.30543	3.97069	0.3003	6.25112	5.38513	0.33774	4.85475	6.5304	9.0016	1.57405	6.91783	23.82522	3.19914	0	11.347	12.46852	11.51393	4.88762	5.04934	4.75836	2.12751	9.61423	15.69441	4.48908	6.61047	3.9908	10.95701	5.59716	2.80993	3.52103	29.13108	6.4201	2.78546	1.23097	3.66848	3.36625	0.03365	1.43713	6.3828	7.60866	1.68328	2.55014	3.73533	2.05978	4.60342	3.62003	0.49542	8.10906	11.26404	13.55488	4.35289	1.43243	6.73286	4.48919	7.21099	6.2012	0	5.10302	6.57924	1.68412	1.03851	5.5975	1.21223	5.01995	6.49762	5.78323	0	16.61102	0	2.50345	5.45028	18.82716	10.68222	5.64956	5.14045	1.13412	4.05784	0	15.80029	6.71306	3.0785	0	2.78323	2.1189	16.86706	4.0951	1.51688	2.98887	13.05904	11.53671	0.24597	6.81793	6.39847	2.1982	15.48819	4.80347	7.16884	2.48428	7.55898	3.95811	7.13056	0.00041	6.50352	14.98248	5.11912	4.01619	14.36175	4.27116	14.01251	1.0421	17.60259	0.99284	3.8354	3.13339	5.49884	9.29236	2.65552	0.5288	4.45671	5.06033	17.85092	12.47094	4.43366	2.61732	4.45342	11.36655	11.92189	10.70566	15.38902	6.02959	10.85859	0.68444	1.80181	8.6234	6.94494	5.9069	9.89428	3.68811	22.40815	6.77763	3.89393	0.97599	8.45934	3.75492	2.07687	5.17714	3.66	4.28657	5.52421	18.12011	2.33416	3.1578	0.14609	6.62999	0.53782	4.28962	11.08898	2.44178	3.04559	6.09044	0.90094	1.50659	4.30357	2.63964	4.0651	5.12208	7.18567	1.54146	0.00759	7.37205	1.22805	1.89297	2.78594	0.59902	4.38564	9.24894	2.1972	12.99307	3.16744	1.41423	10.08553	14.09322	0	2.61791	6.98217	9.88904	4.05483	3.37495	0.1705	11.85405	7.45815	16.22667	6.5252	4.22486	4.70242	11.70703	0.4661	12.97273	10.10677	10.19303	5.81414	8.22279	26.57075	2.33068	6.36647	9.42058	2.86678	1.59615	7.63416	7.60913	2.44244	0	4.02282	8.082	4.26467	2.09463	0.01831	0.05842	12.16853	0.02106	3.97674	2.77422	14.68785	8.88634	3.37999	8.68514	0.72276	9.50191	0.61415	8.60108	4.01419	4.90783	8.41386	4.46642	6.97811	7.45978	12.39747	7.19564	6.02521	4.86324	2.58792	2.89973	12.44815	5.19099	26.31207	11.48969	7.70276	6.99127	8.46941	8.59974	18.73805	5.92125	9.5314	4.1398	1.88333	6.68179	2.84563	28.02181	0.00034	5.36421	11.90941	8.13784	1.8836	7.40797	6.72757	7.02246	3.37095	3.25761	0.00386	2.87905	3.53345	1.54801	21.14883	1.87075	3.35632	2.36275	4.36471	9.72084	3.05553	11.96322	7.96903	6.38943	0.84905	4.67559	5.22332	7.85516	9.48051	1.64857	6.52156	0	11.70495	4.03879	3.58236	0	5.5638	1.42029	4.95031	6.45936	17.16285	10.95425	17.35545	21.92808	1.12407	9.97328	18.1869	3.52635	15.28407	14.87021	9.69964	8.50044	6.6228	2.83905	7.12544	2.63119	3.69661	11.87634	13.02011	8.87548	5.87902	17.88037	10.95198	5.43632	4.37036
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Anaerofustis	2|1239|186801|186802|186806|264995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Anaerofustis|s__Anaerofustis_stercorihominis	2|1239|186801|186802|186806|264995|214853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified	2|1239|186801|186802|186806|	0	0	0	0	0	0	0	0	0.00237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02281	0	0	0	0.0332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00149	0	0	0.00759	0.02054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01274	0	0	0	0	0	0	0.02547	0.00237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00281	0	0.00893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium_CHKCI005	2|1239|186801|186802|186806||1780381	0	0	0	0	0	0	0	0	0.00237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02281	0	0	0	0.0332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00149	0	0	0.00759	0.02054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01274	0	0	0	0	0	0	0.02547	0.00237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00281	0	0.00893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	2|1239|186801|186802|186806|1730	1.53312	2.50421	1.58698	10.43142	10.35194	4.69914	6.01322	4.23152	13.49493	0.46328	0.03277	1.83988	3.9537	0.9572	1.33481	1.84345	12.01005	2.50066	3.38818	3.08757	7.30543	3.97069	0.3003	6.25112	5.38513	0.33774	4.85475	6.5304	9.0016	1.57405	6.91783	23.82522	3.19914	0	11.347	12.46852	11.0211	4.88762	5.04934	4.75836	2.12751	9.61423	15.69441	4.48908	6.61047	3.9908	10.95701	5.59716	2.80993	3.52103	29.13108	6.4201	2.78546	1.23097	3.66848	3.36625	0.03365	1.43713	6.3828	7.60866	1.68328	2.54953	3.73533	2.05978	4.60342	3.62003	0.49447	8.10906	11.26404	13.55488	4.35289	1.43243	6.73286	4.48919	7.21099	6.2012	0	5.10302	6.57924	1.68412	1.03851	5.5975	1.21223	5.01995	6.49762	5.78323	0	16.61102	0	2.50345	5.45028	18.82716	10.68222	5.64956	5.14045	1.13412	4.05784	0	15.80029	6.71306	3.0785	0	2.78323	2.1189	16.86706	4.0951	1.51688	2.98887	13.05904	11.53671	0.24597	6.81793	6.39847	2.1982	15.48819	4.80347	7.16884	2.48428	7.55898	3.95811	7.13056	0.00041	6.50352	14.98248	5.11912	4.01472	14.36175	4.27116	14.01251	1.0421	17.60259	0.99284	3.8354	3.13339	5.49884	9.29236	2.65552	0.5288	4.45671	5.06033	17.85092	12.47094	4.43366	2.61732	4.45342	11.36655	11.92189	10.70566	15.38902	6.02959	10.85859	0.68444	1.80181	8.6234	6.94494	5.9069	9.89428	3.68811	22.40815	6.77763	3.89393	0.95318	8.45934	3.75492	2.07687	5.14394	3.66	4.28657	5.52421	18.12011	2.33416	3.1578	0.14609	6.62999	0.53782	4.28962	11.08898	2.44178	3.04559	6.09044	0.90094	1.50659	4.30357	2.63964	4.0651	5.12059	7.18567	1.54146	0	7.35151	1.22805	1.89297	2.78594	0.59902	4.38564	9.24894	2.1972	12.99307	3.16744	1.41423	10.08553	14.09322	0	2.61791	6.98217	9.88904	4.05483	3.37495	0.1705	11.85405	7.45815	16.22667	6.5252	4.22486	4.68968	11.70703	0.4661	12.97273	10.10677	10.19303	5.81414	8.19732	26.56838	2.33068	6.36647	9.42058	2.86678	1.59615	7.63416	7.60913	2.44244	0	4.02282	8.082	4.26467	2.09463	0.01831	0.05842	12.16853	0.0075	3.97674	2.77422	14.68785	8.88634	3.37999	8.68514	0.72276	9.50191	0.61415	8.60108	4.01419	4.90783	8.41386	4.46642	6.97811	7.45978	12.39747	7.19564	6.02521	4.86324	2.58792	2.89973	12.44815	5.19099	26.31207	11.48969	7.70276	6.99127	8.46941	8.59693	18.73805	5.91232	9.5314	4.1398	1.88333	6.68179	2.84563	28.02181	0.00034	5.36421	11.90941	8.13784	1.8836	7.40797	6.72757	7.02246	3.37095	3.2052	0.00386	2.87905	3.53345	1.54801	21.14883	1.87075	3.35632	2.36275	4.36471	9.72084	3.05553	11.96322	7.96903	6.38943	0.84905	4.67559	5.22332	7.85516	9.48051	1.64857	6.52156	0	11.70495	4.03879	3.58236	0	5.5638	1.42029	4.95031	6.45936	17.16285	10.95425	17.35545	21.92808	1.12407	9.97328	18.1869	3.52635	15.28407	14.85885	9.69964	8.50044	6.6228	2.83905	7.12544	2.63119	3.69661	11.87634	13.02011	8.87548	5.87902	17.88037	10.95198	5.43632	4.37036
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_callanderi	2|1239|186801|186802|186806|1730|53442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00107	0	0	0
