#mpa_v31_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	SAMEA3178944	SAMEA3178943	SAMEA3178942	SAMEA3178941	SAMEA3178940	SAMEA3178939	SAMEA3178938	SAMEA3178937	SAMEA3178936	SAMEA3136769	SAMEA3136768	SAMEA3136767	SAMEA3136766	SAMEA3136765	SAMEA3136764	SAMEA3136763	SAMEA3136762	SAMEA3136761	SAMEA3136760	SAMEA3136759	SAMEA3136758	SAMEA3136757	SAMEA3136756	SAMEA3136755	SAMEA3136754	SAMEA3136753	SAMEA3136752	SAMEA3136751	SAMEA3136750	SAMEA3136749	SAMEA3136748	SAMEA3136747	SAMEA3136746	SAMEA3136745	SAMEA3136744	SAMEA3136743	SAMEA3136742	SAMEA3136741	SAMEA3136740	SAMEA3136739	SAMEA3136738	SAMEA3136737	SAMEA3136736	SAMEA3136735	SAMEA3136734	SAMEA3136733	SAMEA3136732	SAMEA3136731	SAMEA3136730	SAMEA3136729	SAMEA3136728	SAMEA3136727	SAMEA3136726	SAMEA3136725	SAMEA3136724	SAMEA3136723	SAMEA3136722	SAMEA3136721	SAMEA3136720	SAMEA3136719	SAMEA3136718	SAMEA3136717	SAMEA3136716	SAMEA3136715	SAMEA3136714	SAMEA3136713	SAMEA3136712	SAMEA3136711	SAMEA3136710	SAMEA3136709	SAMEA3136708	SAMEA3136707	SAMEA3136706	SAMEA3136705	SAMEA3136704	SAMEA3136703	SAMEA3136702	SAMEA3136701	SAMEA3136700	SAMEA3136699	SAMEA3136698	SAMEA3136697	SAMEA3136696	SAMEA3136695	SAMEA3136694	SAMEA3136693	SAMEA3136692	SAMEA3136691	SAMEA3136690	SAMEA3136689	SAMEA3136688	SAMEA3136687	SAMEA3136686	SAMEA3136685	SAMEA3136684	SAMEA3136683	SAMEA3136682	SAMEA3136681	SAMEA3136680	SAMEA3136679	SAMEA3136678	SAMEA3136677	SAMEA3136676	SAMEA3136675	SAMEA3136674	SAMEA3136673	SAMEA3136672	SAMEA3136671	SAMEA3136670	SAMEA3136669	SAMEA3136668	SAMEA3136667	SAMEA3136666	SAMEA3136665	SAMEA3136664	SAMEA3136663	SAMEA3136662	SAMEA3136661	SAMEA3136660	SAMEA3136659	SAMEA3136658	SAMEA3136657	SAMEA3136656	SAMEA3136655	SAMEA3136654	SAMEA3136653	SAMEA3136652	SAMEA3136651	SAMEA3136650	SAMEA3136649	SAMEA3136648	SAMEA3136646	SAMEA3136645	SAMEA3136644	SAMEA3136643	SAMEA3136642	SAMEA3136641	SAMEA3136640	SAMEA3136639	SAMEA3136638	SAMEA3136637	SAMEA3136636	SAMEA3136635	SAMEA3136634	SAMEA3136633	SAMEA3136632	SAMEA3136631	SAMEA3136630	SAMEA3136629	SAMEA3136628	SAMEA3136627	SAMEA3136626	SAMEA3136625	SAMEA3136624	SAMEA3136623	SAMEA2467085	SAMEA2467084	SAMEA2467083	SAMEA2467082	SAMEA2467081	SAMEA2467080	SAMEA2467079	SAMEA2467078	SAMEA2467077	SAMEA2467076	SAMEA2467075	SAMEA2467074	SAMEA2467073	SAMEA2467072	SAMEA2467071	SAMEA2467070	SAMEA2467069	SAMEA2467068	SAMEA2467067	SAMEA2467066	SAMEA2467065	SAMEA2467064	SAMEA2467063	SAMEA2467062	SAMEA2467061	SAMEA2467060	SAMEA2467059	SAMEA2467058	SAMEA2467057	SAMEA2467056	SAMEA2467055	SAMEA2467054	SAMEA2467053	SAMEA2467052	SAMEA2467051	SAMEA2467050	SAMEA2467049	SAMEA2467048	SAMEA2467047	SAMEA2467046	SAMEA2467045	SAMEA2467044	SAMEA2467043	SAMEA2467042	SAMEA2467041	SAMEA2467040	SAMEA2467039	SAMEA2467038	SAMEA2467037	SAMEA2467036	SAMEA2467035	SAMEA2467034	SAMEA2467033	SAMEA2467032	SAMEA2467031	SAMEA2467030	SAMEA2467029	SAMEA2467028	SAMEA2467027	SAMEA2467026	SAMEA2467025	SAMEA2467024	SAMEA2467023	SAMEA2467022	SAMEA2467021	SAMEA2467020	SAMEA2467019	SAMEA2467018	SAMEA2467017	SAMEA2467016	SAMEA2467015	SAMEA2467014	SAMEA2467013	SAMEA2467012	SAMEA2467011	SAMEA2467010	SAMEA2467009	SAMEA2467008	SAMEA2467006	SAMEA2467004	SAMEA2467003	SAMEA2467002	SAMEA2467001	SAMEA2466999	SAMEA2466998	SAMEA2466997	SAMEA2466996	SAMEA2466995	SAMEA2466993	SAMEA2466992	SAMEA2466991	SAMEA2466989	SAMEA2466988	SAMEA2466987	SAMEA2466986	SAMEA2466984	SAMEA2466983	SAMEA2466981	SAMEA2466980	SAMEA2466979	SAMEA2466977	SAMEA2466976	SAMEA2466975	SAMEA2466974	SAMEA2466973	SAMEA2466972	SAMEA2466971	SAMEA2466970	SAMEA2466969	SAMEA2466968	SAMEA2466967	SAMEA2466966	SAMEA2466965	SAMEA2466964	SAMEA2466963	SAMEA2466962	SAMEA2466961	SAMEA2466960	SAMEA2466959	SAMEA2466958	SAMEA2466957	SAMEA2466956	SAMEA2466955	SAMEA2466954	SAMEA2466953	SAMEA2466952	SAMEA2466951	SAMEA2466950	SAMEA2466949	SAMEA2466948	SAMEA2466947	SAMEA2466946	SAMEA2466945	SAMEA2466944	SAMEA2466943	SAMEA2466942	SAMEA2466941	SAMEA2466940	SAMEA2466939	SAMEA2466938	SAMEA2466937	SAMEA2466936	SAMEA2466935	SAMEA2466934	SAMEA2466933	SAMEA2466932	SAMEA2466931	SAMEA2466930	SAMEA2466928	SAMEA2466927	SAMEA2466926	SAMEA2466925	SAMEA2466924	SAMEA2466923	SAMEA2466922	SAMEA2466921	SAMEA2466920	SAMEA2466918	SAMEA2466917	SAMEA2466916	SAMEA2466915	SAMEA2466914	SAMEA2466913	SAMEA2466912	SAMEA2466911	SAMEA2466910	SAMEA2466908	SAMEA2466907	SAMEA2466906	SAMEA2466905	SAMEA2466904	SAMEA2466903	SAMEA2466902	SAMEA2466901	SAMEA2466900	SAMEA2466899	SAMEA2466898	SAMEA2466897	SAMEA2466896	SAMEA2466895	SAMEA2466894	SAMEA2466893	SAMEA2466892	SAMEA2466891	SAMEA2466890	SAMEA2466889	SAMEA2466888	SAMEA2466887
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_CAG_831	2|976|200643|171549|171550|239759|1262698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00133	0	0	0	0	0	0	0	0	0	0	0	2.08965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04366	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_timonensis	2|976|200643|171549|171550|239759|1465754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2311	0	0	0	0	0	0	0	0	0	0	0	0.0592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74484	0.00393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00994	0	0	0	0	0	0.04904	0	0	0	0	0	0	0	0	0	0	0.0185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09643	0	0	0	0	0	0	0	0	0.23256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09595	0	0	0	0	0	0	0	0	0	0	0.12296	0	0	0	0	0	0	0	0	0	0	0	0	0.00567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13806	0	0	0	0	0.03898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Rikenella	2|976|200643|171549|171550|28138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Rikenella|s__Rikenella_microfusus	2|976|200643|171549|171550|28138|28139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	2|976|200643|171549|2005525	1.61588	1.59935	2.03346	0.40991	0.17415	3.00812	1.76743	3.64993	2.14395	0.46388	0.02119	0.21794	0.11466	0.17454	11.33309	0.99145	2.0862	3.36707	0.55823	2.5758	0	0.38492	0.18889	0.00679	0	0.95261	0.93573	0.30343	0.03603	1.96555	0	0	0.46926	3.15878	0.03697	0.214	0.1029	0.66383	3.27123	3.56756	0.12555	0.03478	0.21876	0	0.4472	0.05696	0	7.88541	0	1.91888	0.30761	0.88103	0.70051	0.94552	7.32298	0.33277	0	0.01327	0	0	1.32824	0.23235	0	0	0	0.27928	0.75831	0	0	0.31732	0	1.15331	0.20473	0.16759	0.39588	0.20066	0	0	1.11873	0.62691	0.0542	1.27433	0.0274	0.0839	0.01777	0	0	0	0	0.09158	0	0	0	0.00218	0.90706	0.11651	0.71616	0	0.26504	0	0.0315	0	0.03015	0.21582	0.00879	0.08569	0.18112	0.29307	0	0.1674	2.61541	0.12252	0.12351	1.13781	0.25792	0.14558	0	0	0	0.07111	0.25482	0.02703	0.2138	0	0.10858	0.24547	0.94428	0.06132	0	0	0.72791	0.01558	0.15077	0.08183	0.16699	0.28918	3.46659	0	0.01514	0	0	0	0.03093	0.09726	0	0.17901	0.01311	0.04892	2.40371	0.00173	0.20379	1.15609	0.01177	0.01203	0	1.8715	0.94656	1.51964	0.99776	2.83786	1.37445	0	0.95911	1.53919	4.19615	5.91967	0.10663	3.72129	0.47516	1.23732	3.60816	2.8795	6.21861	2.91044	0.00497	1.45793	1.62434	1.59639	0.2449	0.6172	5.19689	2.93083	2.03412	0.9922	2.21903	3.44554	2.28516	0.50533	4.5413	7.20785	0.93325	1.0627	2.41399	1.03952	2.93517	2.42575	1.05677	7.48074	0.40981	2.0112	0.2982	0.66464	8.83412	0.88753	3.04376	0.7712	0.46338	2.06809	0.47911	0.1683	0.0195	0.20021	0.99599	0.75682	1.31624	1.53887	9.10071	0.69706	1.15543	2.51552	1.27705	0.20259	0.16116	1.80822	2.0888	0.89154	3.67084	1.96117	1.03339	5.69224	3.398	0	0.28718	0.26061	5.2367	1.3765	0	4.98454	0.31162	2.49683	1.79114	0.64052	1.35947	6.66018	4.53253	5.82373	2.08596	1.72378	10.86089	1.33196	2.72631	2.10541	0	2.26634	1.14676	2.41823	3.04756	1.87871	0.17852	1.70663	1.25692	0.34597	0.11596	0.17096	0	1.76821	2.82011	0.93924	0.88516	5.24629	0.84737	2.84972	3.91155	0.86905	5.49668	12.16684	7.09011	1.3072	10.6327	0.721	3.47852	1.34487	1.11857	0	12.83483	2.09104	8.59099	3.28998	0.4028	2.39125	0.33229	1.75653	1.06021	3.10033	2.53197	3.75635	1.22894	0.92135	2.20522	0.39998	4.07926	0.36523	0.58381	2.59925	4.2071	0.22605	1.21623	6.33901	1.18176	0.44379	2.62791	0	0.81634	10.26924	1.76445	0.96261	3.62521	1.2018	0.56061	2.19663	0.01339	0.59795	3.4968	0.9431	0.15233	2.08958	0	4.05163	3.42174	0.0366	0.62727	0.07238	1.43901	0.85003	1.76721	0.53621	1.40957	1.81028	6.35767	4.05908	0.89335	0.97928	0.6342
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides	2|976|200643|171549|2005525|375288	1.61588	1.59935	2.03346	0.40991	0.17415	3.00812	1.76743	3.64993	2.14395	0.46388	0.02119	0.21794	0.11466	0.17454	11.33309	0.99145	2.0862	3.36707	0.55823	2.5758	0	0.38492	0.18889	0.00679	0	0.95261	0.93573	0.30343	0.03603	1.96555	0	0	0.46926	3.15878	0.03697	0.214	0.1029	0.66383	3.27123	3.56756	0.12555	0.03478	0.21876	0	0.4472	0.05696	0	7.88541	0	1.91888	0.30761	0.88103	0.70051	0.94552	7.32298	0.33277	0	0.01327	0	0	1.32824	0.23235	0	0	0	0.27928	0.75831	0	0	0.31732	0	1.15331	0.20473	0.16759	0.39588	0.20066	0	0	1.11873	0.62691	0.0542	1.27433	0.0274	0.0839	0.01777	0	0	0	0	0.09158	0	0	0	0.00218	0.90706	0.11651	0.71616	0	0.26504	0	0.0315	0	0.03015	0.21582	0.00879	0.08569	0.18112	0.29307	0	0.1674	2.61541	0.12252	0.12351	1.13781	0.25792	0.14558	0	0	0	0.07111	0.25482	0.02703	0.2138	0	0.10858	0.24547	0.94428	0.06132	0	0	0.72791	0.01558	0.15077	0.08183	0.16699	0.28918	3.46659	0	0.01514	0	0	0	0.03093	0.09726	0	0.17901	0.01311	0.04892	2.40371	0.00173	0.20379	1.15609	0.01177	0.01203	0	1.8715	0.94656	1.51964	0.99776	2.83786	1.37445	0	0.95911	1.53919	4.19615	5.91967	0.10663	3.72129	0.47516	1.23732	3.60816	2.8795	6.21861	2.91044	0.00497	1.45793	1.62434	1.59639	0.2449	0.6172	5.19689	2.93083	2.03412	0.9922	2.21903	3.44554	2.28516	0.50533	4.5413	7.20785	0.93325	1.0627	2.41399	1.03952	2.93517	2.42575	1.05677	7.48074	0.40981	2.0112	0.2982	0.66464	8.83412	0.88753	3.04376	0.7712	0.46338	2.06809	0.47911	0.1683	0.0195	0.20021	0.99599	0.75682	1.31624	1.53887	9.10071	0.69706	1.15543	2.51552	1.27705	0.20259	0.16116	1.80822	2.0888	0.89154	3.67084	1.96117	1.03339	5.69224	3.398	0	0.28718	0.26061	5.2367	1.3765	0	4.98454	0.31162	2.49683	1.79114	0.64052	1.35947	6.66018	4.53253	5.82373	2.08596	1.72378	10.86089	1.33196	2.72631	2.10541	0	2.26634	1.14676	2.41823	3.04756	1.87871	0.17852	1.70663	1.25692	0.34597	0.11596	0.17096	0	1.76821	2.82011	0.93924	0.88516	5.24629	0.84737	2.84972	3.91155	0.86905	5.49668	12.16684	7.09011	1.3072	10.6327	0.721	3.47852	1.34487	1.11857	0	12.83483	2.09104	8.59099	3.28998	0.4028	2.39125	0.33229	1.75653	1.06021	3.10033	2.53197	3.75635	1.22894	0.92135	2.20522	0.39998	4.07926	0.36523	0.58381	2.59925	4.2071	0.22605	1.21623	6.33901	1.18176	0.44379	2.62791	0	0.81634	10.26924	1.76445	0.96261	3.62521	1.2018	0.56061	2.19663	0.01339	0.59795	3.4968	0.9431	0.15233	2.08958	0	4.05163	3.42174	0.0366	0.62727	0.07238	1.43901	0.85003	1.76721	0.53621	1.40957	1.81028	6.35767	4.05908	0.89335	0.97928	0.6342
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis	2|976|200643|171549|2005525|375288|823	0	0.78677	1.23473	0.25761	0.17415	0.57224	0.43923	0.5898	1.75549	0.4609	0.0055	0	0.11466	0.09351	11.03467	0.13565	2.0862	2.5109	0.31475	1.17021	0	0.22104	0.02158	0.00679	0	0.16989	0.33357	0.10089	0	1.23806	0	0	0.10586	2.40198	0.02718	0.08276	0.1029	0.48551	1.54558	0	0.07189	0.00501	0.21876	0	0.2645	0	0	1.90927	0	0.3744	0.04037	0.88103	0.56664	0.34772	7.32298	0.12512	0	0.01327	0	0	0.5469	0.03663	0	0	0	0.19928	0.75831	0	0	0.09504	0	0.13743	0.02003	0	0.11797	0.20066	0	0	0.85936	0.47942	0.0294	1.27433	0	0.06972	0	0	0	0	0	0.04381	0	0	0	0	0.08778	0	0.71616	0	0.09176	0	0.01276	0	0.008	0	0.00879	0	0.04669	0.29307	0	0.1674	2.61541	0.06687	0.07153	0.61278	0.25792	0	0	0	0	0.07111	0.10053	0.02703	0.12357	0	0.05265	0.13893	0.2364	0.01429	0	0	0.11982	0.01558	0.03234	0.08183	0	0.24575	3.46659	0	0	0	0	0	0.03093	0.09726	0	0	0.00909	0.00892	0.1615	0	0.19158	0	0	0.01203	0	1.8715	0.94656	0.89104	0.99776	2.83786	0.24317	0	0.54376	1.29692	1.04836	1.77366	0.10663	0.43824	0.18313	1.23732	3.60816	0.93429	0	2.11293	0.00497	1.18452	0.38884	0.97508	0.04631	0.31442	3.08112	2.62801	1.03827	0.9922	1.89087	1.21112	0.5113	0	0.40686	3.35275	0.93325	1.0627	0.69573	1.03952	0.92745	0.49411	0.18514	0	0.10375	1.51524	0.23428	0	7.86925	0.88753	1.69047	0.20621	0.44775	2.06809	0.47911	0.04313	0.0195	0.1236	0.21413	0.57971	0.57945	0.63183	7.54893	0.69706	0.48628	1.96676	0.20038	0.20259	0.05123	1.42664	1.62129	0.70409	3.29086	1.40041	0.44403	4.8362	1.42459	0	0	0	3.64139	0.93254	0	1.2955	0.31162	0.76027	0.53133	0.34348	0.48199	2.65639	0.99509	3.24575	1.77836	0.12465	10.67961	0.38275	0.63674	0.68623	0	1.8914	0.23465	0.75013	1.83182	0.67603	0.02706	1.70663	0.59265	0.27203	0.04993	0.15277	0	1.1986	2.32388	0.24779	0.76706	2.19872	0.32125	0	1.04123	0.50654	2.76744	11.13113	6.67231	0.62965	8.57561	0.30884	0	1.0245	0.22674	0	10.34351	0.61929	8.59099	1.96547	0.02882	0.24714	0.25025	1.22932	0.15209	1.70693	1.09812	0.05519	0.82557	0.73809	1.27334	0.19984	0.27778	0.36523	0.13223	1.84219	2.472	0.05322	0.87388	2.40727	1.09511	0.32168	0.96043	0	0.67446	10.2447	1.1674	0.12858	1.59649	1.2018	0.16218	1.13722	0.01339	0.51357	3.40806	0.9431	0	0.95997	0	4.05163	0.88964	0.02047	0.00244	0.06899	0.83107	0.15681	0.53666	0.50782	0.2037	0.93088	5.75379	0.6134	0.71823	0.36539	0.4294
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii	2|976|200643|171549|2005525|375288|328812	0	0.81258	0	0.00488	0	0	0.08257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64037	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10014	0.12068	0	0	0	0	0	0	0	0	0	0.33101	0	0	0	0	0	0	0	0.13169	0.0248	0	0	0	0	0	0	0	0	0.02248	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03945	0.24228	0	0	0	1.60083	0	0	0	0	0	0.0009	0	0.1404	0	0	0	0	0	0	0	0	0	0.05061	0	0	0	0.27552	0	0	0.0302	0	0	0	0	0	0	0.31968	0	0	0	0	0.03311	0.24539	0.01563	0	0	0	0	0	0	0.17712	0.08617	0.13231	1.55177	0	0	0	0	0	0	0.0011	0	0	0	0.05129	0	0.85603	0	0	0	0	1.59531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03357	0	0	0.50465	0	0	0	0	0.56962	0	0.02976	0	0	0.14117	0	0	0.06223	0	0	0	0	0	0.21119	0	0	0	0	0	0.03552	0	0	0	0.12309	0.01836	0.52721	0	0	0	0	0	0	0.32785	0	0	0	0.0417	0	0	0	0.02195	0	0	0.04452	0	0	0	0	0	0	0	0	0	0	0	0.08438	0	0	0	0	0	0	0.02582	0	0	0	0	0	0	0.02839	0	0.03265	0	0.50267	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_gordonii	2|976|200643|171549|2005525|375288|574930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50408	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01091	0	0	0.96487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_johnsonii	2|976|200643|171549|2005525|375288|387661	0	0	0	0.14743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00373	0	0	0	0	0.08391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67887	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03425	0	0	0	0	0.32901	0	0	0	0.01226	0.08034	0	0	0.30282	0	0	0	0	0.08825	0	0.06055	0	0	0	0	0	0	0	0	0	0	0	0.06392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10587	0.23516	0	0.19493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01915	0	0	0	0	0	0	0	0	0.20096	0	0	0	0	0	0	0	0	0	0.10759	0	0	0	0	0.01325	0	0	0	0	0	0	0	0	0.75706	0.09538	0	0	0	0	0	0	0	0.14188	0	0	0	0	0	0	0	0	0	0.08874	0	0	0.03873	0	0	0	0	0	0	0	0	1.23056	0	0	0	0	0	0	0	0
