,simulation,kraken2 + bracken,metaphlan3,motus3,metaphlan4
SAMEA2466887,5.629891669359004,6.198173339595038,5.159199609573487,5.629363082152763,5.5279143061700475
SAMEA2466888,6.179703385805388,6.801360569339143,5.426768028765241,6.07242331572263,6.219223650436666
SAMEA2466889,5.713978874347258,6.35205629110441,5.119846521508185,5.656333644038804,5.583526577393426
SAMEA2466890,6.135147222643759,6.702037209220834,5.324602913002994,6.1319086713332975,6.074975957837107
SAMEA2466891,5.718910700745745,6.494452318761057,5.057789808556272,5.7400891051522,5.642512739470432
SAMEA2466892,5.472027108564162,5.734473860827367,4.504582656028989,5.460092359198362,5.359848155057794
SAMEA2466893,5.037797613278398,5.930971632171334,5.070636733863533,5.01753210081633,4.9632419310608125
SAMEA2466894,5.134969954387761,5.949258292069971,4.523295674448896,5.0780731461917865,5.050809715987843
SAMEA2466895,5.557399659515506,6.08381500408347,4.715357020910261,5.609474109967715,5.491168226674883
SAMEA2466896,3.6919990365163704,4.610380626188198,3.315900835870761,3.6399364157020435,3.623143364670685
SAMEA2466897,6.372924344138328,6.732926508086147,5.50950533096172,6.3623171878305165,6.266192540800167
SAMEA2466898,5.147258549858151,6.137258553250642,4.397024400119526,5.082636427888946,5.052475336493195
SAMEA2466899,6.149528540761109,6.581993407220652,5.7017462200936215,6.137900200674862,6.041794139893678
SAMEA2466900,3.7350777800439166,4.274459945397675,3.140832788300512,3.917516077639966,3.7399386763502522
SAMEA2466901,4.551373016856289,5.437294031648263,5.3969613931804155,4.472037031236199,4.436913004276674
SAMEA2466902,5.072636590619699,5.901614521065334,4.969232058409059,4.9713750862736035,5.008320238331778
SAMEA2466903,6.0650943172258645,6.798034897103528,5.766665256976233,6.025622868059052,5.975521097879393
SAMEA2466904,5.6102030713146105,6.343789463782819,5.042798076256132,5.5220328072860445,5.5451391270693975
SAMEA2466905,5.700485566630796,6.503054993585036,5.112451132321925,5.657295671477179,5.628257217675115
SAMEA2466906,6.155730401449677,6.523048080699897,5.485207481695429,6.137485339110684,6.067281009056406
SAMEA2466907,4.757701868316036,5.496638353538678,4.333385557805843,4.605297961143089,4.677918753828389
SAMEA2466908,6.375146258289214,6.798923025111834,5.6567524087156125,6.297135409073747,6.260907759025847
SAMEA2466910,5.723158650044221,6.413451053490193,5.021295117749785,5.647244516662019,5.656031630611208
SAMEA2466911,6.866271577005986,7.001732092422937,6.147091432632775,6.846028507430567,6.785988144809671
SAMEA2466912,4.6717795302903005,5.16387566540244,4.296943970959102,4.627168543428548,4.594196904750105
SAMEA2466913,6.0844387503507855,6.508877462463335,5.204489088707688,6.110896146333621,5.972735197019699
SAMEA2466914,5.655966816679071,5.909115196903187,5.274164531757262,5.372977908386841,5.559025079630966
SAMEA2466915,4.77133789698218,5.344383964072129,3.9231404729398442,4.873314919044514,4.689814661687613
SAMEA2466916,4.891594657571467,5.656928168420511,4.240906425158807,4.833484077952645,4.805785720167995
