	L1	L2	JSD	Mantel (Pearson)	Mantel (Spearman)
kraken2 + bracken	1191901.2748090017	5888.965592347364	0.023088926968092616	0.8217040227461623	0.8169050561102325
metaphlan3	4652488.31877899	19347.967879769425	0.01779492987436684	0.867809690349437	0.8580860860642068
motus3	363733.225388884	1695.3900322622135	0.0064197330298787075	0.9811433919702944	0.9808520827904621
metaphlan4	1328676.6154827261	5623.134287705396	0.010981987105569732	0.9549309888134911	0.9516457981246177
