	L1	L2	JSD	Mantel (Pearson)	Mantel (Spearman)
kraken2 + bracken	3023.2254231012284	15.770456627238284	0.02862263166955101	0.82415913121262	0.8222320106647443
metaphlan3	2822.3392273136274	14.02552353381397	0.024751807692367577	0.8922304865387083	0.8777080449544858
motus3	835.7012806861321	4.417776917070595	0.010648815154162815	0.9775826528666852	0.9728835880967701
metaphlan4	1073.1924205041273	5.658431637005014	0.011737439118199643	0.9724629271755877	0.9675934732485199
