	L1	L2	JSD	Mantel (Pearson)	Mantel (Spearman)
kraken2 + bracken	1310.5427087632088	6.776240719460763	0.02717638884603366	0.9685325616624854	0.9655062250546629
metaphlan3	2311.633820130626	11.863700783716196	0.04281066452648355	0.8968916745691666	0.8898408072173272
motus3	674.2479429565155	3.8082198956471065	0.016438615360652716	0.9836892626434358	0.982835730467518
metaphlan4	248.74869101112213	1.7549294545634142	0.007058226340923787	0.9968663671653724	0.9970929427183826
