	L1	L2	JSD	Mantel (Pearson)	Mantel (Spearman)
kraken2 + bracken	2594582.208968019	11162.101930100382	0.027199653394988064	0.7205545128922917	0.7011792023020662
metaphlan3	2566801.580471081	10789.000060002014	0.019101319925349212	0.8561977697818461	0.8374120631654449
motus3	101118.08551763798	522.6174576538667	0.005110439944750584	0.990375316531807	0.9886697316023929
metaphlan4	248221.1530108903	1110.7501829819143	0.004637909265114368	0.992387621139554	0.9909244803886776
