	PC1	PC2	PC3
SAMEA2466887	-0.022558916826999	-0.0491106362732505	-0.011618562183099063
SAMEA2466888	-0.033687434446697695	-0.003996338637294761	-0.03003203796107818
SAMEA2466889	-0.05019880354054296	0.03038217161659612	-0.07700952775177089
SAMEA2466890	-0.05775132521638171	0.03377498952194469	0.021868064073292462
SAMEA2466891	-0.052378777615218114	0.0066829856371621865	-0.06732989839406883
SAMEA2466892	-0.06385496005047264	0.0031733492898990967	-0.005884040605301413
SAMEA2466893	-0.06331797899673894	0.020137022689155237	-0.04099125199033174
SAMEA2466894	-0.05285434171934127	0.011906852314828922	0.02018706016029448
SAMEA2466895	-0.08972843145035397	0.0375062431679299	0.07525258118100364
SAMEA2466896	-0.06418008714037285	0.054691087361105006	-0.029379017862372625
SAMEA2466897	-0.04573587899719186	-0.05244298762651489	0.04146589167297288
SAMEA2466898	-0.029927442398203212	0.016140841824546347	-0.09732130634703522
SAMEA2466899	-0.016064922000726536	-0.057848254536983126	-0.006564024675318672
SAMEA2466900	0.049219842588619736	-0.018910231860422892	-0.019551815029395004
SAMEA2466901	-0.04430350841307842	0.002893701671330056	-0.019370756386080407
SAMEA2466902	0.035173517725130284	-0.0007965276273322677	0.09429754427451578
SAMEA2466903	-0.031018181649519416	-0.058182853601989756	0.007466745870266228
SAMEA2466904	-0.0026851351973559523	-0.031836518951888756	0.015479978322315902
SAMEA2466905	0.03220645773396086	-0.04263389892984797	0.06259353989847628
SAMEA2466906	-0.0647383305316227	-0.0036047736632013406	-0.02396459560304605
SAMEA2466907	-0.002682838673133548	0.057871098456830854	0.059932335541871266
SAMEA2466908	-0.02086144781611887	-0.03515928122540958	0.03361811962350379
SAMEA2466910	0.046174173210399565	-0.06108009864864609	0.009535050805241875
SAMEA2466911	-0.02289412114711057	-0.054001003387870415	0.0032965514619427857
SAMEA2466912	-0.05087460167439614	0.01769291762994852	0.011365741767241875
SAMEA2466913	-0.0585908399010529	-0.005035672725191791	0.07019208655740264
SAMEA2466914	-0.02984291359707417	0.0009189416414530253	0.03395094242370485
SAMEA2466915	-0.02357642381106544	0.026410320250453107	-0.07931613722687823
SAMEA2466916	-0.07421340238300612	0.07650873246290532	-0.01571839967767435
SAMEA2466917	-0.020051843479401175	0.0882323870001175	0.07240421647877412
SAMEA2466918	-0.023781379858682866	-0.011365421706844502	0.05495030402361129
SAMEA2466920	0.051909975844621106	0.0744327707769342	-0.035505260137085555
SAMEA2466921	-0.08759094768708414	0.06101120918922772	-0.017302494189706988
SAMEA2466922	-0.03661112695019203	0.0731176582836165	-0.04227667076893381
SAMEA2466923	0.046719287870613045	0.04031173315063608	0.08022857468029321
SAMEA2466924	-0.06283076092763602	0.06211233778158966	0.11625409948454415
SAMEA2466925	-0.028845842336814375	-0.014376490021283599	-0.025848341784382715
SAMEA2466926	-0.028802004635478436	0.05439576668726489	-0.0331342146016001
SAMEA2466927	-0.0870235582493994	0.05853981078974454	0.02478619109029498
SAMEA2466928	-0.062171553300612956	0.059920882284357484	0.09054847362338658
SAMEA2466930	-0.005888625553480728	-0.01877263758754829	-0.07565412276059279
SAMEA2466931	0.014585032863466471	-0.04634129399813892	0.05623434402662469
SAMEA2466932	-0.026724982439138466	-0.03223243383989303	-0.04066216550618618
SAMEA2466933	0.08013768061990505	0.046173409466297645	-0.009554304217191714
SAMEA2466934	-0.05477039431302528	0.03145199997841011	-0.06913505039641749
SAMEA2466935	0.04438512955307713	-0.016052329449719734	0.04222378043338917
SAMEA2466936	-0.0035121367009349584	0.0320548285027117	0.07234832712455663
SAMEA2466937	-0.07102136092227766	0.0009694369145036536	0.04852315020404591
SAMEA2466938	-0.02205728685545351	0.019062541540222237	-0.03002856660650274
SAMEA2466939	-0.07446767041454772	-0.003999160249567651	0.021870905061636553
SAMEA2466940	0.009017503501016044	-0.025387913617800566	-0.05324239819427436
SAMEA2466941	-0.06296647278919515	0.061992566067445846	0.08018735930366543
