	L1	L2	JSD	Mantel (Pearson)	Mantel (Spearman)
kraken2 + bracken	2082.2067442020707	9.784716982965909	0.009921382594898097	0.9782475041814137	0.9778059811367104
metaphlan3	1987.3366915765243	11.024870838991404	0.019275969922900166	0.9121998911325195	0.9117888261272162
motus3	554.6469572500878	3.3362217948770057	0.00608712464678859	0.9875507878452788	0.9879682749247414
metaphlan4	239.19928760691758	1.243849396303908	0.0017210179042725562	0.9989702149691996	0.9988635669657517
