	L1	L2	JSD	Mantel (Pearson)	Mantel (Spearman)
kraken2 + bracken	2273.2402140968948	10.954449589686423	0.013281201223335894	0.9803872037414432	0.9787967469873281
metaphlan3	1814.6846493984654	9.947859161131925	0.019354981753223525	0.9335291170642221	0.9323250063254344
motus3	558.43328676717	3.2066413233046953	0.006307215780909373	0.9908835491674104	0.9911161074625955
metaphlan4	581.1280473202856	2.8341341571414986	0.004162732898586759	0.9960178975921616	0.9961206890392154
