	kraken2 + bracken	metaphlan3	motus3	metaphlan4
SAMEA2466887	0.19850555985996646	0.41764308944615147	0.1847287686839521	0.13040803688200867
SAMEA2466888	0.17029177563388184	0.5514872359108569	0.20619308332771763	0.13884206722320155
SAMEA2466889	0.17736766052309205	0.6112961191724324	0.1973512218051698	0.1193931164425237
SAMEA2466890	0.21803751917432782	0.4046835901596756	0.24651094326411985	0.08758608732522083
SAMEA2466891	0.22186772076088548	0.3948285290798545	0.24038005171990293	0.088183179232347
SAMEA2466892	0.21134573135849177	0.33843469958843614	0.2268216379044035	0.07161175596999007
SAMEA2466893	0.1761940609766225	0.4847795769682646	0.18308321977982397	0.06641441977661071
SAMEA2466894	0.19624103055578426	0.4517276467476622	0.18754964256084655	0.0767645240669551
SAMEA2466895	0.24012685435283798	0.41824849749034054	0.29963165774020545	0.08683475814849735
SAMEA2466896	0.1590881575262469	0.4130069880940858	0.18144871155981757	0.09221947436223009
SAMEA2466897	0.1769929253559505	0.3921108201418098	0.2137943024774281	0.08356400091476168
SAMEA2466898	0.22680481616536913	0.5285413065224299	0.1340930271432937	0.07134703387315963
SAMEA2466899	0.16219375665763264	0.4792339667134532	0.17583712929183884	0.10151913991584106
SAMEA2466900	0.20089500770687374	0.3065766100939102	0.18271754782886895	0.12291423465615464
SAMEA2466901	0.1986036802699587	0.4599269564253621	0.16909516838898586	0.052763559836705144
SAMEA2466902	0.18805655775696062	0.47911504732015386	0.22293457212651685	0.12268277284633264
SAMEA2466903	0.17287313993623063	0.5150658719467703	0.19104347974713928	0.0748376723287491
SAMEA2466904	0.1768294158112837	0.49659740684850284	0.1505070206338331	0.11267009354195072
SAMEA2466905	0.15527087813853066	0.4220289764400106	0.16274693157055542	0.07542968886821902
SAMEA2466906	0.2050156007957777	0.3871706572511872	0.16252677719188371	0.05995851548706793
SAMEA2466907	0.2340421969492325	0.3082732269996316	0.2841413955705241	0.09452483744370753
SAMEA2466908	0.17553194569002012	0.4554784071228718	0.18966684011594442	0.07113733246105824
SAMEA2466910	0.18491357128390667	0.41251834997581277	0.19146754629214174	0.09508320853121958
SAMEA2466911	0.17460499419023118	0.46960985506663944	0.21426008425412676	0.08964807700781871
SAMEA2466912	0.17168726577798124	0.3558434580376999	0.1740625085034332	0.05253417896247994
SAMEA2466913	0.21852029555423205	0.4357422831016058	0.2945182010995083	0.09889915371585899
SAMEA2466914	0.16825777276465512	0.4641310991402988	0.20884357279477708	0.08044512938581104
SAMEA2466915	0.26319848340588464	0.6323399738474672	0.17751946395763596	0.0975098093385924
SAMEA2466916	0.2262713881763943	0.41852104746286173	0.24663318797215633	0.08496732926465958
SAMEA2466917	0.2118537009259459	0.2557066976761685	0.3456617725051787	0.09938123224402885
SAMEA2466918	0.21314821258166614	0.44162395106775026	0.1939218702114353	0.1704250555430328
SAMEA2466921	0.23274387271749064	0.3853037265583425	0.3139645615547301	0.07588259336646984
SAMEA2466922	0.14416058991238467	0.6415687174498989	0.11652792733855738	0.0762831662195715
SAMEA2466923	0.24275366845646543	0.4432373226513378	0.2594972213070511	0.13300384619818306
SAMEA2466924	0.20788514077782458	0.3201567125005001	0.22689530234359392	0.09504487130087548
SAMEA2466925	0.20994077602144848	0.4861759268936251	0.2208938421502455	0.11394781722784834
SAMEA2466926	0.23329807901360802	0.44359121145026115	0.16384493050073903	0.06064866839537741
SAMEA2466927	0.20628410424814755	0.4160658568937204	0.24967312630401395	0.0975709029804301
SAMEA2466928	0.21891773416510843	0.38499501858116286	0.19113736948930007	0.1102805904266415
SAMEA2466930	0.22742012402034956	0.3477262253108338	0.1450002304310428	0.07491994655330421
SAMEA2466931	0.20558082061250474	0.43565972734551317	0.23620050597024672	0.0878547656643261
SAMEA2466932	0.22741029055932194	0.5029368414085748	0.22985021464343053	0.115248613902997
SAMEA2466933	0.19718266571189488	0.4711169377127691	0.30454999666046306	0.13918280449978565
SAMEA2466934	0.21887561592715604	0.5469131663135951	0.1948448400337313	0.10398395076088149
SAMEA2466935	0.16878716254261134	0.41174062252649923	0.18719243461221205	0.08750342226933984
SAMEA2466936	0.23048016798832396	0.41064633220003605	0.39244702111104196	0.14629363003460594
SAMEA2466937	0.18214228530138873	0.5252356611290562	0.23231380145680047	0.1028254094121947
SAMEA2466938	0.21018781396601352	0.432798128683033	0.23412973086703207	0.1575225087475593
SAMEA2466939	0.17717552906522957	0.5460996100727602	0.1655827959814648	0.0898463653139374
SAMEA2466940	0.21289714705491244	0.4569110524225633	0.23740680202493475	0.1333451612778416
SAMEA2466941	0.20786979044524942	0.3853667653363964	0.23675793947005713	0.08855958587029171
SAMEA2466942	0.16890430364298903	0.47564830721827195	0.15770272870394	0.07879528225453943
SAMEA2466943	0.16301917484966422	0.519379709343391	0.18336417083860074	0.07086166147853813
SAMEA2466944	0.28591098935999565	0.34513352188515195	0.22752401763768787	0.14938508212743287
SAMEA2466945	0.1932305415884008	0.45122282220888804	0.2131435604381973	0.06580371912476292
SAMEA2466946	0.20126939034672933	0.4244439625857113	0.2624306393717835	0.13766181016925666
SAMEA2466947	0.20361686755023886	0.39506826740115153	0.20153824409551702	0.07740005794851992
SAMEA2466948	0.18682845556767458	0.45946983035809735	0.20775621746359438	0.0793915326526425
SAMEA2466949	0.17741140777108258	0.4410762104430617	0.19968849132379854	0.12675191170533762
SAMEA2466950	0.16878185589323874	0.44736337443655216	0.18942433273679135	0.08086795712946254
SAMEA2466951	0.17542668556122093	0.4386083432972804	0.21746026881897623	0.07480103415262111
SAMEA2466952	0.17845193997486203	0.47549788080708744	0.1945650518882966	0.07855959194087836
SAMEA2466953	0.16635999261681192	0.46278221197778185	0.18240313097295552	0.06836243784068419
SAMEA2466954	0.19524856806733687	0.38311360626937613	0.31424428685697686	0.10196275433646543
SAMEA2466955	0.19170612165127188	0.43094438169322613	0.21705503528396702	0.10093096254686697
SAMEA2466956	0.1890943685715394	0.3573197966982897	0.21420984297151216	0.04214007772244173
SAMEA2466957	0.21196768642834718	0.3701919379212179	0.17363688902630944	0.12263844077890373
SAMEA2466958	0.20731668832864758	0.33909798629133747	0.2975692534119523	0.06583480168117807
SAMEA2466959	0.1614666283891536	0.48848232237787653	0.1414264712391667	0.10353371885587911
SAMEA2466960	0.21672224993184291	0.4485171237106905	0.29405467030697374	0.09182249768331728
SAMEA2466961	0.197454925388425	0.4443204362062726	0.2462372610367894	0.12144989695328448
SAMEA2466962	0.18329142885218822	0.5097292636759262	0.14478328128955145	0.08235724511288114
SAMEA2466963	0.20093889226472	0.4022525772219193	0.20697887906398874	0.08630774309879868
SAMEA2466964	0.20314884401278543	0.46689991818063076	0.1810180220575353	0.11727448259452344
SAMEA2466965	0.17605460304838982	0.525361700115559	0.18557956225936867	0.10833638524552676
SAMEA2466966	0.2627358840772512	0.4278012358048739	0.351786146042992	0.11942522823968611
SAMEA2466967	0.1790407898519471	0.4781987813102934	0.23260299140981966	0.11734126150742112
SAMEA2466968	0.16330148382983414	0.5522618909217318	0.21621574632003135	0.16569406780501564
SAMEA2466969	0.14387535578954838	0.469269567858493	0.1987827491049213	0.15052349246140156
SAMEA2466970	0.16826988139584123	0.46910110762458407	0.18743685654284623	0.10423067327602648
SAMEA2466971	0.16588033199037858	0.4611982154011586	0.18361650834899973	0.09411578204651229
SAMEA2466972	0.2286669005596249	0.5284141935215921	0.1536748939504189	0.0961843541382027
SAMEA2466973	0.22830244156380503	0.4448715726635542	0.20606299487724922	0.10865011054138744
SAMEA2466974	0.18594683818649582	0.36257577563773163	0.15742737837037632	0.07717999726588604
SAMEA2466975	0.17715264392323873	0.3978299067812497	0.19880599548997419	0.0721411899351692
SAMEA2466976	0.19296049571618848	0.4297661684498397	0.18369717761287363	0.07891928034978941
SAMEA2466977	0.2010625402173685	0.3951948347575584	0.21299914986027424	0.13614606085444877
SAMEA2466979	0.18341459551729059	0.42765068677203355	0.22940109079535048	0.12650844684226933
SAMEA2466980	0.21757785343089922	0.41388953030652537	0.2501330759186504	0.1028610380195866
SAMEA2466981	0.20805675651392325	0.5108728990405796	0.20229856252493167	0.10732653757738657
SAMEA2466983	0.15340828647351684	0.4026458277684699	0.1467891226969845	0.07558106673296672
SAMEA2466984	0.2825755379405952	0.5781838237175501	0.20361545229249697	0.10829566594663932
SAMEA2466986	0.21381193262794568	0.4220673606317183	0.19720777567147815	0.10380465112213103
SAMEA2466987	0.24941999103083778	0.39206522569040153	0.2725132402849522	0.10130850203942704
SAMEA2466988	0.17621953293302864	0.5670241569440161	0.16120839731257464	0.08537639191697315
