	L1	L2	JSD	Mantel (Pearson)	Mantel (Spearman)
kraken2 + bracken	1805.1513430270502	8.99211918962721	0.0335502134191477	0.9779204390091244	0.9755861993096471
metaphlan3	3335.445348372275	16.71836561647057	0.04816764848467445	0.9361185181312793	0.9278176652019916
motus3	974.1985348736628	5.583260129913213	0.019818858947801405	0.9876402322132412	0.9866325543808983
metaphlan4	579.8114551932183	3.2221761327070193	0.011675693330529598	0.9959387060982007	0.9955223880385702
