	L1	L2	JSD	Mantel (Pearson)	Mantel (Spearman)
kraken2 + bracken	1541.8885688862028	8.041555385075172	0.017582645584899803	0.9367934291445965	0.933350318362571
metaphlan3	3423.30068427738	16.282231161805278	0.025203070836766713	0.8942865715187266	0.880816744509114
motus3	586.3138303775185	3.373192975047173	0.008556713446650353	0.9844584194165253	0.9828115480688062
metaphlan4	951.6941663565653	5.042756593708215	0.012346353990602988	0.9706240683748116	0.9672459137613765
