	kraken2 + bracken	metaphlan3	motus3	metaphlan4
SAMEA2466887	90.42489471070122	117.1636910155018	58.51020249323662	58.74829319559028
SAMEA2466888	86.82443263310002	110.3597075067228	63.871919392934856	59.66605307868961
SAMEA2466889	99.77227944288663	151.40101798668547	102.5897332119112	112.25447274650055
SAMEA2466890	89.59341414335388	126.25689587437732	80.54259898812697	86.30083790874491
SAMEA2466891	96.71829140966672	119.89455006111903	69.3036863570209	63.720001644654126
SAMEA2466892	82.54486392497999	109.03064883034085	53.447239117261	52.36647689969167
SAMEA2466893	90.7960566199022	109.15538885668168	59.09165862877479	55.35687707912262
SAMEA2466894	90.14288480828712	102.10920005745918	57.660647148107806	47.26808494644312
SAMEA2466895	81.73426332868671	106.32679607564569	79.93774091217033	78.80417328646715
SAMEA2466896	81.5080690090393	106.2256433619357	59.42646276795572	57.369101640527106
SAMEA2466897	73.70428265903615	110.80412969047124	66.75163337397565	60.95599274369451
SAMEA2466898	104.26353447543914	132.10216508762426	60.15878114766445	64.28758578033427
SAMEA2466899	81.64383158742162	114.944482556914	75.25933636049807	69.14962174742462
SAMEA2466900	93.31448392885797	132.24169239660648	88.06109569042917	87.7874118285106
SAMEA2466901	84.48444988769168	99.91480004342094	54.548204402569766	46.50559751016834
SAMEA2466902	78.85520388168504	108.00926714343919	68.62135380096561	60.83491863612081
SAMEA2466903	82.78923056265477	122.49902401978676	76.90877006986963	71.1310072044523
SAMEA2466904	91.35346871934136	129.68490592220795	76.64490240231322	74.27544610069152
SAMEA2466905	82.92572633294401	100.18650526387717	53.629909315356436	47.34401148039772
SAMEA2466906	98.9001418758353	119.62610141321541	55.6347699355253	54.91847638443345
SAMEA2466907	86.34293940886336	113.4003008906854	63.92347155500361	62.66679757442396
SAMEA2466908	83.95389010287185	103.26164887607023	59.42707554729301	54.78542841691215
SAMEA2466910	86.52618370517156	123.55212589949133	77.57891080505401	80.33192275694297
SAMEA2466911	81.6230208889683	114.27926744406784	61.784140894829726	55.96628608037828
SAMEA2466912	74.79762401907577	106.15051184152169	61.794206356585285	61.000294388647276
SAMEA2466913	88.15217400933506	123.52791952808145	87.75156268164483	92.86862769041916
SAMEA2466914	71.60043150184241	100.15014291948701	67.08922839057433	60.979199515274516
SAMEA2466915	94.65354551183299	145.88693629936375	72.64189618167948	72.92209082482204
SAMEA2466916	82.67746497383017	113.8038484290521	71.35982696830177	68.86769941968879
SAMEA2466917	82.30547847409986	117.21094790686189	71.01999738692014	71.80374076981558
SAMEA2466918	74.32631356982003	101.49203849532425	67.03578955256378	63.61659621314585
SAMEA2466921	82.67038518407975	112.57940273610294	62.472778291781864	57.31352324507781
SAMEA2466922	93.81647769306292	136.22862968481994	71.59902799064277	68.58802719285862
SAMEA2466923	103.3459230707385	94.95350775818203	61.38426077955973	54.51033911679495
SAMEA2466924	83.11090205164894	108.71966333783658	76.95377231101676	84.53365237416702
SAMEA2466925	94.00635375936152	137.95867710959206	77.33843204817082	80.45218497193602
SAMEA2466926	90.87582092222884	112.28952148889007	58.590451964308485	58.5713846326187
SAMEA2466927	90.74616957757677	131.05812730544952	97.8487512589411	98.38454931888799
SAMEA2466928	90.08001011425785	112.81103711992611	88.37740035949105	96.06076269180481
SAMEA2466930	93.09913723276827	120.3313305890612	56.666190482178	54.14873513229738
